	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
L.022.M1	0.732645750838	0.630875442817	0.623672437318	0.692894836432	0.689884073875	0.696200071416	0.620681510709	0.717493095641	0.731508022097	0.727766433955	0.724439251205	0.629041578752	0.713852083103	0.640059178515	0.791562539657	0.697867304919	0.696666726245	0.804881012222	0.555202982675	0.670733032961	0.824759506927	0.705277898001	0.80937124101	0.78939906054	0.676201731601	0.807655858629	0.617013484682	0.706052529632	0.705478791268	0.676782453247	0.695463380565	0.668256269824	0.616804764375	0.0	0.426581030337	0.617463807108	0.770788907898	0.617405084635	0.670473703554	0.560339485587	0.675360761944	0.626000720445	0.601147300629	0.54516721321	0.636934644164	0.62165418202	0.550559354479	0.58417631863	0.576441023979	0.519883297225	0.653819413796	0.64020947505	0.605718770878	0.593991127643	0.565733320238
L.022.M6	0.729269042767	0.680301753942	0.670360269936	0.715675417184	0.757061230013	0.720087875797	0.636889511398	0.720044441801	0.790869721702	0.769246691201	0.746984694083	0.657718405738	0.714397841521	0.685328662699	0.832127691242	0.725067772467	0.72215642201	0.798023370563	0.589573065297	0.710098653833	0.807390439414	0.757639032875	0.792136657446	0.824020483689	0.66221236488	0.811252043673	0.663151352013	0.748968896339	0.690754903042	0.707430041322	0.74665787224	0.674973804955	0.6329387233	0.426581030337	0.0	0.549828373054	0.736504538006	0.669999300563	0.733792794572	0.561443946541	0.623742244663	0.58779642992	0.618404787154	0.505558212269	0.588947213017	0.603189933831	0.534896719005	0.535225566586	0.533679813537	0.528867845382	0.636556605219	0.590185904616	0.62869210265	0.520178239348	0.638290882381
L.024.M1	0.798711033195	0.57601625611	0.708614693799	0.650778351697	0.773727176117	0.771407572046	0.676880941685	0.782429650842	0.775074061054	0.777332960362	0.793992145296	0.714305888141	0.807710989375	0.71161863508	0.846419676358	0.76834194824	0.761656448108	0.825997510475	0.473714166192	0.774893433288	0.803691672636	0.739775801463	0.796133015378	0.839660484862	0.733798963123	0.807761648661	0.702534590278	0.813759688271	0.560262341435	0.710029635645	0.760146584399	0.409433269848	0.514109163719	0.617463807108	0.549828373054	0.0	0.467264392082	0.66093006167	0.714674100077	0.677125836948	0.539285568461	0.520429723427	0.561877681714	0.367653331503	0.407158217001	0.500190648528	0.447355738044	0.484567024233	0.423164721764	0.396438852299	0.450206108175	0.42213453762	0.517518703081	0.423183651081	0.632955530633
L.024.M6	0.79162987157	0.622636873515	0.745978122403	0.69189014458	0.785908720619	0.782180367842	0.690858731061	0.785469450429	0.811119008394	0.740119193529	0.80900026788	0.760332646291	0.779662365535	0.792078251601	0.872586332364	0.818512710735	0.800094893657	0.792593101089	0.545609030481	0.745155685863	0.79905614191	0.654556028155	0.82995991285	0.839003339135	0.817759573274	0.828345398369	0.761782169841	0.835019029533	0.469522175455	0.919433754509	0.774284895646	0.512016862466	0.655388662204	0.770788907898	0.736504538006	0.467264392082	0.0	0.670908261906	0.666179471558	0.685175039214	0.522746652788	0.501242171283	0.684251900747	0.521689228835	0.52424283694	0.58702695987	0.555318795115	0.5614282134	0.513141115748	0.548613583926	0.558957960985	0.569535219991	0.574020699803	0.543960746119	0.705448778847
L.031.M1	0.651868365334	0.709366793383	0.567920437811	0.669608446148	0.539167862614	0.6043099641	0.513008872739	0.642580489686	0.678604525974	0.643056586775	0.607102240956	0.618987819886	0.646721373696	0.627922378573	0.763191247347	0.623335577819	0.637666862392	0.689719487962	0.665908241439	0.572917207114	0.709293406102	0.555644574825	0.71980402024	0.732775254414	0.614431864413	0.729350206611	0.593726286418	0.631337701426	0.621169474658	0.739636908517	0.591981249982	0.781661230597	0.747129801779	0.617405084635	0.669999300563	0.66093006167	0.670908261906	0.0	0.59326955294	0.551334413023	0.694536003444	0.598680538762	0.679100034587	0.639737177966	0.670604842361	0.640224882451	0.672742160942	0.555653089467	0.568569317227	0.636991321419	0.729176871971	0.72844786336	0.700146309498	0.692353061926	0.539455498416
L.031.M6	0.800054775919	0.798817434474	0.735300315863	0.821243359208	0.803050851165	0.76310057697	0.790275471658	0.819869732144	0.833063115571	0.776548147578	0.7885529798	0.787834781684	0.797424245415	0.787963569422	0.809629071674	0.771735098217	0.802794383198	0.864692106723	0.777727399494	0.767172759582	0.846450159677	0.617765682058	0.846358973116	0.874620082023	0.791126933219	0.860743510144	0.775194770796	0.81752139993	0.764155327478	0.786261767173	0.784720252871	0.834609212302	0.805511517506	0.670473703554	0.733792794572	0.714674100077	0.666179471558	0.59326955294	0.0	0.717412684736	0.839331891945	0.794842435539	0.782538706304	0.733410067448	0.761117145513	0.758741701839	0.772788557937	0.754360905538	0.754685286707	0.734189944669	0.82789413661	0.823649742168	0.804665561293	0.779796272831	0.763594076577
L.034.M6	0.596805204697	0.674868168289	0.50939987569	0.582453873291	0.529823248912	0.563630481122	0.512463601319	0.564468524283	0.605443195792	0.59002673419	0.597207981018	0.527967969125	0.556803036966	0.567886916237	0.67631503881	0.56888238608	0.583862854745	0.682824440285	0.613192754967	0.486517572266	0.673840358584	0.615664551436	0.658417092181	0.701900703528	0.590937320901	0.666520704916	0.50782076501	0.535839913873	0.617470009214	0.685321096424	0.634130178432	0.728931622444	0.726882234971	0.560339485587	0.561443946541	0.677125836948	0.685175039214	0.551334413023	0.717412684736	0.0	0.643043693665	0.538691720006	0.600238646255	0.566778563177	0.701288797801	0.597459419664	0.559791125373	0.544392995982	0.535958161011	0.570391798754	0.69489368095	0.717169259478	0.619300130153	0.633036600319	0.509004379809
T.CS.008	0.672864640985	0.287789739696	0.60162010493	0.575961190941	0.677736831573	0.634807810649	0.630800194031	0.645180187024	0.740286856432	0.730841364281	0.673224532486	0.652511999103	0.670961751673	0.658760222642	0.817171095993	0.694198293411	0.699644116451	0.705583761922	0.35086998064	0.662760158226	0.727591657193	0.674983567648	0.765095074829	0.740284853441	0.646358065721	0.765556064582	0.632902757384	0.700989000152	0.408640670656	0.837223475095	0.688808564319	0.386818923041	0.610769435127	0.675360761944	0.623742244663	0.539285568461	0.522746652788	0.694536003444	0.839331891945	0.643043693665	0.0	0.326322518496	0.563187889519	0.33919795995	0.461199954824	0.453834219688	0.424800842168	0.415335321843	0.402737282915	0.361433740972	0.300801186358	0.301402446143	0.279678530622	0.42574893511	0.598374551023
T.CS.018	0.604469935846	0.454839813409	0.533203988358	0.485237040027	0.582455587462	0.585712350523	0.604190223521	0.545812242411	0.650300839432	0.704951417322	0.582216171082	0.590762074528	0.604084178221	0.567888956091	0.741577462694	0.607103248435	0.624757233143	0.633971653319	0.383824140297	0.51222489737	0.666626036206	0.555368102702	0.689604175594	0.66834740103	0.612882985445	0.668086663443	0.586345125246	0.593380007965	0.39322827665	0.794179535374	0.597573870834	0.527274793332	0.604560551422	0.626000720445	0.58779642992	0.520429723427	0.501242171283	0.598680538762	0.794842435539	0.538691720006	0.326322518496	0.0	0.516901535572	0.33052628527	0.421667139429	0.355372234507	0.368834914415	0.323709118039	0.375662756028	0.346658219518	0.426596404091	0.425079072319	0.345732058586	0.400824635673	0.510761132044
T.CS.030	0.622659455862	0.57077538036	0.466750333578	0.517455031842	0.55831930367	0.560345058052	0.635021214235	0.570889436703	0.681758604871	0.672902526522	0.667046515382	0.56555025545	0.631655740616	0.547859714422	0.810333069273	0.663680853582	0.676264111229	0.706475442548	0.500168536021	0.612852004267	0.763499211084	0.599485217981	0.783815730952	0.635487956377	0.564465111072	0.746141315862	0.605604952018	0.600301012564	0.631219181377	0.787347202651	0.690540196504	0.557921268677	0.473245574738	0.601147300629	0.618404787154	0.561877681714	0.684251900747	0.679100034587	0.782538706304	0.600238646255	0.563187889519	0.516901535572	0.0	0.462861904582	0.486715821453	0.548718105879	0.489499455729	0.470705460962	0.488844940844	0.487506691255	0.436874817384	0.492551385187	0.543678586944	0.504615690454	0.489830788715
T.CS.042	0.719274740729	0.375718888036	0.606424638085	0.57321024053	0.673108164532	0.662028426123	0.648564246329	0.674880897743	0.769601607831	0.709956420643	0.727304251658	0.631531971519	0.658342886056	0.650423366702	0.792045711933	0.72867803603	0.719074993618	0.799344698102	0.313410894029	0.638487509283	0.81400760207	0.673774585705	0.810644808763	0.773009610607	0.621199938357	0.821386814656	0.63266097734	0.698186479762	0.470813504813	0.735958260361	0.71895281198	0.359725605012	0.51495326442	0.54516721321	0.505558212269	0.367653331503	0.521689228835	0.639737177966	0.733410067448	0.566778563177	0.33919795995	0.33052628527	0.462861904582	0.0	0.347640177369	0.404387951854	0.305887957628	0.369212999689	0.324950087978	0.27325264237	0.266969714146	0.264062256807	0.309255612082	0.294017903974	0.530737989426
T.CS.051	0.720174964209	0.531227999543	0.622409224966	0.54477877074	0.701685228572	0.677580228965	0.727455435609	0.666584364935	0.828110034476	0.763348618152	0.775318654589	0.68629533817	0.694235608145	0.642025584118	0.838446113293	0.771302664793	0.775395372215	0.822453403652	0.445443736892	0.740265846877	0.848066118325	0.642699171758	0.842329323876	0.705547727558	0.496981707212	0.853705030797	0.731539804629	0.652656231755	0.531350784497	0.804340414391	0.765204555304	0.500227920316	0.466217665668	0.636934644164	0.588947213017	0.407158217001	0.52424283694	0.670604842361	0.761117145513	0.701288797801	0.461199954824	0.421667139429	0.486715821453	0.347640177369	0.0	0.483211029888	0.307726145403	0.35219781594	0.267697021021	0.329412199524	0.337115152267	0.359174809969	0.478188199178	0.209797440286	0.587146426817
T.CS.061	0.656966368789	0.458300279422	0.549678255202	0.579438776896	0.591386338265	0.677235553471	0.600456161772	0.60503610241	0.707051186956	0.594701788024	0.624363998676	0.65993106487	0.696091397352	0.619312075161	0.651263833638	0.629587490787	0.673873392047	0.704282383437	0.421956409126	0.538639822643	0.776062750165	0.645796129427	0.77557522357	0.760219673591	0.666330611558	0.686542221703	0.62349475712	0.563037433333	0.45733639224	0.760442243977	0.670033285768	0.586717601404	0.603923732539	0.62165418202	0.603189933831	0.500190648528	0.58702695987	0.640224882451	0.758741701839	0.597459419664	0.453834219688	0.355372234507	0.548718105879	0.404387951854	0.483211029888	0.0	0.435892405428	0.401596412698	0.44697472179	0.390709289163	0.488478698159	0.486512309446	0.379107601298	0.446903657134	0.506974962377
T.CS.065	0.66870856499	0.444972078954	0.560205138537	0.539940609628	0.611105713128	0.613022416355	0.619525694162	0.640579313089	0.747283187598	0.667947429597	0.711802071122	0.541967173326	0.581228016038	0.615452722251	0.791007171477	0.690067462731	0.702711215087	0.780646518265	0.371620362329	0.587640670643	0.813815584644	0.658513697206	0.810409709861	0.738558066604	0.528075986357	0.789374400383	0.623266936667	0.642294053015	0.516427185305	0.770728894281	0.681071177893	0.471891141678	0.516319991614	0.550559354479	0.534896719005	0.447355738044	0.555318795115	0.672742160942	0.772788557937	0.559791125373	0.424800842168	0.368834914415	0.489499455729	0.305887957628	0.307726145403	0.435892405428	0.0	0.302942082701	0.295606603243	0.233422073138	0.390033512512	0.366566191262	0.391172010312	0.277380534145	0.502064257037
T.CS.069	0.574741344423	0.516390558477	0.457632008884	0.439630991566	0.5270612823	0.513597329452	0.574310488791	0.49683930644	0.685114496761	0.694260624592	0.62188922949	0.530939679507	0.54700879771	0.522288535046	0.751965206691	0.619568758017	0.638386392542	0.69750161487	0.420972588103	0.547364490336	0.723162433913	0.563962571986	0.718065455964	0.631678456838	0.467562956677	0.700190429759	0.559969375962	0.541236429438	0.462315576335	0.766189934933	0.61787837366	0.597307704507	0.529148253464	0.58417631863	0.535225566586	0.484567024233	0.5614282134	0.555653089467	0.754360905538	0.544392995982	0.415335321843	0.323709118039	0.470705460962	0.369212999689	0.35219781594	0.401596412698	0.302942082701	0.0	0.268290731315	0.318282975222	0.416372233411	0.444570907778	0.415452169049	0.349076129234	0.379436264683
T.CS.070	0.626609897852	0.485403688443	0.507321704732	0.51254108269	0.596769871154	0.578921053653	0.60627548356	0.598281604277	0.696204712884	0.71738247503	0.672856746287	0.555987283631	0.598345476354	0.578483022076	0.799189643337	0.627075800732	0.63024480129	0.724278499702	0.36774287879	0.597275464212	0.74582720674	0.603499568764	0.732571078295	0.674339148761	0.443970222032	0.733462239928	0.540861318827	0.643710468823	0.46320805856	0.756610778622	0.63649776281	0.51656244589	0.532164666396	0.576441023979	0.533679813537	0.423164721764	0.513141115748	0.568569317227	0.754685286707	0.535958161011	0.402737282915	0.375662756028	0.488844940844	0.324950087978	0.267697021021	0.44697472179	0.295606603243	0.268290731315	0.0	0.267129153247	0.405166457417	0.368166256926	0.43396132458	0.288989363814	0.474348795875
T.CS.071	0.665752373238	0.400020731761	0.535143687499	0.548259727059	0.614371320566	0.620001344163	0.615747740031	0.655316837808	0.688841275245	0.729702264446	0.699839509324	0.586805314829	0.670837822262	0.604177086111	0.802451535832	0.666211805166	0.673469980496	0.759024850128	0.276699474415	0.627439934867	0.777725217813	0.657455184472	0.759084165254	0.746066348669	0.539290413909	0.768566597872	0.584545984767	0.661004852132	0.455041709493	0.708808548965	0.683932112143	0.424353099617	0.483358791427	0.519883297225	0.528867845382	0.396438852299	0.548613583926	0.636991321419	0.734189944669	0.570391798754	0.361433740972	0.346658219518	0.487506691255	0.27325264237	0.329412199524	0.390709289163	0.233422073138	0.318282975222	0.267129153247	0.0	0.353286619458	0.316974036951	0.316016622673	0.260267356427	0.49100618813
T.CS.073	0.722647074705	0.337392860217	0.601563648516	0.537234914812	0.657286285679	0.666636955359	0.701316371406	0.673595680613	0.799494924906	0.785323219793	0.782363245578	0.678002221632	0.701689145332	0.635007643139	0.839245485444	0.763296750451	0.757503547674	0.81192248577	0.374733479179	0.734332527951	0.845862255604	0.727896589224	0.833691602118	0.706694711931	0.606882897957	0.841243649029	0.709040007318	0.637199242831	0.528304083844	0.815619646126	0.763954438712	0.290341540877	0.45032553337	0.653819413796	0.636556605219	0.450206108175	0.558957960985	0.729176871971	0.82789413661	0.69489368095	0.300801186358	0.426596404091	0.436874817384	0.266969714146	0.337115152267	0.488478698159	0.390033512512	0.416372233411	0.405166457417	0.353286619458	0.0	0.190609011728	0.325037654316	0.335396503137	0.561320907105
T.CS.081	0.75791319393	0.35653087513	0.677968494236	0.642233653459	0.746081329432	0.740821969098	0.733591372593	0.740271540376	0.824702926399	0.7975343097	0.795097138313	0.718408184902	0.742239447363	0.725415519316	0.832581427998	0.772446502421	0.772471620764	0.83104170913	0.367393694727	0.729536626367	0.855942725226	0.762403359425	0.860879041429	0.80185286251	0.654649396323	0.856310173643	0.723319859712	0.76305858491	0.531739281483	0.814453746069	0.763018734822	0.260107366881	0.527888197066	0.64020947505	0.590185904616	0.42213453762	0.569535219991	0.72844786336	0.823649742168	0.717169259478	0.301402446143	0.425079072319	0.492551385187	0.264062256807	0.359174809969	0.486512309446	0.366566191262	0.444570907778	0.368166256926	0.316974036951	0.190609011728	0.0	0.347209809282	0.353507770347	0.630479045334
T.CS.084	0.745259230833	0.33577142107	0.583959701534	0.560433357963	0.62047147635	0.665568084446	0.637740697986	0.661718471199	0.687726846048	0.65115804827	0.653101413507	0.62682505021	0.707372734576	0.621420701256	0.747996282043	0.670641223552	0.712129665056	0.738032626047	0.328346460969	0.605220650071	0.769505870778	0.67118968637	0.796609919376	0.75588688928	0.658923386327	0.751308914831	0.589221024578	0.640196622575	0.424619483831	0.789517978773	0.685843641578	0.397176668651	0.595715137763	0.605718770878	0.62869210265	0.517518703081	0.574020699803	0.700146309498	0.804665561293	0.619300130153	0.279678530622	0.345732058586	0.543678586944	0.309255612082	0.478188199178	0.379107601298	0.391172010312	0.415452169049	0.43396132458	0.316016622673	0.325037654316	0.347209809282	0.0	0.443035231134	0.50075018523
T.CS.087	0.679645060401	0.444959420335	0.59653707499	0.540699692073	0.646415013393	0.615872418068	0.653415779794	0.635789539488	0.796578107934	0.744948722252	0.750664012591	0.618461714504	0.635061784517	0.596878380751	0.817441928504	0.756933567999	0.744629522046	0.799282595717	0.372056586296	0.669701362933	0.819910496413	0.686646765444	0.810812963897	0.691746173077	0.485527764196	0.825569046817	0.675449776942	0.640426105323	0.506997381699	0.758923641353	0.760414911067	0.449333643874	0.506413711772	0.593991127643	0.520178239348	0.423183651081	0.543960746119	0.692353061926	0.779796272831	0.633036600319	0.42574893511	0.400824635673	0.504615690454	0.294017903974	0.209797440286	0.446903657134	0.277380534145	0.349076129234	0.288989363814	0.260267356427	0.335396503137	0.353507770347	0.443035231134	0.0	0.506558871697
T.CS.089	0.561275795579	0.562664856938	0.371216204825	0.505192487754	0.378077863121	0.398055690232	0.49929023667	0.426491912683	0.517532006687	0.54368493739	0.532119175635	0.418686070243	0.519967299063	0.414783796749	0.685419567421	0.557822373559	0.573348064284	0.613961529908	0.527199433919	0.414469079782	0.633762253693	0.512902791635	0.710297726337	0.500457603912	0.475302950283	0.658915236671	0.349886300349	0.479349899846	0.600525039105	0.719438085633	0.585676779773	0.688825276094	0.592178529082	0.565733320238	0.638290882381	0.632955530633	0.705448778847	0.539455498416	0.763594076577	0.509004379809	0.598374551023	0.510761132044	0.489830788715	0.530737989426	0.587146426817	0.506974962377	0.502064257037	0.379436264683	0.474348795875	0.49100618813	0.561320907105	0.630479045334	0.50075018523	0.506558871697	0.0
