	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
CS.358	0.383716059368	0.737222530006	0.555259080726	0.575355808105	0.53103358994	0.417193046622	0.685534927437	0.50858190667	0.507119513104	0.724705962296	0.508042399032	0.44844433419	0.515995102691	0.369461638794	0.841122576254	0.611310269467	0.493028288546	0.457852701109	0.744606668475	0.529709870273	0.575272969659	0.457756464387	0.567634993243	0.0	0.574907193113	0.510215381048	0.461024834859	0.639963617897	0.740561835637	0.801429492956	0.489924778966	0.878955672043	0.655576138455	0.78939906054	0.824020483689	0.839660484862	0.839003339135	0.732775254414	0.874620082023	0.701900703528	0.740284853441	0.66834740103	0.635487956377	0.773009610607	0.705547727558	0.760219673591	0.738558066604	0.631678456838	0.674339148761	0.746066348669	0.706694711931	0.80185286251	0.75588688928	0.691746173077	0.500457603912
CS.360	0.590166539348	0.650815330379	0.453291281649	0.525612429733	0.51147639249	0.47915796604	0.687673349924	0.502037300441	0.706566587454	0.677867832444	0.623548801667	0.41399514567	0.537304926462	0.448661871302	0.768085096164	0.438542601903	0.478405517095	0.712861413557	0.587507574171	0.566474791286	0.734673564659	0.600091509029	0.726689377445	0.574907193113	0.0	0.737727107858	0.482522056373	0.495680873776	0.669208701776	0.706751739512	0.632979693678	0.816674457092	0.648912728951	0.676201731601	0.66221236488	0.733798963123	0.817759573274	0.614431864413	0.791126933219	0.590937320901	0.646358065721	0.612882985445	0.564465111072	0.621199938357	0.496981707212	0.666330611558	0.528075986357	0.467562956677	0.443970222032	0.539290413909	0.606882897957	0.654649396323	0.658923386327	0.485527764196	0.475302950283
CS.369	0.501260766384	0.767836259182	0.645539270548	0.681245221538	0.586425334499	0.567362167851	0.603658712677	0.561770327063	0.448325624102	0.719736008454	0.429023104985	0.539172807048	0.579511333342	0.474150022882	0.739149607126	0.536540951409	0.486835961986	0.460370191039	0.772434148038	0.513659476976	0.54244574362	0.517569594344	0.491684981172	0.510215381048	0.737727107858	0.0	0.607461674269	0.581988614377	0.725192399931	0.808756066504	0.499057444388	0.8823301354	0.780621913247	0.807655858629	0.811252043673	0.807761648661	0.828345398369	0.729350206611	0.860743510144	0.666520704916	0.765556064582	0.668086663443	0.746141315862	0.821386814656	0.853705030797	0.686542221703	0.789374400383	0.700190429759	0.733462239928	0.768566597872	0.841243649029	0.856310173643	0.751308914831	0.825569046817	0.658915236671
CS.370	0.503344632114	0.623219221166	0.43630411461	0.630558450547	0.422800292524	0.384175185886	0.557166982227	0.426550528996	0.473325356065	0.562595064064	0.526974770236	0.355154588104	0.511908261355	0.420863068962	0.694394763205	0.465809709961	0.50315838323	0.574766248722	0.55150713434	0.420311705206	0.585371272167	0.494002061174	0.653572880645	0.461024834859	0.482522056373	0.607461674269	0.0	0.59238997922	0.577536735777	0.70983554118	0.521995231903	0.77393092146	0.721046036589	0.617013484682	0.663151352013	0.702534590278	0.761782169841	0.593726286418	0.775194770796	0.50782076501	0.632902757384	0.586345125246	0.605604952018	0.63266097734	0.731539804629	0.62349475712	0.623266936667	0.559969375962	0.540861318827	0.584545984767	0.709040007318	0.723319859712	0.589221024578	0.675449776942	0.349886300349
CS.391	0.563328219993	0.66916415304	0.492275814342	0.495223239725	0.441287602122	0.534693529145	0.627519360818	0.506586629142	0.549564582461	0.604850307951	0.592485966179	0.57207901619	0.563206548206	0.529759926371	0.60253340389	0.517911660366	0.631124812572	0.598382246163	0.673277223617	0.521575939351	0.71295834381	0.563617298948	0.622036741485	0.639963617897	0.495680873776	0.581988614377	0.59238997922	0.0	0.664789949998	0.805926630397	0.624538527701	0.859307258863	0.690931314014	0.706052529632	0.748968896339	0.813759688271	0.835019029533	0.631337701426	0.81752139993	0.535839913873	0.700989000152	0.593380007965	0.600301012564	0.698186479762	0.652656231755	0.563037433333	0.642294053015	0.541236429438	0.643710468823	0.661004852132	0.637199242831	0.76305858491	0.640196622575	0.640426105323	0.479349899846
CS.393	0.621028394917	0.477688222748	0.561747696544	0.610234660768	0.667372043761	0.626193126828	0.652911223692	0.582655945073	0.720637727087	0.671010111638	0.630528623424	0.615438201124	0.657358756853	0.685421862316	0.741748267385	0.654874129441	0.697225483357	0.691329955348	0.419631252397	0.65758395074	0.705133670114	0.626012843217	0.764142391441	0.740561835637	0.669208701776	0.725192399931	0.577536735777	0.664789949998	0.0	0.840639406806	0.602845958552	0.565962027933	0.688515701272	0.705478791268	0.690754903042	0.560262341435	0.469522175455	0.621169474658	0.764155327478	0.617470009214	0.408640670656	0.39322827665	0.631219181377	0.470813504813	0.531350784497	0.45733639224	0.516427185305	0.462315576335	0.46320805856	0.455041709493	0.528304083844	0.531739281483	0.424619483831	0.506997381699	0.600525039105
L.002.M1	0.805310160662	0.785895538799	0.694705490753	0.80806668271	0.776109462495	0.750168676708	0.750152671253	0.774298122681	0.751700615008	0.768229896025	0.721907113087	0.687211379876	0.735136933666	0.655320333269	0.85217878281	0.737046863694	0.675698306722	0.838976986435	0.744848600815	0.749643877365	0.758684593232	0.768490024831	0.641704999999	0.801429492956	0.706751739512	0.808756066504	0.70983554118	0.805926630397	0.840639406806	0.0	0.720770672784	0.742604126372	0.700048142182	0.676782453247	0.707430041322	0.710029635645	0.919433754509	0.739636908517	0.786261767173	0.685321096424	0.837223475095	0.794179535374	0.787347202651	0.735958260361	0.804340414391	0.760442243977	0.770728894281	0.766189934933	0.756610778622	0.708808548965	0.815619646126	0.814453746069	0.789517978773	0.758923641353	0.719438085633
L.002.M6.0	0.421371458968	0.70360649933	0.488346538659	0.659984441129	0.576037509969	0.525131830124	0.675424949781	0.546927646035	0.541649306044	0.699077902499	0.409654119216	0.489528809908	0.486433693716	0.494380308744	0.710355772323	0.580739405462	0.472616852721	0.53633952953	0.636156223604	0.481067295662	0.589688289853	0.479491334533	0.604035910386	0.489924778966	0.632979693678	0.499057444388	0.521995231903	0.624538527701	0.602845958552	0.720770672784	0.0	0.820053642028	0.659959754444	0.695463380565	0.74665787224	0.760146584399	0.774284895646	0.591981249982	0.784720252871	0.634130178432	0.688808564319	0.597573870834	0.690540196504	0.71895281198	0.765204555304	0.670033285768	0.681071177893	0.61787837366	0.63649776281	0.683932112143	0.763954438712	0.763018734822	0.685843641578	0.760414911067	0.585676779773
L.003.M1	0.850266913177	0.427935407976	0.768832222832	0.726422346257	0.816431004392	0.820361536247	0.729643971467	0.840130993601	0.806519734247	0.795573438172	0.84979690756	0.763172057359	0.804657960427	0.818383503188	0.873097752501	0.846922823248	0.840813512648	0.866130959212	0.413329296653	0.798065223989	0.874161725883	0.847193501137	0.878408771151	0.878955672043	0.816674457092	0.8823301354	0.77393092146	0.859307258863	0.565962027933	0.742604126372	0.820053642028	0.0	0.489824529082	0.668256269824	0.674973804955	0.409433269848	0.512016862466	0.781661230597	0.834609212302	0.728931622444	0.386818923041	0.527274793332	0.557921268677	0.359725605012	0.500227920316	0.586717601404	0.471891141678	0.597307704507	0.51656244589	0.424353099617	0.290341540877	0.260107366881	0.397176668651	0.449333643874	0.688825276094
L.003.M6	0.70978372217	0.628047650189	0.58449928526	0.552447110389	0.698390197742	0.655323618178	0.722147956056	0.675173732815	0.755226713125	0.803951956279	0.685236208166	0.673580332724	0.710529169068	0.647405261077	0.860069810605	0.789244330362	0.753406143121	0.833481382387	0.51234661562	0.726632766844	0.751464295033	0.746358065772	0.873812943854	0.655576138455	0.648912728951	0.780621913247	0.721046036589	0.690931314014	0.688515701272	0.700048142182	0.659959754444	0.489824529082	0.0	0.616804764375	0.6329387233	0.514109163719	0.655388662204	0.747129801779	0.805511517506	0.726882234971	0.610769435127	0.604560551422	0.473245574738	0.51495326442	0.466217665668	0.603923732539	0.516319991614	0.529148253464	0.532164666396	0.483358791427	0.45032553337	0.527888197066	0.595715137763	0.506413711772	0.592178529082
