	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
M34.1.30.18	0.0	0.835019736418	0.694456228353	1.37294372741	1.05915499336	1.01411664069	1.48157181071	1.29659761634	1.43865320747	0.744306505967	0.770130565672	1.43944884284	1.61653541527	0.562890809195	1.68418084424	0.812100230051	1.42579765403	0.261180458364	1.50633590923	0.668494300769	1.64580653857	1.01619426776	0.56658191579	0.50024809587	0.971894257698	0.967621092466	1.00689412491	0.473475468006	0.43212421062	0.622670407715	0.461628074852	1.50355031841	1.59015882104	0.645859450064	0.522446382564	0.937114665511	1.08588779167	0.934778481243	1.8970802278	1.08589577496	1.47136825528	0.534121951552	0.644993856468	1.25701272391	1.65065891123	1.39473143867	1.45874828183	1.74866496912	0.947886363739	1.1179690091	0.831195476529	0.316164374534	0.788754865843	0.737988588189	0.486269381545	0.560797253045	1.0584855903	0.411174625895	0.477261486714	1.69680214942	1.5101447701	0.677248365269	1.26399272633	1.0077460948	1.35928733559	1.56033034153	0.230647764474	0.753068130122	0.254381018281	1.22853731013	0.330579126692	0.150339987832	0.307502167908	1.00377125982	1.04266409341	1.44130884487	1.4058729806	1.20261005242	0.401913561543	0.262762454245	0.533345159747	0.542635368649	1.25889501998	0.622497915437	1.25197544139	1.99468464105	0.239936304076	1.34410815218	1.49629043386	0.983108678857	0.312336339192	1.07729578623	1.83538264639	1.33351716541	0.830720042227	0.712765875637	1.24921103505	1.53030364298	1.30987333661	1.0966491998	0.725237191021	1.18503940037	0.789599629522	1.21442762063	1.0221939964	1.0339120721	0.707974619443	0.722485491289	1.36788499239	0.578065358005	0.928945155429	1.20121647147	1.76351750068	1.29017068356	0.78492487574	2.07591212869	1.15265336505	0.953016559018	1.53021230478	1.40579606091	0.748961351401	0.676449331782	0.695456386392	0.642807538564	1.13181614774	2.33112289944	0.816691308593	1.63409122242	1.34309046267	1.41364265301	0.223998760079	0.501148149482	0.788205344328	1.26554848124	0.631404720777	1.60471346246	0.964492139372	0.570699496404	0.586603257002	0.697843453683	0.601828808403	0.850576413369	1.41496028189	0.687515757058	1.64816891377	2.39766012127	1.32530039492	1.68628019856	2.39207392394	2.24965697913	0.856701819016
M5.9.5.17	0.835019736418	0.0	0.548747524193	1.12920892848	0.872143491501	0.64547031471	1.18494698464	0.737161531768	0.941617685132	0.6749232713	0.64101561328	1.08032167862	1.27971861634	0.827852052773	1.32894714343	1.06728114208	1.26910669088	0.703626659325	1.2054592606	0.575012057594	1.31149126479	0.350722158193	0.839468649424	0.630200993203	0.869548752996	0.838915598061	0.379332725836	1.07112719829	0.660908598313	0.694311977245	0.690078144	1.38345482709	1.25693755399	0.927270758331	0.658445128993	0.644214993831	0.606778061196	0.792960787123	1.4630417443	0.499099926967	0.988045793905	0.695077733019	0.572423856765	0.998480723459	1.23957545133	1.1549182918	1.15703577426	1.37283226739	0.812945912785	0.769422665067	0.549876071014	0.844537076175	0.583644808726	0.447835440823	0.677905417774	0.669347812891	0.743051593409	0.730957081849	0.560254691322	1.35505924223	1.02041223621	0.642215295571	0.991931790847	0.744917607432	0.777709963314	1.03322865793	0.750159456195	0.657605724892	0.686347229976	0.954071512769	0.771920079677	0.82253557475	0.842875032805	0.832105748111	0.320782139503	1.06904457535	1.01054208382	0.8458563022	0.828575209107	0.899094586285	0.692469283908	0.837884144037	1.05968829415	0.833132631286	1.23504597748	1.71769000918	0.851063792864	1.08835764577	1.20661562493	0.678391921848	0.672905558237	0.900954788196	1.45184492145	0.886781225576	0.586722070363	0.497493751215	0.9897468342	1.34326329534	1.04361932392	0.947861396398	0.642896497759	0.744365105772	0.542336411532	0.693682308301	0.340256310074	0.89342306249	0.967212293319	0.74543880164	0.979121424675	0.798526672075	0.587073841358	0.886510842092	1.63066143379	0.720266849833	0.638097689351	1.94804315136	0.928128140568	0.910652876652	1.15911807937	0.973807323494	0.819361717507	0.640605073278	0.781079815443	0.889080171213	0.804235716154	2.07749698718	0.544882351485	1.32510990201	1.02652755208	1.11033280596	0.730186254737	0.727655222353	0.577258490687	0.947684517635	0.641919024122	1.27662292015	1.07846586235	0.783564438832	0.845986343595	0.612520913375	0.831873039168	1.11422272416	0.823206177314	0.914181463215	1.39800249759	2.14680541671	1.42437661445	1.38336691347	2.18731532276	1.99953526628	0.896802321692
M20.11.27.17	0.694456228353	0.548747524193	0.0	1.53098818021	1.09172677479	0.804067158857	1.57448104558	1.21027497237	1.37490983909	0.672725672387	0.389557747362	1.47579465819	1.68268449151	0.559587317435	1.70075803778	0.726999381782	1.29851581384	0.503199941893	1.61042555624	0.591287402218	1.71204224393	0.745349546517	0.610048395412	0.68843482334	0.616822672507	1.06680680683	0.74668000421	0.863149216278	0.573329099492	0.437767707236	0.613888704253	1.63915447049	1.49408565894	0.650935770239	0.729877724842	1.04985894731	0.913121988773	0.843608478953	1.84745044178	0.923389864855	1.44080043825	0.710598776561	0.348517096308	0.983293059	1.60279058371	1.18900885598	1.56468243635	1.63191844444	0.822520847927	1.19776912323	0.671570213653	0.719510270304	0.523801920044	0.321625961607	0.686587386703	0.697578268264	1.12549433794	0.692699559895	0.612632688886	1.76966837103	1.46195156804	0.625602642165	1.23743938667	1.02701627345	1.15006549865	1.49452428741	0.590180232437	0.440790628391	0.598100430124	1.35595393749	0.624625394096	0.669841779836	0.671806244201	1.18119879919	0.736331528724	1.29590994935	1.43017496309	0.874572375564	0.70612445514	0.701878595591	0.704843351376	0.569129445956	1.13023991635	0.568613580976	1.41157560146	1.96109838979	0.693386586199	1.48383089627	1.46807230545	0.867321302124	0.614378080573	0.656341599464	1.84231800227	1.24575446244	0.792116156014	0.17493126954	1.0403830168	1.55064910844	1.41576213819	0.674681986295	0.876123699579	1.10454806414	0.719029725404	1.03368147771	0.786360600167	0.583581371003	0.695361005619	0.326358330407	1.26642259453	0.576018467501	0.747715197446	1.14857936017	1.78776540279	1.13102110977	0.55073609948	2.09770407166	0.95168376986	0.635355677487	1.48298779485	1.36362086293	0.491997125964	0.858619406147	0.922600676711	0.657539827403	1.08851018316	2.32192579759	0.68508970839	1.50584924675	1.24584455611	1.28795085206	0.559439328988	0.494767815923	0.394112818673	1.33154070841	0.222091823635	1.59974809777	0.649068129532	0.547765436338	0.605061402986	0.661277896309	0.567945354575	0.775606937869	1.17530899886	0.64605346873	1.60160820132	2.38474064192	1.03257666906	1.66213199425	2.3875854358	2.2306887422	0.413039313853
M2.8.22.17	1.37294372741	1.12920892848	1.53098818021	0.0	1.0576096325	1.01099044706	0.218616730865	0.596673134069	0.537438687333	1.39391236133	1.41049399709	0.292899991857	0.330689588881	1.46223909424	0.444992225385	1.71856696908	1.5448304072	1.42322756496	0.21258431391	1.32910066587	0.450938451789	0.91761253681	1.49551685787	1.27048630024	1.40003851927	0.726907921439	0.982207902843	1.43538684318	1.35569318256	1.49378320995	1.41372584628	1.2309070044	1.31362441238	1.49898751071	1.24877665927	0.719451540681	1.09157873511	1.35847478833	0.90481743662	0.734460107315	0.522902124942	1.31219540936	1.38709631325	1.36906593942	0.70419018804	1.59820467658	0.279893158231	0.933399574453	1.30803525349	0.657963838942	1.30661328514	1.30101063317	1.33489361309	1.43113402386	1.27995303109	1.33138355596	0.561426618715	1.28639133744	1.26532737485	0.382395506308	0.694203273667	1.39228074137	0.972993734119	0.797997737182	0.751762593189	0.654523150635	1.39050777649	1.35411039532	1.34280585448	0.292492849055	1.41427757092	1.36645752012	1.44686471707	0.552647659641	0.952169162558	1.37160004813	0.29125477497	1.30475984305	1.3656653696	1.45515651157	1.31218884547	1.52738925317	1.41338978485	1.42694804396	1.088658054	1.25720596315	1.35547606001	0.123777607513	1.27890227157	1.4167386567	1.3192425676	1.39941705576	0.556429057651	0.921063738258	1.21752747332	1.46726308626	1.38906184441	1.24503265142	0.285444165461	1.49139000772	1.04651425889	0.929863762223	1.24350084068	1.01204357211	0.958113712295	1.39632471431	1.59125889931	1.58349283027	1.31284839704	1.55363869475	1.29844591643	1.00742115241	1.47490179884	0.818653920429	1.39549353853	1.75224103833	1.2843827097	1.45430981634	0.733371692695	0.845073191367	1.56778639321	1.15729441328	1.24053460908	1.48969859435	1.13458132415	1.5234944307	1.28292264021	1.45262834344	1.31533890454	1.46163092274	1.42479203369	1.49103333121	1.37427537171	0.492393094817	1.52444986192	1.05169019458	1.83126616732	1.51956376986	1.541515737	1.24536542811	1.58378904313	1.7122852445	1.01227596101	1.66576959302	1.43284866034	1.69680399958	1.92449611857	1.13632172739	1.96632584118	1.74020163903	1.82467026443
M14.11.27.17	1.05915499336	0.872143491501	1.09172677479	1.0576096325	0.0	1.24042672665	1.09931271188	0.848681786515	1.01652405773	1.10500798603	0.995447482562	1.07387823081	1.20115049819	1.06767596	1.25392586188	1.31350125633	1.63927934274	1.0131002365	1.11989535856	1.05774929962	1.23185819373	0.961531828071	1.02282926552	0.967032110082	1.23154515146	1.17447123647	1.03488638909	1.16064885498	1.03384303133	1.03585812649	1.10524280354	1.02638710569	1.32978330427	1.10585688524	1.02026978578	0.814495149598	0.987183497637	1.192854362	1.50935470361	0.872111280567	0.993724261594	1.04410807458	0.910915563896	1.4683364072	1.10530585512	1.48415669456	1.09577023787	1.28029739318	1.19588278012	0.82021428378	1.0043862316	0.925878001288	1.07058132373	0.916661773357	1.00976462529	1.03967343519	0.810569888639	0.832783310808	0.942137575345	1.28654306141	1.04233105059	1.10244268059	0.782513092222	1.07518332364	1.13782233873	1.07442668704	0.95322806398	1.19240197966	0.945474102761	0.92842449425	0.983747286444	1.00387983244	1.05967315349	1.12123990531	0.787134081273	1.33268091682	0.971639485131	0.818688589587	0.904170942922	1.03666795867	1.09267173647	1.08369125243	1.44376203191	1.07526962873	0.786186780412	1.75095704654	0.955569291612	1.02109786096	1.09758166865	1.18184735949	0.897438996058	1.22797515663	1.39981562456	0.859183270709	0.43552977763	0.995783874988	1.3592748721	0.991311090132	1.01835662752	1.34893124832	0.774810221533	1.08587692845	0.649388410506	0.959944380429	0.846716413868	1.10778396325	1.15787684128	1.15178883656	1.28905216091	1.09466824624	1.00617224943	0.647616954601	1.45633601636	0.762974213444	1.1374589741	1.75531027776	1.09277062189	1.33156111636	1.08438857425	0.848170691961	1.25353939016	0.888463662898	0.782887334326	1.06687194963	0.903791970661	2.02591380219	1.00328885835	1.34230992661	1.27327547807	1.47843242946	1.04001342245	1.09890253793	0.900540677245	0.898618004402	1.10951616678	1.05317676828	1.42207476321	1.05528280334	1.09503702573	0.606475971522	1.14479144494	1.31046120838	0.925064068071	1.20611778844	1.46852611092	2.07103330994	1.83157457451	1.15557185315	2.06137151857	1.92896598276	1.39357083698
M2.7.25.17	1.01411664069	0.64547031471	0.804067158857	1.01099044706	1.24042672665	0.0	1.12626693437	0.833333890119	0.835507823526	0.946113394557	0.667680828891	0.969746071096	1.20234880899	0.870634898567	1.28693301251	1.05484676194	1.11961874348	1.03617458401	1.12833165719	0.752465114037	1.25150268842	0.67907495393	0.903162605434	0.952070385967	0.678933720243	0.600001588442	0.66743762123	1.0493187368	0.967402095675	0.9018350252	0.971382900917	1.64180999398	1.3178735777	0.894163969228	1.02558041476	0.765766951213	0.64017790062	0.840008828798	1.32102706791	0.780092798863	0.984889502097	0.99760453314	0.671200023491	0.771491667923	1.2030306297	1.06987243876	1.01271585963	1.36328531281	0.704410754824	0.840460554071	0.953384291359	0.994147744666	0.832627789244	0.744858477143	1.03301636345	0.987526452959	1.02560402519	0.986017980155	0.952309349505	1.25357405929	1.06307071781	0.852133594489	1.05088808136	0.625908293837	0.707473458322	0.997738811685	1.03330281626	0.638811006779	0.989030906257	0.865706783596	1.00965011047	1.03707574859	1.08074681051	0.68880529698	0.805732268823	1.16470628042	0.913775145813	1.13352643194	1.03897866799	1.05170811585	1.01406574002	0.966646280891	0.974873984616	0.742501448498	1.35410071671	1.65918530643	1.02598667114	0.987100364031	1.20296151193	1.02491612384	1.03496464401	0.745221996678	1.36693064861	0.948751198176	1.10727971062	0.751375854484	0.873227728738	1.36502423379	0.949871470818	0.79774002527	1.17366429365	0.823309857745	1.0969341584	0.749117524811	0.693199160023	0.769356796069	0.955434178334	0.814129777768	1.33732782536	0.926011311376	1.04997374134	1.16725185839	1.66655450091	0.924413821476	0.836439809736	2.00195901861	0.908035030859	0.742092381144	1.17361416052	1.13648053464	0.976590138196	1.13595275902	1.24530322359	0.870111433066	1.19053386494	2.01334263847	0.994181174386	1.36289304743	1.08503844972	1.10072572099	0.995723288503	0.898839225038	0.67482083956	0.922234843121	0.804070108651	1.24168326823	1.08052356025	0.910804299051	0.937454193643	0.821477919148	0.942020038445	1.07275220863	0.835590968578	1.02065513241	1.42436371086	2.07870555617	1.18268176688	1.43827983907	2.21880301695	1.99439363277	1.0770341696
M3.8.22.17	1.48157181071	1.18494698464	1.57448104558	0.218616730865	1.09931271188	1.12626693437	0.0	0.645968979762	0.565141355606	1.46981575837	1.45732223951	0.351075057904	0.233658856847	1.54413440541	0.308550878864	1.79730399357	1.59057099451	1.46549628497	0.189649681135	1.41285621534	0.34067937357	0.978885313073	1.57432038965	1.36689439202	1.41809284816	0.799759114341	1.08843878899	1.44062016361	1.44671160084	1.56143929545	1.50417014024	1.19021206557	1.34014635879	1.57691090005	1.34860698645	0.808117935532	1.11407565399	1.40600686723	0.823714645376	0.791048107382	0.499852139699	1.3995631819	1.41694943041	1.41376096896	0.621457495719	1.65523700581	0.319435723758	0.826047603441	1.36698404562	0.774408842452	1.37275626223	1.31799365025	1.37260991344	1.45207738734	1.37295002363	1.42205957816	0.569681986287	1.31503519217	1.34098184717	0.33393683462	0.639184045344	1.47354213111	1.02522917028	0.874940797864	0.785187286782	0.63365413346	1.41414909225	1.43150193365	1.37623820552	0.363935851552	1.43195778212	1.41067819837	1.47209800854	0.637522171179	0.988788476031	1.38190973972	0.324567979689	1.29994206301	1.37072075272	1.48882948678	1.38863746874	1.61929528995	1.44891739775	1.52181949913	1.13548288094	1.22019526185	1.41438418732	0.247547432433	1.36455364671	1.46430302144	1.36055257066	1.40387474948	0.432734637336	0.971412078425	1.25554827159	1.49967455971	1.44315677438	1.33117694762	0.284047043236	1.51794154457	1.09156144326	1.02605146019	1.27798890455	1.05117138638	1.03307062807	1.39999693029	1.66129004464	1.63218423371	1.36779891211	1.62666351769	1.35233455571	0.985296609017	1.48087942968	0.802224667458	1.44371633516	1.72586692647	1.34060996884	1.48228368838	0.662420645814	0.76809798936	1.60983192125	1.24977182211	1.25396820166	1.57139026809	1.14964939009	1.47080174363	1.34305105409	1.50963108302	1.33744859831	1.52074726282	1.47422459074	1.5849357336	1.39761785898	0.500452265148	1.56015865701	1.07366346776	1.90074791125	1.59285607187	1.6229155631	1.30249674374	1.66767787483	1.77738637729	1.01844276459	1.73983060301	1.48742286957	1.65145140174	2.01162137367	1.10032705476	1.93273908445	1.71864117193	1.8961959797
M1.8.8.17	1.29659761634	0.737161531768	1.21027497237	0.596673134069	0.848681786515	0.833333890119	0.645968979762	0.0	0.322800751849	1.28015265243	1.06776841398	0.576209721152	0.718250219924	1.33022060952	0.781614488122	1.5048459596	1.61235898517	1.23842627664	0.643540657808	1.13907625361	0.756711538215	0.532081547843	1.33973089285	1.14382304444	1.28657727596	0.967867158546	0.628000365648	1.39301869974	1.23994197294	1.30461255638	1.25586377547	1.2523426118	1.35619090083	1.3560628636	1.16601104535	0.57327889861	0.907292713851	1.17428040645	0.859852420061	0.340763439498	0.392592594808	1.20302718688	1.03448071958	1.3770263182	0.820893196777	1.58185863922	0.597231019703	0.932551184676	1.24987968848	0.539892600631	1.14104100853	1.16771112034	1.18901038191	1.05885559097	1.20713412335	1.19283865008	0.540559346912	1.14582987737	1.12095470788	0.775013695074	0.352233946888	1.25254392425	0.892113070214	0.988778677154	0.604403075341	0.410151979979	1.21508011493	1.0980524569	1.15647461753	0.684541778599	1.21599969927	1.23281112281	1.27453677359	0.858988585936	0.565212036112	1.34228819079	0.494495296192	1.02471502641	1.19732331762	1.27181764004	1.21704367139	1.40089624198	1.44387648458	1.23178144537	1.1765746083	1.33841345296	1.22761185626	0.617699746022	1.22849194493	1.23441773656	1.18444330697	1.28799323982	0.871276861502	0.837840404245	1.03787811653	1.15104545074	1.40785377786	1.19210071894	0.633407854589	1.3662137108	0.981312591233	0.604712717371	1.08615360992	0.809690823952	0.572322653854	1.2879817876	1.40350799034	1.25819683061	1.06049710159	1.36329007152	1.103092841	0.775192061593	1.55328792817	0.382678159258	1.23110821975	1.84442344335	1.26704862189	1.35152512343	0.694652639669	0.637551093042	1.41848879701	1.09927724121	1.12050395631	1.3177680283	0.92278859211	1.66954201448	1.11862997505	1.44491256435	1.26443890665	1.50088526141	1.22656406327	1.29837289294	1.01980325489	0.753208780727	1.24591087675	1.06429418141	1.5826129226	1.35136917405	1.38233046016	1.03924594353	1.36209162444	1.53164888737	0.776316187941	1.46834545178	1.46275086233	1.83109670574	1.89995463763	1.18132687264	2.08303414835	1.82890201477	1.55283480907
M1.7.25.17	1.43865320747	0.941617685132	1.37490983909	0.537438687333	1.01652405773	0.835507823526	0.565141355606	0.322800751849	0.0	1.34231442361	1.22764111523	0.497939771028	0.644733735112	1.48570989665	0.699631759636	1.66439804707	1.40327160432	1.37472520616	0.57527488164	1.25134034237	0.669533396229	0.714934565029	1.50891249436	1.2696499933	1.18441572886	0.923805653285	0.841105485495	1.40066520586	1.35053943811	1.45707017011	1.35816948056	1.32830276203	1.16424471195	1.5137367415	1.29975908978	0.735147013637	0.825916683328	1.1359144652	0.655355430245	0.542607445744	0.437299465181	1.31872724662	1.20969592146	1.24766426738	0.805309571909	1.44190337375	0.526876331599	0.83155835065	1.14669381331	0.693113531798	1.20868680173	1.31050091368	1.25687521425	1.21829948478	1.33348405922	1.30817358347	0.685445014376	1.28699288058	1.25071414656	0.706035030774	0.443574981264	1.37400850601	0.912079981942	0.977675485143	0.577829160409	0.435352842538	1.36278035222	1.2509944722	1.28598511214	0.649673665042	1.33157181839	1.37627007908	1.39028367756	0.836566047692	0.775595390427	1.14789565528	0.476109176105	1.15298309573	1.33431368245	1.39333846431	1.33134244364	1.56196515575	1.23333201623	1.41168671827	1.14941294329	1.12210150023	1.36841289117	0.578339792476	1.16683390037	1.19392328895	1.32707186283	1.23496743804	0.777541191837	0.838044175249	1.19056918404	1.29693818305	1.26792992141	1.14615649729	0.592319483438	1.22530865119	1.11815111498	0.661003487142	1.23511433411	0.873409990771	0.772556491161	1.29565650742	1.58553878851	1.39545083851	1.20449242643	1.52140241199	1.25555850329	0.889385157558	1.37227034274	0.581256981925	1.35251531716	1.68204360397	1.27637975233	1.21248371797	0.63050467974	0.788220168619	1.48140426031	1.2381425533	1.25498483159	1.49821323317	0.88591598591	1.45341848653	1.26378760267	1.30823989732	1.07657567387	1.32193936707	1.35614592794	1.43310371438	1.13534980958	0.70057281222	1.39030018289	1.03767845606	1.72534462441	1.52961298054	1.55451088689	1.22247644654	1.51282541588	1.69418780913	0.748599574076	1.62758566025	1.26552900541	1.65989950993	1.88063809453	1.17117308708	1.91234612843	1.65575413021	1.7154178561
M23.11.8.17	0.744306505967	0.6749232713	0.672725672387	1.39391236133	1.10500798603	0.946113394557	1.46981575837	1.28015265243	1.34231442361	0.0	0.854030277585	1.4117838781	1.60977059777	0.705480639908	1.62403657588	0.983495622279	1.11309109411	0.639106577592	1.53444300694	0.38995597022	1.62836071014	0.865027616077	0.750620252782	0.409259155468	1.05283924865	0.894116525206	0.763278490641	1.04321896465	0.470366682228	0.568077029995	0.447883022701	1.50667886451	1.25153990777	0.882108902156	0.473821482872	0.980401212156	0.966111618413	0.620289205731	1.80532764877	1.03311775402	1.51065433927	0.430888473196	0.781883795155	1.00996347397	1.59255535445	1.09062198242	1.48986786335	1.6173652422	0.620574443429	1.14965202864	0.348881215015	0.854891736921	0.33973213964	0.656586984931	0.464619544326	0.404583328283	1.00427567347	0.755000039132	0.462372208111	1.69578497092	1.48525352932	0.321755180576	1.31109995017	0.99147312117	1.29325251782	1.54046730608	0.729788024083	0.898292219717	0.696227748605	1.2291175635	0.756329413604	0.80250652834	0.785806977725	1.00228731726	0.853107231828	1.19182534153	1.39142394666	1.1281805988	0.811042451065	0.85575427298	0.458755944638	0.736801553163	0.895807696854	0.809913808881	1.44163994791	1.80586051641	0.834501248329	1.34640485389	1.50254567027	0.512679357933	0.669098791485	1.10840642555	1.77443101589	1.33069093324	0.798881625386	0.631350502397	0.921223213414	1.62441126529	1.26816949653	1.09248073988	0.708996316314	1.00199321075	0.623579529177	1.21598903084	0.90420467611	1.1057082978	0.893720156217	0.870312459647	1.09059052244	0.70014304516	0.539083849565	1.0470771077	1.47931267347	1.23092316628	0.426341829755	1.94200378693	1.22279878012	1.07103840364	1.53967402272	1.336876186	0.461360290262	0.588514792318	0.903692878613	0.830305950454	0.841331998205	2.08138106408	0.412158697282	1.35513968974	0.985374228036	1.09569633416	0.711096583264	0.640809477888	0.810435691855	1.22468850074	0.765552538989	1.62976458371	1.06236636418	0.692796602882	0.771474833376	0.719116581864	0.759436267545	1.01194682425	1.25511970509	0.775456764554	1.36368374932	2.21467887663	1.4072777261	1.72237272933	2.22697554214	2.07922366411	0.856548341905
