	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
M34.1.30.18	0.0	0.371655712754	0.393159039153	0.390798919934	0.36853926447	0.478580788745	0.401188023824	0.441542463653	0.425734068523	0.352910888936	0.379885744182	0.423667924552	0.393084847083	0.362891042731	0.383469800293	0.28810990748	0.453686743917	0.204261370683	0.426291935957	0.372819163319	0.36412173315	0.486936427529	0.365071022379	0.215964781031	0.450374149699	0.431900616568	0.474801074275	0.306274958496	0.233162066534	0.391729342234	0.258762987654	0.323712721198	0.550823420837	0.371020152035	0.29814804432	0.442425089333	0.371860151036	0.391136364717	0.492470093798	0.419772806108	0.378276059872	0.229982073803	0.410923417034	0.491516296066	0.378283561937	0.479397515121	0.41688289081	0.527371829069	0.408488418274	0.511433922697	0.34755797271	0.177666877813	0.388626510651	0.442557095266	0.25608478066	0.266592498602	0.399716119912	0.274177666148	0.241217187847	0.442651479981	0.445370897483	0.367604188996	0.415811699863	0.406555282036	0.410136773355	0.347062793389	0.205674397568	0.386147137601	0.223052608682	0.424468884707	0.207198042851	0.219263642411	0.222524288333	0.406712099146	0.386954605898	0.536663897207	0.328421332625	0.433962165695	0.272941067891	0.22843589416	0.262458146166	0.388783005224	0.444690442095	0.338840516961	0.361894084846	0.50172305927	0.206896044346	0.449520980001	0.544996353276	0.459293733963	0.207751651994	0.353245388491	0.387536572763	0.487830656045	0.405689998575	0.376116920298	0.459681048011	0.450194753691	0.365516058896	0.408448561089	0.312984347669	0.372415216899	0.368370374007	0.461943336281	0.470747423464	0.445784898075	0.372720654164	0.417008062863	0.415811840167	0.343384677171	0.353177832196	0.357170875998	0.547565787086	0.45454381001	0.373106185883	0.507606060131	0.552976398069	0.35795443553	0.458879676623	0.345186259464	0.383680502919	0.279031501319	0.211250086457	0.397942158215	0.318297219159	0.476609289301	0.375231626328	0.527649877544	0.435148290209	0.510239617533	0.164890355988	0.336875067795	0.414459979163	0.356872806452	0.432200776701	0.504943924326	0.446847041625	0.395934994007	0.333547539236	0.369664069859	0.330451576247	0.393558910431	0.39152144831	0.369464106357	0.610450068387	0.662422718499	0.564828171602	0.506195930903	0.628717348362	0.584706319855	0.392831080925
M5.9.5.17	0.371655712754	0.0	0.432277250322	0.335998564711	0.398866963238	0.288138689747	0.313378549047	0.230870332797	0.24993998101	0.414281484536	0.381684349847	0.2871956146	0.33304316706	0.348711146797	0.395661186496	0.373572257428	0.493884414625	0.448345117262	0.324670409043	0.447568637516	0.288020577149	0.369079529614	0.379515067851	0.434038612017	0.418424825361	0.270465582556	0.298283622	0.503118435822	0.453958572246	0.392334256644	0.458951923449	0.5071423327	0.61752743864	0.351747736746	0.499463799741	0.287686990813	0.194727870289	0.470318830596	0.352938089688	0.296946349165	0.357978175733	0.432977407376	0.45047014659	0.569833937341	0.276222665308	0.577786323742	0.256266035941	0.60715205258	0.496405661234	0.346279945328	0.437005180306	0.418297210699	0.483337730206	0.484598396813	0.451614288618	0.47662123897	0.319013691386	0.513969380102	0.442374810587	0.321195964084	0.400110030704	0.468782061792	0.333176330444	0.235987507972	0.300621647091	0.311601828397	0.447440759294	0.342371899795	0.467638069766	0.267221769475	0.451158817419	0.441520541376	0.437512985679	0.238818243647	0.378280317332	0.618875406877	0.280571419062	0.449125446243	0.475273162345	0.457520934403	0.479398257879	0.389408036489	0.487818648115	0.393280034188	0.359052214919	0.609213949556	0.468378852424	0.329784205761	0.38962724509	0.508350412438	0.447977830635	0.443899363392	0.335944082355	0.32857603233	0.402864576501	0.385013535923	0.525649217657	0.357950622054	0.312276778091	0.424034509135	0.461227525542	0.390033843976	0.443434966804	0.305714508537	0.308853556064	0.482860390371	0.366230581164	0.453901198879	0.373226913697	0.368970527112	0.458211316315	0.473255915502	0.627589073009	0.346962979962	0.471835731264	0.601131714463	0.483746385471	0.359111216982	0.285095986838	0.231278949637	0.477794412925	0.46717985004	0.451275341834	0.393650637199	0.433821339247	0.564485271366	0.457487453426	0.603587665663	0.498541102177	0.586451785949	0.407003932954	0.415384330984	0.450858506499	0.289501134771	0.492597892353	0.334517670881	0.544371804234	0.399914408649	0.347958821826	0.38502815375	0.432496013738	0.378378628837	0.229748583674	0.338382500447	0.661331178824	0.705050117372	0.639551802745	0.340635920111	0.686620521218	0.655881391798	0.481607967577
M20.11.27.17	0.393159039153	0.432277250322	0.0	0.516341639195	0.452458960313	0.524128123165	0.458906132882	0.468728215526	0.453024519135	0.377631402863	0.194059049604	0.488068122821	0.500073853545	0.390756002931	0.510704919773	0.436572846302	0.447030077371	0.417434185062	0.489700668098	0.40356043903	0.445448504554	0.447451386428	0.437463235659	0.384512922903	0.27817941413	0.466758519438	0.501940187855	0.431015830268	0.307733229873	0.477821576872	0.358532531781	0.356316097466	0.493486389233	0.385159305076	0.414539715279	0.509513937771	0.439919568772	0.452635494591	0.458468173021	0.436014877925	0.398855167122	0.365290137955	0.210570794709	0.4932033719	0.457130713577	0.494127722628	0.506963396171	0.509264615154	0.458131517094	0.56668261769	0.459763631949	0.369806351878	0.45540982401	0.266813946568	0.376124607462	0.389627955579	0.4873525534	0.464703722228	0.382207509256	0.535633923769	0.385460626693	0.406659895385	0.447337609807	0.495009737447	0.412122183903	0.366280203481	0.394705062556	0.38389903599	0.415361036294	0.465932548687	0.381821417051	0.44893124322	0.408551533884	0.465054314576	0.378981404799	0.502159385778	0.467880410497	0.250023130144	0.443934041162	0.398359866083	0.381680758342	0.448117798829	0.45130219793	0.38273787487	0.430044347789	0.530245085926	0.411388097465	0.514712583253	0.621859711266	0.44509359603	0.396347282504	0.327616031843	0.462326032097	0.497558534898	0.441268476319	0.224590589078	0.454925772839	0.486878430196	0.45037964676	0.278231912055	0.374917597397	0.370358412523	0.498642612775	0.494550283999	0.515544098746	0.271022306937	0.435803234871	0.346418114676	0.407459815376	0.418335215498	0.38133178021	0.410721133062	0.493713450029	0.43692478783	0.395495158185	0.444445486615	0.553453278788	0.326370464435	0.503137673396	0.43846048347	0.416520636188	0.391125825033	0.379801275736	0.459052560134	0.378342693912	0.528481811088	0.416127367519	0.527607305948	0.446058892864	0.524392833751	0.369415352283	0.418315532573	0.210930576243	0.453781932456	0.317304702853	0.563984750081	0.332118998805	0.419461724638	0.397534649337	0.441584980811	0.447655598723	0.380183765488	0.400104736969	0.425774599497	0.551779269062	0.588376217726	0.49136008623	0.501786239838	0.62912373299	0.497297078659	0.337558001088
M2.8.22.17	0.390798919934	0.335998564711	0.516341639195	0.0	0.434150048627	0.371786811914	0.302541960397	0.340175767556	0.337922839948	0.440570515042	0.457036128278	0.31103987707	0.240927920297	0.348155899544	0.337685828237	0.349090520641	0.523908962886	0.463820965266	0.298488359386	0.458068151488	0.315335484462	0.423464083435	0.370543019827	0.445866945503	0.501000317336	0.282404596101	0.380639294178	0.491766304193	0.441510079466	0.329520171535	0.468390379007	0.500870867282	0.628807282774	0.33120974381	0.475298608415	0.373365432471	0.29019658299	0.430212744867	0.431414103184	0.341335341095	0.346437917074	0.402190550445	0.472237237656	0.579738389253	0.303965450459	0.592768627426	0.300180322157	0.636718250938	0.48134259834	0.402510056335	0.44455774199	0.442269515669	0.436254395286	0.513738945786	0.440714827074	0.460662614089	0.2776129689	0.499441764645	0.436524006906	0.318852908325	0.420529897156	0.462626451544	0.38243551923	0.276299783169	0.363263376879	0.421040983387	0.469319196582	0.360945829714	0.479893211933	0.322818859658	0.436208382059	0.459480845837	0.435215618468	0.289147349442	0.407831015693	0.5769093611	0.273764265958	0.52065474359	0.472390721717	0.453162990903	0.441285455758	0.404612000237	0.503972299415	0.333978130951	0.468072512987	0.593660719213	0.479507382723	0.335744133442	0.445278256969	0.488451730436	0.473596482447	0.427507657933	0.296855089005	0.400098010904	0.441748375428	0.458466115776	0.524883699722	0.442737894813	0.265389542377	0.439143371367	0.465193893434	0.410824674451	0.42616653555	0.356468224696	0.361459123955	0.505826452054	0.311993628509	0.428624501025	0.435154280115	0.333533273418	0.459834204698	0.492388123519	0.608004242715	0.43125668773	0.461301353422	0.577465536642	0.519811048004	0.405060094688	0.341661604288	0.319784065512	0.50530309653	0.440261312569	0.474070570065	0.394667673353	0.432569084428	0.569660191049	0.449169289664	0.575909793273	0.504782481416	0.574120127105	0.425788674928	0.387115575564	0.480006964625	0.329924719865	0.501284719652	0.443456379323	0.562245982647	0.410121621092	0.336693053563	0.407334328304	0.408562885526	0.387390547354	0.385782295214	0.299867692191	0.672596782112	0.707762601417	0.632066709292	0.444935932899	0.649353162	0.661000462603	0.519521186348
M14.11.27.17	0.36853926447	0.398866963238	0.452458960313	0.434150048627	0.0	0.483458921846	0.392866662439	0.491409378652	0.446414494545	0.4034047473	0.425114400862	0.444435288414	0.437340644894	0.273063985651	0.472968367596	0.289760084778	0.474360732852	0.406194317855	0.461217130545	0.48601742231	0.403850525586	0.552186859934	0.185342101196	0.378050372668	0.481415869353	0.43991587349	0.462422060668	0.422045375867	0.43843504375	0.206948570518	0.416693724672	0.453729720781	0.583873006282	0.263305810343	0.454951943777	0.472553381296	0.39947294059	0.45010122881	0.547083329743	0.429730973934	0.373108489908	0.425168010975	0.460802828275	0.553606652685	0.384647470118	0.534545692334	0.43988856623	0.550361638044	0.520906694489	0.533640030028	0.449265557092	0.385298237425	0.468343729137	0.514420580318	0.399350001129	0.440273599993	0.378817601128	0.371917361675	0.421794318173	0.474073569846	0.568387926738	0.462394022622	0.486984282391	0.459914060352	0.427845984689	0.475996856184	0.410344285335	0.409085715814	0.426354875131	0.455182227215	0.435447400601	0.342553035958	0.405065592032	0.439297821124	0.50952219719	0.565475964491	0.435920466262	0.436389878986	0.394967689364	0.427441015643	0.439909718178	0.230320056257	0.517665102082	0.34242408985	0.411510251107	0.549865979847	0.392742878402	0.442023843338	0.53189085172	0.503899261511	0.388939606661	0.426221982135	0.397054150803	0.524919346578	0.146597167506	0.431726848633	0.507655169214	0.49710741055	0.325285715128	0.49485555356	0.350344867179	0.446882090171	0.228676140401	0.454085013958	0.494925818011	0.500638872601	0.253246748198	0.4914324438	0.434631143986	0.268519255323	0.45898393456	0.4142832411	0.600271828405	0.495256873334	0.451791313452	0.57668226107	0.612748875237	0.449028603334	0.437731796863	0.347868119095	0.466136112702	0.436601419082	0.40313711642	0.239442405563	0.429606301621	0.557755931699	0.447177823941	0.551252734505	0.479080832511	0.577200400684	0.367594895201	0.361634982887	0.45836727079	0.334925416797	0.520407944294	0.524136896867	0.522082018301	0.209890378035	0.210846952208	0.122460677743	0.338658811311	0.260094082203	0.42655460348	0.261164189606	0.630762676151	0.695783579232	0.61133641423	0.520514230279	0.669823773646	0.620145089259	0.483344072695
M2.7.25.17	0.478580788745	0.288138689747	0.524128123165	0.371786811914	0.483458921846	0.0	0.410311984058	0.294376453397	0.291220205596	0.516950795176	0.499729053662	0.375227525002	0.394594971069	0.410752732852	0.461439382831	0.446501824468	0.559201614853	0.530540636462	0.402940768485	0.541497482306	0.385398232533	0.407138885121	0.444519605244	0.54316591944	0.531099744505	0.339423399379	0.235368731602	0.556920675167	0.523404781103	0.441886430038	0.558670209463	0.60124914303	0.662693500025	0.426574004348	0.586268874923	0.226907615572	0.302317546666	0.575327634197	0.282093018431	0.341357553041	0.41095987577	0.530982033324	0.518099099975	0.631537619446	0.40352694445	0.642919758366	0.314977760723	0.685893831455	0.568715897758	0.256774063743	0.552134339359	0.519888599409	0.572810114747	0.572185198039	0.551574045618	0.562205362269	0.372391604382	0.578039020423	0.530503028544	0.305552079652	0.478081783634	0.553748428478	0.396259560739	0.315054662575	0.433920834878	0.438230520629	0.545219493032	0.420561076408	0.553458973361	0.322314641121	0.528930449042	0.5427013238	0.535032190546	0.323293968868	0.497129240984	0.667039009344	0.40413166189	0.549932554235	0.546295598137	0.507220762399	0.563411304325	0.468267651706	0.56141370404	0.43654546956	0.45323157133	0.661037822766	0.55611227198	0.408922790483	0.287987729579	0.595944134667	0.535283857916	0.521849971136	0.436427275103	0.269568338098	0.486155925109	0.485632208454	0.598674463331	0.413364236292	0.351817161459	0.506336680409	0.534697108908	0.488614057094	0.518117922948	0.219446035176	0.2245216022	0.575392902121	0.415130331691	0.510414552464	0.440936569881	0.404630064853	0.546513093197	0.577357641649	0.661252420303	0.356464142989	0.557273177689	0.650569136837	0.527204189267	0.47341739822	0.320724128761	0.368183758332	0.597480812011	0.544888398352	0.552788237641	0.470000846395	0.525499200028	0.625979809128	0.542067221429	0.651619594056	0.568046074457	0.647552164275	0.488260988697	0.497545868941	0.54821112145	0.429746678923	0.548419887291	0.226382129967	0.640176468882	0.460267531311	0.411990518136	0.464496959447	0.527948669835	0.459284119411	0.366191348176	0.385753379708	0.721804427776	0.748434580908	0.710162519614	0.452576439056	0.711005645255	0.697620797396	0.586105695266
M3.8.22.17	0.401188023824	0.313378549047	0.458906132882	0.302541960397	0.392866662439	0.410311984058	0.0	0.389939817093	0.386422615252	0.368937991221	0.419063766047	0.208792174898	0.276118636652	0.322570698406	0.280359101915	0.372916716786	0.486610547715	0.475068739965	0.307954773877	0.441006820395	0.270906894469	0.46126280371	0.346784705352	0.445498966002	0.4297567078	0.316827000592	0.394830262363	0.523359833513	0.455983518854	0.353268632179	0.469968954205	0.520053793856	0.618995601448	0.336803364175	0.486117864528	0.370239550251	0.291702360108	0.474838244551	0.460322858347	0.334412875164	0.373380732441	0.437511328993	0.470090123445	0.561551304939	0.291239997172	0.569528240134	0.354492148393	0.604026184414	0.361006086998	0.435998360931	0.435023061615	0.452709525412	0.463582009087	0.519823145239	0.453706661431	0.470893685538	0.296826755658	0.510314438312	0.459210177624	0.349375534385	0.449613067424	0.434564536934	0.398050595602	0.335935029854	0.334999426485	0.407743541906	0.473776073613	0.391636263614	0.492209990728	0.333344860301	0.489712725022	0.464386479472	0.474807533992	0.308973769925	0.413697623029	0.612438395934	0.250486653248	0.455645588798	0.490940890708	0.477561559456	0.486468602791	0.366248960202	0.484827089235	0.336019427089	0.442562335388	0.602555379988	0.491322375244	0.241438299951	0.477066455459	0.499664441166	0.481284169046	0.415744832893	0.301749930498	0.435162011097	0.387516197841	0.420237597775	0.523761675098	0.427274368199	0.255845383496	0.456568541182	0.428735529928	0.408064299821	0.426084942087	0.379817629772	0.388960544893	0.497221429838	0.353943372505	0.469287348531	0.397910986734	0.345971238632	0.439564784267	0.470396292551	0.619571718352	0.411668774352	0.443376901362	0.604416479723	0.539042806722	0.384564772011	0.366586136699	0.297391223999	0.47762735427	0.469184538478	0.476806886675	0.238441282424	0.422441645444	0.578847965138	0.418514475161	0.60498115667	0.472720888453	0.586437598742	0.424032679833	0.423898039737	0.474602599603	0.262593078218	0.523284353581	0.444717511392	0.560346541598	0.377261604109	0.311529055667	0.359697749431	0.438484628493	0.356166825372	0.339273142275	0.297057105569	0.645895839516	0.712157910631	0.635882621675	0.335373088454	0.680403540165	0.653562908393	0.497720597502
M1.8.8.17	0.441542463653	0.230870332797	0.468728215526	0.340175767556	0.491409378652	0.294376453397	0.389939817093	0.0	0.224637451605	0.464767159766	0.423838420365	0.315323835039	0.335437035307	0.440994239929	0.415376800419	0.461884886614	0.498530551622	0.502605817721	0.335920232233	0.489174390936	0.351015186762	0.321597188083	0.453454018287	0.486748771088	0.463449056789	0.284551895948	0.293687020338	0.501676622814	0.48789726067	0.434124779186	0.496685228333	0.550797952836	0.622655768413	0.416976391811	0.524840960353	0.314780047035	0.232631044226	0.48561738728	0.32273868236	0.287182090026	0.368488909443	0.468698160578	0.440373289984	0.587459165528	0.329070508584	0.598780785602	0.239855135047	0.649027865701	0.52260701935	0.351666519298	0.486458211764	0.486965923454	0.486695066692	0.526208997426	0.489846760481	0.523891545685	0.33574859778	0.567010517549	0.4804825802	0.317274895849	0.372503394813	0.505797015605	0.312225909707	0.239236347075	0.351488363859	0.381166159675	0.505614370132	0.350203422027	0.523013178824	0.274889222729	0.481492241458	0.509067066039	0.463882654391	0.252413576471	0.373598403875	0.597848800291	0.34991399942	0.494062302339	0.535111513376	0.485537502773	0.497862871138	0.479614651076	0.499463309269	0.450099693445	0.424331951674	0.608512917028	0.523613962743	0.359152612996	0.408541472374	0.516051520268	0.506649165732	0.500552741853	0.349937068829	0.288237568201	0.502656618719	0.423213637063	0.538864134992	0.352853160465	0.352518080789	0.418083957548	0.515314671367	0.414299523333	0.535247183584	0.299055236764	0.277211301005	0.521170405938	0.395970554457	0.418371233335	0.35949323541	0.44262877057	0.493711978513	0.515877031557	0.598612671066	0.374835606411	0.501842289491	0.565744766138	0.481755671977	0.420025369475	0.283373572786	0.312037295851	0.534109159429	0.488029475931	0.5212526351	0.48227465641	0.468421281998	0.577894693834	0.49354747612	0.596936937715	0.51717333424	0.586382858217	0.46331401846	0.481945736635	0.462799326444	0.383339520228	0.502086406717	0.380564477405	0.585994309125	0.469979589402	0.405143927142	0.474551267134	0.525690548899	0.453331382939	0.267553662751	0.401583244511	0.677921973941	0.686832573753	0.659626474321	0.376443925419	0.659202956154	0.659435621668	0.52481463763
M1.7.25.17	0.425734068523	0.24993998101	0.453024519135	0.337922839948	0.446414494545	0.291220205596	0.386422615252	0.224637451605	0.0	0.494635465753	0.408724792306	0.327440904983	0.345807143083	0.405379936973	0.409392759847	0.431400438926	0.529199270469	0.478492891001	0.341725722965	0.512489509286	0.350713653101	0.327330576043	0.442508835574	0.479550154273	0.427955782846	0.285510105665	0.305922827139	0.495347302529	0.488646230689	0.425627358958	0.495657282749	0.546198065238	0.623221988198	0.390305521251	0.512139070989	0.309953546845	0.22834340721	0.500141169717	0.281564675411	0.261513648857	0.373389070824	0.465702685561	0.455114515477	0.602839931795	0.355160799564	0.583853903539	0.245756367744	0.647293652876	0.54341186424	0.352309716466	0.512308456042	0.479714280803	0.51260125943	0.514097933188	0.498265453055	0.512586437999	0.301149364403	0.547693445926	0.488200572096	0.3529888959	0.372327852264	0.528833924148	0.340404214713	0.256533376321	0.323075555949	0.366636010781	0.501076507064	0.321033548258	0.519511135739	0.293028747859	0.489104908342	0.482599634338	0.455020364983	0.265548971487	0.380817146185	0.606293684335	0.346921350603	0.481461348711	0.519362566911	0.484032050477	0.488584912269	0.458257654911	0.509967887587	0.428881711629	0.419190622215	0.627176705316	0.505196244736	0.360782191082	0.405587272985	0.52377197402	0.483722386064	0.491538993907	0.35799089661	0.344850792452	0.466038630507	0.412326323692	0.532867615547	0.39839476608	0.340419402177	0.419406219171	0.515562620727	0.447975455552	0.508468977961	0.324848589861	0.293715973258	0.498009378859	0.405166609462	0.410283660876	0.394169093029	0.397413029851	0.511577389957	0.520325050129	0.616422570259	0.357233290792	0.522399517694	0.575368786568	0.489302719827	0.404496862871	0.315620392383	0.297449178415	0.531712817633	0.498712179546	0.501162134627	0.461338334804	0.479684427203	0.602808821546	0.517255651847	0.58169658567	0.524736978797	0.588948708691	0.444574515448	0.470640590583	0.451218596232	0.374132134736	0.503971135806	0.35958095207	0.563954824856	0.461305900057	0.396616584844	0.457477182343	0.498379023018	0.43599561176	0.286719490595	0.397557348217	0.659085724459	0.688251051389	0.650145268182	0.37580249802	0.654084098292	0.664238482484	0.527466546656
M23.11.8.17	0.352910888936	0.414281484536	0.377631402863	0.440570515042	0.4034047473	0.516950795176	0.368937991221	0.464767159766	0.494635465753	0.0	0.387221922736	0.405267599206	0.419066252715	0.372209168317	0.45928503	0.387821318946	0.34470956253	0.418450748968	0.433628426404	0.261282389598	0.353293796573	0.499618865688	0.352924953154	0.329298045933	0.391351937907	0.429171638364	0.495668225749	0.443444196111	0.331532234991	0.389390826386	0.343205109029	0.343193227541	0.527419973779	0.359265157616	0.361116685069	0.472951150516	0.40212454783	0.274596607782	0.540670825242	0.462684189191	0.435160622778	0.338988630116	0.441286550802	0.480389800504	0.382999266413	0.514259316004	0.448009853859	0.49051705033	0.300995587744	0.532427377142	0.233049636919	0.32049345386	0.304446054366	0.465776900593	0.336858744374	0.387290951552	0.419414090188	0.458935592183	0.335072464317	0.442097964061	0.517837420789	0.237864952499	0.419223246925	0.439226766451	0.417819594442	0.412671438114	0.412086147818	0.453350412425	0.387376100205	0.440519453428	0.385758848983	0.435510374739	0.388593425435	0.398700274722	0.459301034746	0.528318707188	0.368966563617	0.378569617758	0.447473753724	0.393037775498	0.34915373374	0.352249059684	0.39725085042	0.377347647457	0.398061143653	0.518480322391	0.407933850228	0.428096532048	0.556157978597	0.349165329766	0.394893645525	0.424317246502	0.349192280986	0.491461279051	0.3924314037	0.375481659641	0.458832651021	0.366824144061	0.395195864602	0.440797554243	0.352989098225	0.359983832115	0.458437093838	0.495760314488	0.501439452235	0.466763739095	0.395738776747	0.451144833665	0.341148778856	0.378409953683	0.227859447668	0.304108142364	0.522634215961	0.47984487174	0.271374906943	0.516319090038	0.571507844504	0.4318781096	0.46655827569	0.398441100549	0.354448175236	0.347453769282	0.38538990947	0.386851998579	0.270543390327	0.504521576729	0.252129312951	0.502340147471	0.365573435441	0.530382039143	0.383060564319	0.373956243045	0.389233749225	0.33727424289	0.493902352112	0.531523179424	0.445680509821	0.377561828536	0.343559299711	0.392436443357	0.363519397302	0.33233618689	0.409946323903	0.374662200764	0.562177966114	0.636596345155	0.560845317028	0.490044423533	0.663071388244	0.565134206452	0.43480977434
