#Taxonomy	CS.047	T.CS.139	CS.138	T.CS.141	T.CS.047	CS.218	T.CS.151	CS.012	T.CS.140	CS.064	CS.074	CS.174	CS.071	CS.290	CS.001	CS.139	IMP000.L.T26	IMP000.L.T19	IMP000.L.T04	T.CS.081	CS.063	CS.213	CS.312	TFSCS028	L.004.M5	IMP000.L.T18	L.004.M3	L.006.M2	CS.230	IMP000.L.T36	CS.080	T.CS.003	CS.042	T.CS.133	CS.006	CS.233	CS.360	TFSCS026	CS.083	L.005.M3	CS.137	CS.346	CS.301	CS.365	CS.300	CS.119	T.CS.043	T.CS.100	CS.388	CS.318	CS.382	IMP000.L.T05	CS.302	CS.282	T.CS.089	TFSCS022	L.005.M4	L.007.M5	IMP000.L.T03	T.CS.148	CS.295	L.025.M6	IMP000.L.T06	L.008.M1	CS.366	CS.094	T.CS.136	CS.015	CS.023	CS.136	T.CS.146	CS.167	CS.025	L.005.M2	T.CS.067	IMP000.L.T27	TFSCS023	CS.110	CS.297	CS.193	T.CS.018	IMP000.L.T39	IMP000.L.T20	CS.143	CS.248	T.CS.145	CS.075	CS.111	CS.321	CS.065	CS.130	CS.159	CS.099	T.CS.143	CS.061	CS.175	CS.055	CS.132	CS.188	CS.232	CS.163	CS.003	CS.239	CS.260	T.CS.147	CS.238	CS.190	CS.068	CS.294	CS.176	CS.217	CS.333	L.007.M1	CS.104	CS.036	CS.112	L.005.M5	T.CS.093	L.004.M6	L.008.M4	T.CS.092	CS.325	L.012.M5	CS.169	T.CS.144	IMP000.L.T17	CS.358	CS.109	CS.007	CS.079	CS.072	CS.198	CS.165	CS.322	T.CS.014	L.008.M6	CS.117	T.CS.094	T.CS.084	IMP000.L.T30	CS.102	T.CS.097	CS.045	CS.347.0	CS.105	CS.293	L.011.M1	CS.030	T.CS.069	CS.108	CS.044	CS.251	CS.259	L.025.M4	CS.013	L.008.M3	T.CS.007	CS.172	TFSCS025	CS.090	L.005.M1	CS.019	TFSCS029	CS.118	CS.142	T.CS.023	TFSCS020	CS.103	CS.170	CS.062	T.CS.065	T.CS.009	TFSCS027	CS.120	CS.005	CS.298	CS.011	CS.343	CS.016	CS.379	T.CS.013	T.CS.004	CS.357	CS.173	CS.046	CS.308.0	CS.151	T.CS.142	CS.269	CS.098	CS.056	L.006.M3	T.CS.088	CS.140	IMP000.L.T37	T.CS.135	L.008.M5	L.025.M3	CS.070	CS.158	CS.219	T.CS.030	IMP000.L.T10	IMP000.L.T28	CS.095	L.006.M4	CS.220	CS.275	IMP000.L.T09	IMP000.L.T38	L.007.M2	L.004.M2	CS.237	IMP000.L.T40	CS.087	CS.332	CS.305	T.CS.087	CS.231	CS.050	L.005.M6	CS.082	CS.362	CS.341	CS.194	CS.200	L.006.M6	T.CS.051	CS.008	IMP000.L.T29	CS.155	CS.141	CS.235	CS.031	CS.017	CS.053	CS.101	CS.124	CS.115	L.004.M4	CS.328	T.CS.137	T.CS.138	CS.191	T.CS.042	L.007.M6	CS.020	CS.199	CS.156	L.025.M5	CS.021	CS.380	CS.227	CS.168	CS.077	CS.035	CS.224	L.006.M5	CS.113	T.CS.099	T.CS.095	T.CS.096	CS.284	CS.350	CS.205	CS.014	CS.009	CS.153	T.CS.020	T.CS.061	L.012.M1	L.007.M4	L.025.M2	CS.076	CS.203	CS.078	L.012.M2	CS.093	CS.311	CS.022	CS.029	T.CS.045	CS.088	CS.241	CS.049	CS.060	L.012.M6	IMP000.L.T02	T.CS.008	CS.066	L.006.M1	CS.249	T.CS.098	CS.033	CS.283	T.CS.049	CS.319	T.CS.073	L.008.M2	CS.240	CS.285	CS.161	CS.058	CS.052	CS.097	CS.345.0	CS.114	CS.356	CS.339	CS.096	T.CS.090	CS.092	CS.351	CS.228	CS.274	CS.171	CS.334	T.CS.150	CS.091	CS.286	CS.131	CS.028	CS.335	CS.040	L.025.M1	CS.004	CS.027	CS.196	T.CS.134	CS.059	T.CS.070	TFSCS024	CS.089	L.012.M4	T.CS.071	CS.024	CS.229	CS.296	CS.043	CS.133	CS.160	CS.032	CS.051	CS.122	CS.123	L.004.M1	CS.038	CS.085	CS.018	CS.106	CS.135	CS.086	L.012.M3	CS.002	CS.292	CS.037	CS.041	CS.057	CS.247	CS.067	CS.154	CS.164	TFSCS021	CS.222
k__Archaea;p__Euryarchaeota	0.000105263157894737	0.00221052631578947	0	0	0.000947368421052632	0.000263157894736842	0	0.0211052631578947	0	0.00610526315789474	0.000105263157894737	0.00252631578947368	0.000157894736842105	0	0.0653684210526316	0	0	0	0	0	0	0	5.26315789473684e-05	0.0734736842105263	0.00336842105263158	0	0.0183157894736842	0.0768947368421053	0	0	0.000105263157894737	0.00142105263157895	0	0.0577368421052632	0.000157894736842105	0.00257894736842105	0	0	0.00636842105263158	0	0	0	0.000473684210526316	0	0	0	0	0	0	0	0	0	0	0	0.000368421052631579	0.0142631578947368	0.000105263157894737	0.0288421052631579	0	0.00115789473684211	0	0	0	0	0	0	0	0	0.000210526315789474	0	0	0.000105263157894737	0.000368421052631579	0	0.000105263157894737	0	0.000157894736842105	0	0	0	0	0	0	0.00431578947368421	5.26315789473684e-05	0.000368421052631579	0.00189473684210526	0.000105263157894737	0.000526315789473684	0	0.00352631578947368	0.0171578947368421	0.000789473684210526	0	0	0	0	0	0	0.00242105263157895	0	0.00115789473684211	0.000105263157894737	0.000263157894736842	0.00857894736842105	5.26315789473684e-05	0.000210526315789474	0	0	0	0.000789473684210526	0	0.000210526315789474	0	0	0	0	0	0.0156842105263158	0	0.000368421052631579	0	0	0	0	0	0	0.0443157894736842	0.00121052631578947	0	0.00131578947368421	0	0	0	0	0	0	0.000421052631578947	0	0	5.26315789473684e-05	0.00447368421052632	0	0.000315789473684211	0.00268421052631579	0.000105263157894737	0.00294736842105263	0.00515789473684211	0	0.0563157894736842	0	0	0.000263157894736842	0	0.00221052631578947	0	0	0	0	0.000578947368421053	0	0	0	0	0.000210526315789474	5.26315789473684e-05	0.00189473684210526	5.26315789473684e-05	0.000105263157894737	0.000368421052631579	0.000789473684210526	0.00468421052631579	0	0.000631578947368421	0.00210526315789474	0.0254210526315789	0.134947368421053	0	0.000157894736842105	0	0	0.000105263157894737	0	0	0.0133157894736842	0	0.00621052631578947	0	0	0.00663157894736842	0	0.0098421052631579	0	0	0	0	0	0	0	0	0.0111052631578947	0	0	0	0	0	0	0	0	0	0.0105789473684211	0.000263157894736842	0	0	0	0	0.00263157894736842	0	0	5.26315789473684e-05	0	0.00257894736842105	0	0	0	0.00126315789473684	0.0430526315789474	0.000105263157894737	5.26315789473684e-05	0	0.0162631578947368	0.01	0.00105263157894737	0.0190526315789474	0	5.26315789473684e-05	0.00126315789473684	0	0	0.0117894736842105	0	0.0324736842105263	0.0112105263157895	0.00373684210526316	0.00442105263157895	0.0171052631578947	0	0	0	0	0	0	0	0.000631578947368421	0.000315789473684211	0.00405263157894737	0	0.000578947368421053	0	0.000631578947368421	0.00663157894736842	0.0165789473684211	0	0	0	0.00415789473684211	0	0	0.0425263157894737	0	0	0.0107894736842105	0	0.000105263157894737	0	0	0	0	0	0	5.26315789473684e-05	0	0	0.0356842105263158	0	5.26315789473684e-05	0	0	0	0	0	0	0.000894736842105263	0.00136842105263158	0	0	0	0	0	0.000157894736842105	0	0	5.26315789473684e-05	0.000263157894736842	0	0	0	0.000105263157894737	0	5.26315789473684e-05	0	0.0133684210526316	0	0	0	5.26315789473684e-05	0	0.00873684210526316	5.26315789473684e-05	0	0.000315789473684211	0.000421052631578947	0	0.000631578947368421	0	0	0.000315789473684211	0	0.002	0.0247894736842105	0	0	0.000157894736842105	0	0	0.034578947368421	0	0.000157894736842105	5.26315789473684e-05	0	0	0.000789473684210526	0	0.000157894736842105	0.000105263157894737	0.00257894736842105	0	0.00178947368421053	5.26315789473684e-05	0.000105263157894737	0	0	0	0	0.000947368421052632	0	0	0.000421052631578947	0.00210526315789474	0	0	0	5.26315789473684e-05	0
k__Archaea;p__Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;NA	0	0.00157894736842105	0.000105263157894737	5.26315789473684e-05	0.000210526315789474	0.00157894736842105	0.000315789473684211	0.000789473684210526	0.000473684210526316	5.26315789473684e-05	0.000368421052631579	0.000210526315789474	0.000157894736842105	0.000105263157894737	0	0.000263157894736842	0.001	0.00163157894736842	0.002	0.000842105263157895	0	0.000105263157894737	0.000105263157894737	0.000210526315789474	0.000789473684210526	0.000526315789473684	0.000210526315789474	0.000105263157894737	0.000789473684210526	0.000578947368421053	0	0.000210526315789474	0.00178947368421053	5.26315789473684e-05	0	0	0.000631578947368421	0.000105263157894737	0.000157894736842105	0.000210526315789474	5.26315789473684e-05	0.00152631578947368	0.000368421052631579	0.000263157894736842	0.000684210526315789	0.004	0.000368421052631579	0.000105263157894737	0	0.000315789473684211	0.000421052631578947	0.00257894736842105	5.26315789473684e-05	5.26315789473684e-05	5.26315789473684e-05	0.000578947368421053	0.000105263157894737	0.000263157894736842	0.00105263157894737	0.00115789473684211	0.000315789473684211	0.000473684210526316	0.000736842105263158	0	0.000157894736842105	5.26315789473684e-05	0.000421052631578947	0	0.000315789473684211	0.000105263157894737	0.00105263157894737	0.000105263157894737	5.26315789473684e-05	0.000210526315789474	0	0.00121052631578947	0.000105263157894737	5.26315789473684e-05	0.000736842105263158	0.000105263157894737	0.000736842105263158	0.00194736842105263	0.000894736842105263	0.000105263157894737	0.000105263157894737	0	5.26315789473684e-05	0.00663157894736842	0.000157894736842105	0.000210526315789474	0	0.00115789473684211	0.000263157894736842	0.000947368421052632	5.26315789473684e-05	0	0.000210526315789474	0.000421052631578947	0.000578947368421053	0.000210526315789474	0.000105263157894737	0.00147368421052632	0	0.000105263157894737	0.000947368421052632	5.26315789473684e-05	0.000210526315789474	0.000105263157894737	0	0	5.26315789473684e-05	5.26315789473684e-05	0.000368421052631579	0	0.000105263157894737	0	0.000263157894736842	0.000526315789473684	0.000947368421052632	0.000631578947368421	0.000157894736842105	0	0.000157894736842105	0.00121052631578947	0.0183684210526316	0.002	0.000105263157894737	5.26315789473684e-05	5.26315789473684e-05	5.26315789473684e-05	0.000157894736842105	0.000578947368421053	0.000105263157894737	0	0.000421052631578947	0.000947368421052632	0	0	0.000210526315789474	0.00110526315789474	0	0.00142105263157895	0.000526315789473684	0.00115789473684211	5.26315789473684e-05	5.26315789473684e-05	0.000157894736842105	5.26315789473684e-05	0.000263157894736842	0	0.000105263157894737	5.26315789473684e-05	0.000526315789473684	0.007	0.000421052631578947	0.000105263157894737	0.000210526315789474	0.000684210526315789	0.000105263157894737	0	0.000157894736842105	0	0	0.000526315789473684	0.000263157894736842	0.000105263157894737	0.000105263157894737	5.26315789473684e-05	5.26315789473684e-05	0.0112105263157895	0.000684210526315789	0.000157894736842105	0.000315789473684211	0.000157894736842105	0.000842105263157895	0	0	5.26315789473684e-05	0.000157894736842105	0.000105263157894737	0.000210526315789474	0.000894736842105263	0	0.000947368421052632	0.000105263157894737	0	0.000105263157894737	0.00305263157894737	0.000578947368421053	0.000105263157894737	0.000105263157894737	0.007	0.000157894736842105	0.000105263157894737	0.00205263157894737	0.000105263157894737	0.000736842105263158	0.00268421052631579	0	0	0.000210526315789474	0.000210526315789474	0.00173684210526316	0.000736842105263158	5.26315789473684e-05	0.000842105263157895	0.000105263157894737	0	0.00152631578947368	0.00189473684210526	0.000263157894736842	0.000315789473684211	5.26315789473684e-05	0.00289473684210526	5.26315789473684e-05	0.000263157894736842	0.000842105263157895	0	0.000105263157894737	0.000157894736842105	0.000421052631578947	0.000210526315789474	0	0	0	0.00121052631578947	0.000157894736842105	0.000368421052631579	0.000736842105263158	0.000684210526315789	0.000157894736842105	0.000421052631578947	0.000105263157894737	0	0.000157894736842105	0.000315789473684211	0.000210526315789474	0	0	0.000210526315789474	0	0.000105263157894737	0.0361052631578947	0.000263157894736842	0.000578947368421053	0.000105263157894737	0	0	0	0.0200526315789474	5.26315789473684e-05	0.000421052631578947	5.26315789473684e-05	0.000210526315789474	0.000263157894736842	0.000526315789473684	0.000210526315789474	0.005	0.000315789473684211	0.000263157894736842	0.00731578947368421	0.00147368421052632	0	0.000473684210526316	0.000578947368421053	5.26315789473684e-05	5.26315789473684e-05	5.26315789473684e-05	5.26315789473684e-05	0.000842105263157895	0.000473684210526316	0.000315789473684211	0.00447368421052632	5.26315789473684e-05	0.000368421052631579	0	0.000631578947368421	0.000684210526315789	0.000105263157894737	0.000210526315789474	0	0.000263157894736842	0	5.26315789473684e-05	0	5.26315789473684e-05	0.000210526315789474	0.000894736842105263	0.000421052631578947	0	0.0239473684210526	0	0.002	0.000157894736842105	0	0.000105263157894737	0.000368421052631579	0.000210526315789474	0.000263157894736842	0.000105263157894737	0	5.26315789473684e-05	5.26315789473684e-05	0.00868421052631579	0.000105263157894737	5.26315789473684e-05	0.000210526315789474	5.26315789473684e-05	0.000157894736842105	0.000105263157894737	0	0.000684210526315789	0.000315789473684211	0.000157894736842105	0.000157894736842105	0.000105263157894737	5.26315789473684e-05	0.000157894736842105	0.000157894736842105	0.000105263157894737	0.00263157894736842	0.0159473684210526	0.000157894736842105	0.000473684210526316	0.00626315789473684	0.000473684210526316	0.000315789473684211	0	0.000263157894736842	0.000421052631578947	0.000473684210526316	5.26315789473684e-05	0	0.00142105263157895	0.000315789473684211	0.000473684210526316	5.26315789473684e-05	0.000578947368421053	5.26315789473684e-05	0.000105263157894737	0.000105263157894737	0	0.000105263157894737	0.00615789473684211	0.000105263157894737	0.000105263157894737	0.00147368421052632	0.000789473684210526	5.26315789473684e-05	0.000473684210526316	0	5.26315789473684e-05	0.000157894736842105	0.000421052631578947	0	0.00952631578947368	5.26315789473684e-05	0.0138421052631579	5.26315789473684e-05	0	5.26315789473684e-05	0	0.000421052631578947	0.00357894736842105
k__Bacteria;p__Acidobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria	0.244631578947368	0.0286315789473684	0.145421052631579	0.0257894736842105	0.059	0.0557894736842105	0.039	0.158263157894737	0.0496315789473684	0.183684210526316	0.0856842105263158	0.0697894736842105	0.139105263157895	0.0587368421052632	0.151684210526316	0.0605263157894737	0.154473684210526	0.111157894736842	0.0377368421052632	0.0474210526315789	0.168789473684211	0.140421052631579	0.104736842105263	0.144052631578947	0.0381052631578947	0.106578947368421	0.168789473684211	0.172789473684211	0.121368421052632	0.160368421052632	0.136789473684211	0.0393684210526316	0.180368421052632	0.0966842105263158	0.213263157894737	0.203105263157895	0.0272631578947368	0.192631578947368	0.183	0.0771578947368421	0.201105263157895	0.205526315789474	0.106263157894737	0.0901052631578947	0.0474210526315789	0.0754736842105263	0.0448947368421053	0.0326842105263158	0.0524736842105263	0.0581052631578947	0.101315789473684	0.0447368421052632	0.115	0.0767894736842105	0.0333157894736842	0.0567894736842105	0.0858947368421053	0.0535789473684211	0.0765789473684211	0.0295263157894737	0.0686842105263158	0.0271052631578947	0.0774736842105263	0.143105263157895	0.089	0.0916842105263158	0.0537894736842105	0.220947368421053	0.150684210526316	0.0866315789473684	0.0596842105263158	0.276631578947368	0.155947368421053	0.047	0.0604736842105263	0.179894736842105	0.137105263157895	0.0292631578947368	0.0310526315789474	0.112315789473684	0.0293157894736842	0.083	0.0734736842105263	0.0770526315789474	0.0781578947368421	0.0856315789473684	0.0543157894736842	0.145789473684211	0.176684210526316	0.227210526315789	0.140052631578947	0.0863684210526316	0.117947368421053	0.0432631578947368	0.103842105263158	0.368789473684211	0.0841578947368421	0.0701578947368421	0.0813157894736842	0.0856842105263158	0.326263157894737	0.101947368421053	0.0898947368421053	0.0443157894736842	0.0560526315789474	0.0758421052631579	0.0293157894736842	0.216631578947368	0.574789473684211	0.161947368421053	0.0806842105263158	0.113210526315789	0.0617894736842105	0.240105263157895	0.120473684210526	0.0218421052631579	0.0326315789473684	0.0284736842105263	0.0115263157894737	0.0518947368421053	0.0345263157894737	0.0296315789473684	0.0604210526315789	0.0937368421052632	0.0326842105263158	0.077	0.0394210526315789	0.342736842105263	0.109894736842105	0.0862105263157895	0.103684210526316	0.0378947368421053	0.100947368421053	0.0923157894736842	0.132684210526316	0.0589473684210526	0.0812631578947368	0.0577368421052632	0.0351578947368421	0.110368421052632	0.109263157894737	0.0419473684210526	0.109578947368421	0.0611578947368421	0.0780526315789474	0.0255789473684211	0.198263157894737	0.113210526315789	0.0462631578947368	0.497526315789474	0.0509473684210526	0.166684210526316	0.0401578947368421	0.0623157894736842	0.0973684210526316	0.404052631578947	0.103368421052632	0.116947368421053	0.0896842105263158	0.0392105263157895	0.0496842105263158	0.172947368421053	0.520473684210526	0.183684210526316	0.0245789473684211	0.0378947368421053	0.146684210526316	0.103368421052632	0.281684210526316	0.117947368421053	0.0314736842105263	0.0198947368421053	0.0118947368421053	0.0679473684210526	0.125052631578947	0.193789473684211	0.276894736842105	0.146157894736842	0.0695263157894737	0.0508947368421053	0.0322105263157895	0.069421052631579	0.104157894736842	0.0997368421052632	0.0504736842105263	0.0720526315789474	0.0929473684210526	0.0286315789473684	0.116421052631579	0.0387368421052632	0.0620526315789474	0.126894736842105	0.0103157894736842	0.0845263157894737	0.0284736842105263	0.154894736842105	0.0444736842105263	0.0511578947368421	0.0378947368421053	0.0556842105263158	0.106894736842105	0.0381578947368421	0.0525789473684211	0.153526315789474	0.118578947368421	0.0302631578947368	0.0509473684210526	0.0687894736842105	0.0860526315789474	0.0338947368421053	0.0871052631578947	0.0479473684210526	0.147	0.0852105263157895	0.126368421052632	0.0625263157894737	0.0598421052631579	0.0535789473684211	0.125421052631579	0.207684210526316	0.0284210526315789	0.167578947368421	0.165947368421053	0.0213684210526316	0.0781578947368421	0.0862631578947368	0.0914736842105263	0.0395789473684211	0.123315789473684	0.180157894736842	0.0797368421052632	0.0653157894736842	0.135631578947368	0.236631578947368	0.0408421052631579	0.0743684210526316	0.0756315789473684	0.0317894736842105	0.0605789473684211	0.0833157894736842	0.0497894736842105	0.0536842105263158	0.035	0.0280526315789474	0.0527368421052632	0.0498947368421053	0.0322105263157895	0.323105263157895	0.231052631578947	0.0662631578947368	0.121	0.0493157894736842	0.0956842105263158	0.0945263157894737	0.236578947368421	0.0572105263157895	0.044	0.0343684210526316	0.0673684210526316	0.0276842105263158	0.0328421052631579	0.0896842105263158	0.167263157894737	0.066	0.0967894736842105	0.121105263157895	0.147052631578947	0.0828421052631579	0.101578947368421	0.0453157894736842	0.0622105263157895	0.0594736842105263	0.0515789473684211	0.158684210526316	0.0417894736842105	0.0990526315789474	0.115736842105263	0.0796842105263158	0.107526315789474	0.124684210526316	0.169157894736842	0.0382105263157895	0.0668947368421053	0.0855263157894737	0.394526315789474	0.0290526315789474	0.0974736842105263	0.101947368421053	0.021	0.0608947368421053	0.0284736842105263	0.102789473684211	0.0323157894736842	0.212789473684211	0.0226315789473684	0.0236315789473684	0.0547368421052632	0.0363684210526316	0.0463157894736842	0.0647368421052632	0.151368421052632	0.208052631578947	0.0742105263157895	0.136631578947368	0.273157894736842	0.214473684210526	0.0601578947368421	0.0496842105263158	0.0789473684210526	0.0904210526315789	0.021	0.275473684210526	0.0595789473684211	0.0386842105263158	0.0585263157894737	0.0750526315789474	0.00621052631578947	0.0844736842105263	0.126947368421053	0.0502105263157895	0.0566842105263158	0.0351052631578947	0.00763157894736842	0.0549473684210526	0.062	0.0335789473684211	0.0588421052631579	0.0209473684210526	0.0344210526315789	0.104210526315789	0.0601052631578947	0.128263157894737	0.089	0.0187368421052632	0.0411052631578947	0.0756842105263158	0.0411578947368421	0.0548947368421053	0.0673157894736842	0.139526315789474	0.111	0.400736842105263	0.0147894736842105	0.0915789473684211	0.187947368421053	0.0571052631578947	0.0574736842105263	0.143842105263158	0.307578947368421	0.0978947368421053	0.0237894736842105	0.169842105263158	0.0366842105263158	0.0217368421052632	0.0554210526315789	0.04	0.0209473684210526	0.0305789473684211	0.0225789473684211	0.005	0.0357368421052632	0.0113684210526316	0.0287894736842105	0.0296842105263158
