	PD_whole_tree	chao1	observed_otus	shannon	simpson
T.CS.122	41.655067	173.769230769	128.0	4.94217556495	0.933396192405
CS.301	40.603897	160.230769231	139.0	5.48351046757	0.957115297235
CS.260	40.078532	163.0	132.0	5.14753320789	0.946237445837
CS.137	32.607129	185.333333333	123.0	5.17683408786	0.951392735458
CS.388	30.075784	114.0	105.0	4.86904982013	0.943183751549
L.008.M5	35.209184	147.375	126.0	5.66850218039	0.965269456918
CS.140	36.26803	164.1	129.0	5.44725523307	0.957487286405
CS.215	33.547546	137.9375	116.0	5.02894552498	0.947465780357
CS.262	36.672963	139.375	114.0	5.03223522942	0.945709894814
L.012.M6	36.935235	131.153846154	118.0	5.67609676331	0.971741736211
TFS.026	34.690467	165.909090909	129.0	5.10084508064	0.925862165703
T.CS.158	46.950009	185.588235294	142.0	4.94904859726	0.925406354369
T.CS.004	36.20731	141.5	122.0	5.05723928051	0.94038439334
CS.272	30.720129	134.0	104.0	4.73854647808	0.92043879619
CS.151	37.908306	139.6	126.0	5.52513356631	0.957818044133
T.CS.125	35.955677	171.5	129.0	4.8198299468	0.921198028654
CS.322	32.137266	200.666666667	118.0	5.20527503286	0.952332147816
CS.193	33.877389	139.117647059	120.0	5.45571747538	0.964762748162
T.CS.110	42.132402	204.5	140.0	5.33739106186	0.955973956529
CS.110	35.509316	161.526315789	132.0	4.96489743593	0.93194342593
CS.051	31.596778	150.363636364	116.0	5.35711839894	0.95950113277
CS.152	49.989187	195.75	157.0	5.77999841731	0.965776014643
T.CS.039	38.503889	170.166666667	139.0	4.91995547312	0.929107216175
CS.287	41.501929	191.666666667	133.0	5.49468666275	0.960406110077
T.CS.020	60.191506	235.0	165.0	5.44811922089	0.957983422997
T.CS.131	46.082007	157.071428571	126.0	4.93899814311	0.928643551232
CS.101	38.746287	129.4	114.0	4.94926302882	0.916101641094
CS.175	30.188252	132.153846154	94.0	4.19589828539	0.912801766397
IMP000.L.T02	39.713414	214.333333333	146.0	5.46620500269	0.953729939034
T.CS.126	45.9876	184.333333333	141.0	4.89870547654	0.926622606415
CS.300	35.615349	162.909090909	126.0	5.34008341298	0.957398178159
CS.120	43.270801	189.75	143.0	5.24644932796	0.942959923717
T.CS.139	41.533548	205.5	144.0	5.16183658228	0.932775606331
L.032.M5	28.243597	167.428571429	101.0	4.54091633553	0.905762063916
CS.235	41.351069	162.4	139.0	5.52131904972	0.950031644755
CS.375	31.885499	143.25	114.0	4.93435012248	0.941712559301
T.CS.012	35.017435	149.066666667	116.0	5.10756252483	0.946772095315
T.CS.107	40.312073	118.052631579	107.0	4.62883746728	0.917671758599
CS.356	31.710056	163.666666667	96.0	4.56898317749	0.913446215358
T.CS.169	41.224836	140.9375	119.0	4.85400495054	0.933485904775
CS.145	40.720554	165.428571429	130.0	5.08756823876	0.927328978055
L.035.M0	35.143523	160.333333333	119.0	4.66240134454	0.915047445233
L.005.M2	34.728406	134.4	119.0	4.90496828092	0.925527330141
T.CS.150	43.814691	157.333333333	128.0	4.82613180781	0.919071815281
T.CS.071	36.192359	152.9375	131.0	4.86799480943	0.913926644732
TFSCS022	49.516666	186.055555556	147.0	5.47040456728	0.953528916872
T.CS.003	44.37202	182.235294118	134.0	4.96279026705	0.936195248552
CS.214	35.336906	143.105263158	126.0	4.88052673131	0.9304606043
CS.065	31.323503	144.625	113.0	5.05430128994	0.94191947167
CS.368	47.946193	209.166666667	159.0	5.40802791231	0.947562893242
T.CS.051	36.070946	133.789473684	118.0	4.72125385532	0.918917763736
L.001.M0	35.134954	136.214285714	113.0	4.51622822688	0.890191077531
T.CS.121	38.666715	178.769230769	143.0	5.50605616647	0.950891463815
TFSCS020	45.581918	203.6	137.0	5.3057995346	0.956180415805
TFSCS023	42.339878	161.1875	124.0	5.12083779202	0.947602765406
CS.212	33.528754	153.75	115.0	5.06901481803	0.943329345362
T.CS.093	39.310127	174.769230769	129.0	4.77595082106	0.907826505641
CS.303	32.951046	180.666666667	122.0	4.98172763232	0.935477247531
T.CS.120	36.409236	209.1	135.0	5.01773121363	0.930033790904
T.CS.152	39.805596	131.714285714	112.0	4.95553263665	0.936301876386
