#Taxonomy	T.CS.122	CS.301	CS.260	CS.137	CS.388	L.008.M5	CS.140	CS.215	CS.262	L.012.M6	TFS.026	T.CS.158	T.CS.004	CS.272	CS.151	T.CS.125	CS.322	CS.193	T.CS.110	CS.110	CS.051	CS.152	T.CS.039	CS.287	T.CS.020	T.CS.131	CS.101	CS.175	IMP000.L.T02	T.CS.126	CS.300	CS.120	T.CS.139	L.032.M5	CS.235	CS.375	T.CS.012	T.CS.107	CS.356	T.CS.169	CS.145	L.035.M0	L.005.M2	T.CS.150	T.CS.071	TFSCS022	T.CS.003	CS.214	CS.065	CS.368	T.CS.051	L.001.M0	T.CS.121	TFSCS020	TFSCS023	CS.212	T.CS.093	CS.303	T.CS.120	T.CS.152	L.033.M6	T.CS.117	L.005.M3	L.032.M2	CS.123	L.004.M6	T.CS.151	CS.062	T.CS.073	CS.263	T.CS.056	CS.297	L.035.M1	T.CS.140	CS.241	CS.217	CS.074	CS.393	T.CS.167	L.033.M0	T.CS.013	T.CS.141	CS.357	CS.005	T.CS.070	T.CS.097	T.CS.130	CS.085	CS.246	CS.033	T.CS.035	T.CS.025	T.CS.021	T.CS.144	T.CS.065	T.CS.092	T.CS.156	T.CS.042	CS.173	CS.304	CS.159	T.CS.162	CS.351	L.005.M4	CS.259	T.CS.090	T.CS.180	T.CS.106	CS.233	CS.098	T.CS.027	CS.031	CS.086	T.CS.005	L.006.M3	CS.104	L.034.M3	T.CS.047	TFS.028	T.CS.138	L.031.M2	CS.198	CS.311	CS.093	T.CS.028	CS.343	L.007.M6	CS.022	L.007.M4	T.CS.084	T.CS.109	CS.293	L.008.M1	T.CS.099	T.CS.096	L.005.M5	T.CS.023	TFS.029	T.CS.166	CS.148	CS.391	IMP000.L.T20	CS.280	CS.149	T.CS.038	CS.118	CS.307	CS.186	CS.320	CS.370	CS.188	CS.253	L.032.M3	CS.387	T.CS.081	T.CS.170	CS.165	L.004.M1	CS.077	L.035.M6	L.032.M4	T.CS.018	L.033.M5	CS.350	T.CS.148	CS.276	CS.314	T.CS.155	T.CS.136	CS.239	CS.245	T.CS.154	L.031.M4	CS.321	L.025.M2	CS.095	CS.171	T.CS.112	CS.382	CS.164	L.002.M6.0	CS.308.0	L.006.M1	CS.365	CS.053	CS.270	T.CS.177	T.CS.124	L.001.M1	T.CS.157	CS.025	L.022.M1	CS.117	CS.056	L.012.M5	CS.083	CS.278	CS.002	CS.284	CS.097	CS.390	CS.004	CS.336	T.CS.011	CS.363	L.036.M1	TFSCS026	T.CS.108	T.CS.095	CS.126	CS.305	CS.500	T.CS.041	CS.386	T.CS.105	CS.150	CS.228	CS.143	T.CS.179	T.CS.036	CS.119	L.034.M0	L.002.M1	T.CS.127	L.035.M5.1	CS.328	CS.161	CS.127	IMP000.L.T09	CS.346	CS.111	TFS.020	CS.063	T.CS.075	CS.029	T.CS.160	T.CS.044	T.CS.086	T.CS.153	CS.064	CS.231	T.CS.072	TFSCS029	L.024.M6	L.008.M6	T.CS.111	T.CS.129	T.CS.118	L.036.M2	CS.202	L.036.M6	L.005.M6	T.CS.022	T.CS.074	T.CS.094	TFS.022	T.CS.048	CS.113	CS.261	CS.169	L.035.M5	L.033.M3	T.CS.147	L.004.M4	T.CS.080	CS.187	CS.163	CS.153	L.033.M4	IMP000.L.T10	L.031.M5	IMP000.L.T36	CS.094	CS.023	IMP000.L.T18	L.032.M6	CS.015	CS.087	IMP000.L.T05	IMP000.L.T04	T.CS.058	CS.204	CS.130	L.008.M4	CS.075	CS.232	T.CS.067	CS.178	CS.374	L.008.M3	L.007.M1	T.CS.091	IMP000.L.T29	L.034.M2	IMP000.L.T06	CS.194	T.CS.089	CS.240	T.CS.161	T.CS.078	CS.330	T.CS.009	CS.088	IMP000.L.T26	CS.385	CS.061	CS.376	CS.362	CS.176	CS.007	CS.378	CS.360	L.034.M1	CS.267	CS.220	T.CS.115	IMP000.L.T27	L.007.M2	CS.236	CS.309	L.006.M4	CS.319	L.024.M5	L.035.M2	CS.218	CS.203	CS.109	CS.135	T.CS.040	T.CS.008	IMP000.L.T40	CS.269	T.CS.143	T.CS.061	CS.282	CS.349	CS.156	L.012.M3	CS.285	CS.067	CS.079	CS.195	CS.160	CS.380	T.CS.103	CS.116	CS.174	TFSCS025	IMP000.L.T39	T.CS.100	CS.112	CS.341	CS.344	L.036.M3	T.CS.178	L.004.M5	CS.234	CS.367	CS.014	CS.335	T.CS.019	CS.021	CS.288	CS.124	CS.265	CS.036	CS.131	L.025.M3	T.CS.168	CS.275	CS.327	CS.016	CS.377	CS.332	CS.142	CS.264	CS.026	CS.139	T.CS.049	T.CS.043	T.CS.088	CS.205	CS.103	CS.274	T.CS.053	CS.155	T.CS.001	TFSCS028	T.CS.057	T.CS.087	CS.306	CS.318	CS.283	CS.060	T.CS.069	L.003.M6	CS.238	CS.071	CS.168	CS.105	T.CS.024	T.CS.116	CS.316	T.CS.145	CS.047	T.CS.133	T.CS.137	L.034.M5	CS.371.1	CS.182	CS.027	CS.183	CS.331	CS.313	L.012.M4	T.CS.165	CS.050	TFS.024	L.031.M3	T.CS.017	L.024.M1	CS.286	CS.057	T.CS.014	CS.001	T.CS.104	IMP000.L.T28	T.CS.142	CS.244	L.025.M1	CS.372	CS.323	L.006.M5	CS.281	L.006.M2	CS.158	L.025.M6	CS.213	L.022.M3	L.001.M4	L.008.M2	TFSCS027	L.004.M2	BLANK.B01.049	CS.256	CS.089	L.022.M6	CS.255	CS.227	T.CS.050	T.CS.031	T.CS.164	T.CS.149	CS.329	T.CS.102	T.CS.085	CS.196	T.CS.128	CS.154	CS.170	CS.189	CS.072	CS.166	CS.290	L.005.M1	CS.035	CS.108	T.CS.064	T.CS.066	CS.296	L.033.M2	CS.043	CS.191	CS.011	T.CS.076	CS.224	CS.082	T.CS.098	CS.012	T.CS.062	CS.243	CS.373	CS.389	IMP000.L.T17	CS.008	L.012.M2	CS.132	CS.136	CS.249	CS.122	CS.102	CS.348	T.CS.007	T.CS.132	CS.223	CS.359	T.CS.082	CS.039	CS.337	CS.242	T.CS.030	L.034.M4	L.031.M6	CS.334	CS.003	CS.058	T.CS.034	L.007.M5	L.036.M4	T.CS.079	CS.138	CS.019	CS.046	CS.200	CS.254	L.012.M1	CS.070	CS.379	CS.294	CS.208	T.CS.016	CS.210	CS.222	T.CS.171	CS.042	T.CS.114	L.033.M1	IMP000.L.T19	CS.106	CS.325	CS.381	CS.207	CS.115	L.002.M0	CS.141	L.032.M1	CS.230	L.022.M2	L.036.M5	CS.084	CS.251	CS.338	CS.333	CS.128	TFSCS024	CS.092	L.025.M5	CS.339	IMP000.L.T37	CS.206	L.003.M2	CS.369	L.025.M4	T.CS.026	T.CS.135	CS.358	L.006.M6	CS.295	CS.066	T.CS.055	T.CS.134	CS.302	CS.277	T.CS.046	CS.199	CS.219	T.CS.037	CS.096	CS.045	IMP000.L.T03	CS.091	T.CS.159	CS.078	L.031.M0	CS.024	CS.216	CS.364	CS.258	T.CS.032	CS.030	CS.114	CS.040	IMP000.L.T30	CS.268	CS.133	L.003.M5	CS.326	CS.028	L.022.M4	L.011.M1	CS.248	L.022.M5	L.032.M0	CS.190	L.036.M0	T.CS.068	L.004.M3	T.CS.059	CS.345.0	CS.298	T.CS.052	T.CS.045	CS.172	T.CS.146	T.CS.033	CS.167	CS.090	T.CS.123	CS.037	T.CS.101	L.002.M5	CS.229	CS.055	CS.073	CS.038	T.CS.002	CS.181	CS.059	CS.099	CS.237	T.CS.119	CS.076	L.024.M2	CS.147	CS.125	BLANK.G12.048	CS.177	CS.157	L.003.M0	CS.020	CS.010	L.031.M1	BLANK.A01.049	CS.361	L.003.M1	CS.247	CS.006	BLANK.H12.048	CS.017	CS.068	CS.032	CS.146	CS.395	T.CS.163	CS.129	CS.366	CS.013	T.CS.029	CS.018	T.CS.077	CS.292	L.003.M4	L.001.M3	CS.044	CS.184	CS.312	CS.354	TFSCS021	L.034.M6	CS.252	L.001.M5	CS.052	IMP000.L.T38	L.002.M4	CS.049	CS.347.0	L.002.M2	CS.009	TFS.023	CS.080	T.CS.063	CS.041	CS.257	L.001.M6
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.0111271523645199	0.000299760191846523	0.000270263629886244	0	0	0	0	0	0.000182448458310527	0	2.71621034332899e-05	0.0130763812379215	5.83226408491777e-05	6.27008386237166e-05	0.00614084507042253	2.8558373315056e-05	2.30547550432277e-05	0	0	0	0	0.0304420889348501	2.44654303469198e-05	0.000563962778456622	0.0300734214390602	0.0178720342724463	0.00123076923076923	0	0	0.0163034808410171	0	0.000518642309687086	0.000467116601968333	0	0.00108737367276449	0	1.89584241757825e-05	0.0117042598190657	0	0.000110582771204246	0.000612991185609503	0	0	0.00651918606044628	0	0.0065359477124183	0.0011017709948584	2.51098556183302e-05	0	0.00245553490841518	0.000283045570336824	2.58144457638495e-05	0	0.00127267335540948	0.000107522546133892	0	0	0	0	0.0026570803376055	0	0.000169812236184562	0	2.61828083680256e-05	6.22064632515318e-05	0.0138380465827266	0	0.000169856188427132	1.63676836454105e-05	0.00110006678976938	0	0	2.38805970149254e-05	0	0.0338754950590226	0.000701192026444956	0.000113778586869951	0	0	0	0	0	0	0.00201060667871088	0	0.0040628462653067	0.0374149659863946	0.000110428092906835	0.00256803027572536	0.000785009727294447	5.33532518807021e-05	0	0	0	0	0.000208468451774298	0	0.00412261724968366	0	0.000265181649429859	0.0136601918517391	0	0	1.72705606023972e-05	0.000149717408391661	0	7.83606942757513e-05	0.00574271608727905	0.00268085284631173	0.00652789342214821	0	0.0144843382044582	0	0	0.00989409141583055	0	0	0.00108000332308715	0.0659319412219644	0.0069725402427477	0.00319201416093555	0	0	0	0	0	0.0125948930296756	0	0.0082339731593862	0	0.00269043522822944	0	0	0.000724733166425089	0.0154466084620551	0	1.41610966353234e-05	0.000126598303582732	0.0148450911468977	0	0.00157873963952112	0	0	3.81795968234575e-05	0.0697800705946239	0	0	0.00078781512605042	0	0	0	1.58559015665631e-05	4.09433344251556e-05	0	0	0	0	0.00151626058768169	0	0	0.0010447335929338	0	0	0	0.00110627450037277	0	3.45518623453804e-05	0.00850026357406431	1.47961825848931e-05	0.000123107226394189	0	0.000114372855508959	0.00320938468348827	0.000568530689286608	0	0	0	0	0	0	0.000104260790991868	0	0	0	0.000145632481868756	2.06317440013204e-05	0.00628044843575747	0.000869590422910809	0.00124707716289945	0.000120112906131764	0.000361925443358668	0.0130232558139535	0	0	0	0.00633175355450237	0	0	0	0	2.95792353767655e-05	0	4.64069424785948e-05	0.00123387549074593	0	0	0	0.0178767373811266	0.00577423762018921	0	0.00272840956459131	0.00338077786300747	0	0	0.0491277433877321	0.000849617672047579	0	0	0.00598884208129341	0.00882142217445818	0	2.98721472099414e-05	5.53571922832074e-05	0	0	0	0	0.00011072480457072	0	0	0.000134789055128724	0.0232012513034411	3.23981079504957e-05	0	2.87273771904625e-05	0.0542394211105868	0	0.00581955667580992	0.0140320167141929	0.00572688573791076	0	0.007247609649869	0	2.43362293446253e-05	0	3.09923758755346e-05	0.0575641889362976	1.86233611442193e-05	0	0	0	0	0	5.13729418715163e-05	0.00040715170826695	0.0336851560745565	0	0	0.0146274472230207	3.41821910784481e-05	0	6.6941125280316e-05	0.00800774943493704	0.00921725010745499	2.60165985899004e-05	2.03058054297724e-05	0	0	0	0	0.000223648603314472	0	0	0.000192944657040872	0	2.65886732252061e-05	0	0	0	0	0	0	0.00231133710851728	0	0.0016729797979798	0.00218439288942453	9.18470440559655e-05	0.113916554508748	0	0	0.000101648398190659	0.00773420067319693	0	0	0	0	0	0.000195899177223456	0.00129552324744494	5.13848209238991e-05	0	0.00376346771910543	0	2.64680122041598e-05	0.000286532951289398	0	0	0	0	0.001043163799898	5.04795557799091e-05	0	0	4.25387102263059e-05	0	0.0868569623751431	0	0.00464130926968109	0	0.00290649849191116	0	0	8.10766985568348e-05	0	0.000341151385927505	0	0.0248428155190922	0	0.00049414090074827	0	0	0	0	0	0	0.0134794097562424	0	0	0	0	0	0	0	0	4.25966944965071e-05	0	0.00224025602926049	0	0	0	0	0	8.74406132501676e-05	3.01077858734269e-05	0.0385928247997213	0.00227889310906131	0	0	0.00361731320942996	0	0.000538180948394427	0	0.000366282477046298	0	0.0574451796358069	0	0	0	0	0	0	0.000227589542260533	0.000191161946028611	0	0.000366754571333764	0.000649866416347751	0.000177746178457163	0	0	0	2.15498663908284e-05	0	8.09552722121028e-05	0	0	0.0171040432898795	0	0.0601771690925949	0	0	0	0	0	3.20358801858081e-05	0	2.93651259763904e-05	0	0.00027358284088422	0.000619344183325878	0.00251382604323781	0	0	1.52024202252999e-05	0.000171599951849566	2.83551195168288e-05	0.0395626501760203	0.0245117011120572	0	0	0.0689791445867538	0.000278570931123337	0	0.000394918712564997	0.000698324022346369	0	0	3.38409475465313e-05	0.000398230088495575	0.0445584860970615	0.00105829438222065	7.67754318618042e-05	0	0.000498338870431894	2.53556124648191e-05	0.0610768126346016	0.036267505001429	0	0	0.000278732695345164	0	0	0.05777950730915	0.000754216757325045	0.000228821315976813	0.0678556080790718	0	0	0	0	4.39454197886225e-05	0	0	0.000193730869076679	0.00410537119397879	0	0.000112044817927171	0.0120991147874039	0.000406641816333446	0	0.000121146041553092	0.000460829493087558	0.000539035127122451	0	0	0.00146439685154677	0	0	0.0654680248679256	0	0.000105462982493145	0.000171195186969601	0.000660657826435751	0.00525870406189555	0	0	0.00385029394717231	0.0319340329835082	4.54793523740222e-05	0.00392738967745926	0.000198393016565817	0	8.54189800973776e-05	0.00299324225062436	0.110617023414732	0.00227014755959137	0	0.00145163679454896	0.000841892574507493	0.0189081408140814	0	0	0.00107511613282756	2.86919346971566e-05	0	0	0	0	0	0	3.70233246945576e-05	5.91943646964809e-05	0.113760750586396	0	0.105083568305341	0	2.61989284638258e-05	0.000531655664348057	0	2.11716384731014e-05	0.00338875965652911	0	0	0.0422215209845377	0	0.000979000440550198	3.62581580855693e-05	2.353273403304e-05	0.0199664150873761	0	0	0	0	0.0127686878408726	0.000908265213442325	0.0138817949653411	0	0	0	0	0.00211218651409016	0.00177806514184111	0	0	3.92095357590966e-05	0	0.00124331248587145	0	0	0	0	0.000215598555489678	3.38180588434224e-05	0	0	0.003715955952327	3.08880308880309e-05	0	0.0155935017194356	0	0.00322383413929187	0	3.48407776461571e-05	0	0	0	0.00636539920748672	0	2.33067636228033e-05	0	0	5.75523006532186e-05	0	0	0	0	0	0.0332155347627854	0	4.07680704472257e-05	0	0.00182387777873144	0	0.000106902326907316	0	0	0.0076409169100292	0.000138028606428682	6.59174054909199e-05	0	0	0.000103021978021978	0.00844320028896514	0	0.00099304865938431	0.0319470295670216	0.00326206744544853	0	0.00416442772702848	0.000352433257951775	0.00316957210776545	0	0.000461418328955775	0	4.00032002560205e-05	2.83977963310047e-05	0	0.000162980209545984	0.000504775957132873	0.00100908173562059	0.00236756436815626	3.72162262746557e-05	0.00023732299659837	0.000302951614299316	9.84542679925175e-05	0	0	0.0180323078849606	0.000167897918065816	0	0.0250442791356713	0	2.69323996768112e-05	3.4341838662042e-05	0	3.57359825608405e-05	6.40635510426343e-05	0.000606641123882503	2.25341956418866e-05	0	0.000141009628943234	0	0	0	0.000245098039215686	0	5.14271020827976e-05	2.39389079070213e-05	0.0236028135024574	0.000558061665814072	0	0.0133492388093615	6.53338560041814e-05	2.17632592657076e-05	0	0	0.000208681135225376	1.87101240481224e-05	0	0.000279908190113643	0	0.00420819490586932	0.0652698625544754	0.0195988363190936	0	0	0.00179084586231311	0.000155275484588908	4.455533772946e-05	0	0	0.000562466913710958	0	0.0664540337711069	0	0.000126978752222128	0	0.00204249711744358	0.000257148734828225	3.93607809178934e-05	0	0.000812380681587392	0.000583373845405931	0	0	0	3.55985902958243e-05	0	0	3.86130203104487e-05	0.0206505097277718	0	0.000342974734194581	0	0.000549601538884309	0	0.00029155581471628	0.000196966712625566	0	0.000129366106080207	3.125e-05	0.000676933491284481	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0	0	0	0	0	0	0	1.35895414888702e-05	0	0	0	0.002438275507071	0	0	0	0	0	0	0.00077732053040695	0	0	0.00956566701137539	2.44654303469198e-05	0	0.00804698972099853	0.00266527135078568	0	0	0	0.00985866062597709	0	0	0.001401349805905	0	6.39631572214405e-05	0	0	0.00209281466963426	0	0	0	0	0	0.00165376411092203	0	0.00689452838492005	0	0	0	0	0	0	0	0.000234764987891069	0	0	0	0	0	1.95373554235699e-05	0	0	0	0	0	0	0	8.49280942135658e-05	0	0	0	0	2.38805970149254e-05	0	0	0	0	0	0	0	0	0	0	5.82784544553878e-05	0	0	0	0.00158280266499798	0.00198233916020905	0.000341308577084542	0	0	0	0	0.000696191160618038	0	0	0	0	0	0.00361081504361256	0	0	0	0	0	0	0.00406722431125777	0	0	0	0.00448401561340688	0	0	0	0	0	0	0.00822806565265962	0.00243178101058793	0.00914076782449726	0	0	0	0	0	0.00295031055900621	0	0.00141688499171256	0	1.83022804641458e-05	8.99145811479095e-05	0	0	0	0	0	0	0.00832175263631162	0	0	0	0	0	0	0	0	0.00078781512605042	0	0	0	0	0	0	0	0	0	0.00104569695702186	0.000292045413061731	0	0.000601513280780068	0	0	0	0	3.94337316140226e-05	0	0	0	0	0	0	0.00818946436476317	0	0	0	0	0	0	0	3.47535969972892e-05	0	0	0	0	0	0.00114456770558197	0.000289863474303603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10997172637887e-05	0	0	0	0	0	0	0	0.00419076083425378	0.00129796197199135	0	0	0	0	0	0	0	0	0	0	0	0	0.00401459854014599	0	0	0	0	0	0	2.82334340325814e-05	0	0	0	0	0	0	0	0	0	0	5.46060175831377e-05	0	0	0	0	0	0.00884796766225017	0	0	0	0	0	0	0	0.00173519907031536	0	0	0	0	0	0	0.000536756647954733	0	0	0	0	0	0	0	0	0	0	0	0.00121345198197157	0	0	0	0	0	0	0	1.69413996984431e-05	0.00293105404485458	0	0	0	0	0.000192655027092113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0290181215207864	0	0.00465748107898312	0	0	0	0	0.000270255661856116	0	0	0	0.0179113632878393	0	0.000423549343498518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467756018460771	0	0	0	0	0	2.7341827527752e-05	0	0.000377614983762556	0	0	0	0	0	0	0	0	7.22073795941945e-05	0	0	0	0	0	0	0	0	0	0	0	0.00657960879813224	0	0	0	0	0	0	0	0	0	0	3.4408010184771e-05	0	0	0	0	4.09790929790008e-05	2.83551195168288e-05	0.0108778661500922	0.00668266377686611	0	0	0.0150173346027412	0	0	0	0.00014548417132216	0	0	0	0	0.00977029927709654	0	7.67754318618042e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.54245906640903e-05	0.00541469703480877	0	0	0	0	2.19727098943113e-05	0	0	0.000116238521446007	0	0	0	0	0	0	0	0.000512032770097286	0	0	0	0.00192202086765513	0	0	0.00697586176702373	0	0	0	0.000495493369826813	0	0	0	0	0.024400299850075	0	0	0	0	0	0	0.0189679429203095	0	0	0.000888757221152422	0	0	0	0	0.000182566890480151	0	0	3.25436084353033e-05	0	0	0	0	0.000111069974083673	0	0	0	8.17293939765437e-05	0	0	0	0	0	0	0	0	0.00593247081098138	0	0	0	0	0.00651399678913473	0	0	0	0	0	0	0	0	0	0	0	0.000481257686754719	0	0	0	0	0	0	0	0	0.000137532664007702	0	0	0	0	0	0.00512076856845063	0	0	0.000711490572749911	0	0	0	0	0	0	0	0.00556445493634601	0	0	0	0	0	0	0	2.15044514214442e-05	0	0	0.00580447878710197	0	0	0	0	0	0	0	0	0.00300036004320518	0	0	0	0	3.43406593406593e-05	0.0008127144663175	0	0.000381941792070888	0.000945900588899399	0	0	0.000335840945728103	0	0.00195050591247105	0	0	0	0	0	0	2.32828870779977e-05	0	0	0	3.72162262746557e-05	0	0	0	0	0	0.00121050214968485	0	0	0	0	2.69323996768112e-05	0	0	0	0	0	0	0	2.01442327061762e-05	0	0	0	0	0	0	0	0	4.65051388178394e-05	0	0.0028402635764599	0	2.17632592657076e-05	0	0	0	0	0	0	0	0	0.0161917532685216	0	0	0	0	0	0	0	0	9.92588671254632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12682179382105e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85808339429407e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43841434638981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19376576921849e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
