	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
M5.8.22.17	0.0	1.20670842397	1.53400043588	0.236525926141	1.35049149618	1.38197133486	1.46824430921	0.256386393602	1.45587024551	1.33246186193	1.41828299704	1.38852770591	1.2414055117	0.930864462228	1.33407011283	0.721739860313	0.682844663981	1.45006564049	1.53616631714	1.37624622139	0.879275889318	1.177276872	1.5414206589	1.38790421588	1.24462158781	1.34631688905	1.67839379775	1.45320741435	0.984528816745	1.3851677542	0.957995482303	1.48522986206	1.48791512693	0.123827896333	1.32759206623	1.69127541832	1.02084401227	0.244062489693	1.3424141447	0.310292243002	1.34503087974	1.47516716734	0.952310936621	0.352441228088	1.2900798372	1.54920135771	1.34959948409	0.616630584365	0.56619951936	0.490675109631	0.263007051308	0.541144532618	1.28742028663	0.973126794288	0.443685109497	0.677276210108	0.578168582104	1.49833770351	1.09099081332	1.44642915244	1.31085494362	1.37203712357	1.74525058857	0.596611577474	1.14755653435	1.3350975292	1.44641660882	1.25774439143	1.95708284161	1.32535571538	1.36463001272	1.23346106968	1.08446946817	1.32946574475	1.41823210619	1.32726012443	1.20811865096	1.28394656156	0.502652805288	1.62211950868	1.39599068833	1.25330168982	1.39492516121	1.03387958138	1.2527831342	1.34177091486	1.30503273926	1.28660330875	1.51281867792	1.23681451026	1.38749199935	1.25635226752	1.37656536799	1.3511657549	0.771012824709	1.30712127633	1.26410011351	1.29213950836	1.43118339028	1.32265992393	1.45494024817	0.30550420077	0.802440774058	0.24766628673	0.748670302761	0.48073845738	1.78143416097	1.21965663398	1.42013128262	1.22016142883	0.654562595852	0.908117107099	1.25758953434	1.27226717134	0.899306708909	1.39513895381	1.4414960453	1.32420125062	0.749241320794	0.440084087814	0.688018229676	0.942547094116	1.30465959434	0.954414757019	1.66445216196	1.39831490105	1.77762374555	1.523580713	0.971878894737	1.25179138718	1.15259345948	1.34498791292	1.25420482773	1.33066110751	0.716851840283	1.03939561371	0.702500359263	0.894720656032	1.8830340995	0.84462099747	1.06803221004	1.29214091048	1.54569131915	1.51219172471	1.3176499967	0.928717954466	1.73039510918	1.37877359218
M12.10.31.17	1.20670842397	0.0	1.34134967471	1.12347850938	1.07744534223	0.619463019253	0.851114568696	1.32452685344	0.713359445614	1.18217643188	0.735676314899	1.46420506236	0.5186835253	0.711029430477	0.716418002839	0.860842057245	0.992585929687	0.710558095601	0.978750963112	0.824458482888	0.775030397464	0.285981276809	0.834936465641	0.657320438768	0.560124046246	0.619833605502	1.0783010509	1.64202301457	1.09468203917	0.624580691638	1.09567872735	0.721510113086	0.703893167329	1.24112737811	0.738828895349	2.27518492449	0.647629313865	1.06127910509	1.0034935011	1.286410278	0.731797283187	0.65735323086	0.699029171678	1.39861712288	0.763209993705	0.889245747902	0.654446652902	1.08154567697	1.22690756195	1.44797472141	1.18531328294	0.822422316709	0.646397649368	0.93478040804	1.48980788415	1.31827985015	1.23049988633	0.732187722664	0.923652973898	0.79471604698	1.01669972344	0.846408052235	1.95695348085	1.60080928128	0.499424666209	0.773720384145	0.507121437833	0.576563679427	2.28333153152	0.733322433641	1.23287286369	0.578012077472	0.538671365539	0.626031844281	0.818816904888	0.708558205748	0.415489310122	0.558293021181	0.971835844352	0.818098992887	0.821537933613	0.607084796812	1.1529640488	0.567428602179	0.554360796233	0.786075765903	0.639460447669	0.609654225571	0.697365852524	0.541133216312	0.740427793196	0.561040781084	0.711167882876	0.659898483754	1.30722267336	0.589493350557	0.736058846459	0.640065660412	0.802437757499	0.980608705656	0.835440133002	1.27373368744	1.01862718149	1.27474097577	1.28476747223	1.45140560224	1.2487121232	0.615351080156	0.641592270729	1.26552082994	0.950950937655	0.655491346213	0.980600661493	1.15987044972	1.05909105561	0.955251086307	1.1775812791	0.615135870688	0.892357569	0.980837040797	0.76312001707	1.02777114741	1.30082004629	1.70637938319	1.04769112876	1.31568301895	1.03489236537	0.788652277264	0.917814195743	0.920749637653	1.39236417002	1.10315314834	1.38867991728	1.12042406309	1.07273823417	0.84680206695	1.37930480716	1.05684772019	1.64765262568	1.10547353896	1.33203617523	1.88090869132	2.20483451622	1.43919058899	1.18520027547	1.52384345786	2.11701304573	1.52527178609
M36.3.13.18	1.53400043588	1.34134967471	0.0	1.48542314635	1.01360627759	1.03273323185	1.17871221156	1.6968589569	1.23630013534	0.349031175861	1.18460249688	0.488281937978	1.20564561075	1.3772131489	1.03448394937	1.43497302989	1.17743287061	1.27871744061	1.15806338413	1.13874218245	1.28206166712	1.32788688531	1.25695422307	1.22810708362	1.27409202533	1.08784712086	1.37067041744	0.655641452499	1.06762581123	1.3681063944	1.22974858983	1.19094769265	1.29841736526	1.59444533655	0.990724760536	1.41273691957	1.47848708187	1.45075485197	1.0961934461	1.55593896689	1.12309700641	1.29801299504	1.34201254446	1.76773416347	0.918748367635	1.32231167518	1.13388100917	1.57802932921	1.6324104439	1.84720753885	1.52077842965	1.64700686023	1.03648601275	1.39821567589	1.85859678572	1.63005193731	1.43918499562	1.32515964814	1.18926670475	1.29390148456	1.23990178831	0.884745880083	1.2026419371	1.91810409566	1.38300704934	1.38166435528	1.30085967985	0.936965225248	1.45246863215	1.36117515768	0.677835591525	1.3194939305	1.15159862841	1.26231036597	1.40774863732	1.32829237409	1.12809058756	1.34813146505	1.25942306226	1.32606945851	1.1876269392	1.2914964926	0.972844583543	1.45101183308	1.31702773166	1.39052644504	1.34584309318	1.32565358068	1.29527702783	1.26574954392	1.33536606427	1.25788250873	1.345213708	1.35765067722	1.70419168785	1.28666367378	1.32808279288	1.32692768536	1.38344369701	0.861186481167	1.29389235035	1.63177144716	1.50193702899	1.65085908672	1.76199445755	1.79511117465	1.38444303689	1.4417854362	1.13025421185	1.89871619434	1.59456572888	1.36897706517	0.651929660679	0.804441108436	1.27758677681	1.39128578907	0.869135465249	1.2788886808	1.15208382484	1.41954580536	1.44959394252	1.45181197765	0.509828673009	1.83095287097	1.34114630461	0.35718098725	1.36685523422	1.17615322221	1.31166721596	1.29640022911	1.74698364251	1.02708200913	0.698316278389	1.76674976705	1.24038188158	0.936578246096	1.66449872229	1.36684344361	1.42967284947	1.69844697593	1.5866317048	1.50746933529	1.29237335791	0.872627130532	0.781498236956	1.34516825794	1.36898638429	1.02226089592
M8.9.5.17	0.236525926141	1.12347850938	1.48542314635	0.0	1.27216893242	1.29672832675	1.40272242983	0.393514397091	1.3638630721	1.25316216955	1.33098752411	1.34025432808	1.14170794789	0.893312580091	1.23635078217	0.669855577937	0.572218714988	1.38089503503	1.47039628338	1.30759409814	0.821173000248	1.10607467095	1.4445243255	1.33341732355	1.20013150905	1.26769074589	1.59651192762	1.47009200568	0.947453278675	1.28759503512	0.862333952728	1.41749415804	1.42486465966	0.284962334177	1.2470768798	1.6957007056	1.01811104979	0.225562565962	1.25940925788	0.3647349463	1.26032001624	1.39077602289	0.916976346702	0.480102030982	1.21394235134	1.46474249424	1.24618628336	0.631889129812	0.616109095331	0.53631242093	0.342493164887	0.471257613799	1.17981255633	0.911456399924	0.573096021084	0.683861617232	0.591751664184	1.42015958986	1.05308273647	1.37142106213	1.24897991844	1.26805197185	1.76314442834	0.671825426834	1.12270203358	1.26387924503	1.33976805452	1.17365896902	1.97445342331	1.25342500539	1.25137372152	1.19599631097	1.03920377456	1.28267324749	1.30239833237	1.20323082481	1.15247136747	1.20372197283	0.426296467782	1.51878034973	1.34468811607	1.18367357206	1.33321197369	1.01304763795	1.21864855621	1.30680932536	1.22082324317	1.23528106041	1.41244497151	1.16700025425	1.29940508575	1.15540640187	1.27260299434	1.25546975554	0.783971821011	1.26293437702	1.17514788857	1.22013470114	1.31500514561	1.22015420216	1.37539701971	0.374984554124	0.793638876773	0.283688759398	0.747806764859	0.496381849464	1.71957689608	1.10436798562	1.34332827763	1.2905895544	0.675551956783	0.847701606717	1.15922282395	1.15037237213	0.857407388314	1.27035676904	1.38471298508	1.24226161408	0.70488828066	0.353742893247	0.632034570152	0.940772760649	1.23146979864	0.968468617042	1.56884602105	1.34585030174	1.72322207977	1.43529287533	0.925426582452	1.1630779444	1.18654367626	1.27423831955	1.16482808028	1.36352981847	0.653076127956	0.950178632402	0.709559817296	0.885573889355	1.82958148521	0.81677619854	1.12567776144	1.29007921707	1.56580089413	1.44039947061	1.24466695588	0.888332718584	1.746342197	1.35919470606
M20.10.31.17	1.35049149618	1.07744534223	1.01360627759	1.27216893242	0.0	0.563569035818	0.475394280815	1.47910662176	0.764268287829	0.855769180419	0.774091303876	1.33950145195	1.13927452365	1.105031386	0.958201682208	1.1836973088	0.984260971943	0.824489489007	0.506994897747	0.433387522339	1.02690186161	1.06859498113	0.795076797492	1.01284762691	1.08601509549	1.05240713967	0.900775929401	1.61410399488	0.677995798108	0.915035907027	0.956756175862	0.620696651864	0.882078049085	1.3962046904	0.464058788785	2.25130292803	1.22850240054	1.21861955651	0.405434514277	1.34932370219	0.470480248752	0.845990220418	1.17582902207	1.51856535386	0.876114579851	0.850073342731	1.01602460432	1.28539880532	1.28047126326	1.57569070364	1.27555503937	1.41477366766	0.938489132164	1.16870463336	1.61913788882	1.27509233237	1.1836398091	0.861178066992	1.22640861106	0.791542067943	0.636046067251	1.124346316	1.94179202859	1.65462286483	1.25181563392	0.906782152581	0.851328819255	1.02894113697	2.23522196011	0.861321228902	1.02614747823	1.15494096161	0.868249635346	0.984747508127	0.875910689866	0.852638284443	0.817397925597	0.958685068113	1.0768086368	0.907127233806	0.70048035058	0.892855399624	0.229096675626	1.22229864402	1.13739199742	0.96764389876	0.891781040074	1.13416727792	0.849303088108	1.01331126049	0.838814424875	1.2005930863	0.813440125867	0.868473297119	1.36138178364	1.12434015047	0.799224999295	1.13930080451	0.840483917504	0.969566295988	0.791752687462	1.41919407926	1.17462822232	1.4150059798	1.41498052229	1.55251819379	0.795449864645	1.14113649247	0.55426465423	1.59998254249	1.35679767875	1.08731273428	0.747304149246	1.16254060452	1.24807195703	0.798770475641	0.354059309944	1.21138301634	0.920268905263	1.15936128554	1.23955145461	1.06357299054	0.844434446817	1.54217144357	0.942409805843	1.13759498268	0.84321485246	0.862500951614	0.972474968417	0.932087131273	1.47512797517	0.253064268775	1.32539726058	1.69991092353	0.934050607333	0.715336609342	1.40355780864	1.01213495152	0.963732070523	1.38734928948	1.29071694306	1.8367192961	2.18381458869	1.18207168028	1.1024656481	1.37344655683	2.09244310181	1.46573654188
M17.11.27.17	1.38197133486	0.619463019253	1.03273323185	1.29672832675	0.563569035818	0.0	0.399470976813	1.50183783707	0.545749869436	0.895834062301	0.640181661915	1.35725713284	0.676003125363	0.696441864324	0.614864140998	0.832873509417	0.989721377455	0.707048599544	0.452675405722	0.334723769833	0.674262607404	0.604959677392	0.632836841092	0.669218844026	0.666385042331	0.658189339452	0.867319399544	1.62982360219	0.744948144548	0.58187397075	0.946015500644	0.32457373982	0.668556050186	1.42995223271	0.20893839537	2.25449635841	0.917193254433	1.24393708737	0.539903587545	1.38668008133	0.289107799791	0.639120381735	0.739397902509	1.55565975518	0.511519616922	0.816149320743	0.608097276225	1.0601797672	1.24595579822	1.58657529953	1.29675385407	1.02474966773	0.509684261816	0.950584210921	1.64843059526	1.25409407274	1.21965649209	0.709038390724	0.932836418375	0.765995974699	0.618934507058	0.772115076985	1.9464969763	1.70262144493	0.787332276355	0.704840621016	0.596602253869	0.600257233878	2.2567951549	0.686948909325	1.02444860638	0.701201703223	0.447864793843	0.660373403026	0.738950206442	0.633482662528	0.503768665567	0.541771960016	1.09156961371	0.753447722078	0.670420264807	0.546796547952	0.688333537006	0.803085818169	0.672073107067	0.735831791909	0.587946544362	0.731976905608	0.658398321975	0.60756691325	0.583048603867	0.735040983117	0.592843807099	0.590766155342	1.31358346759	0.6905656637	0.646640872496	0.731489837802	0.636448140505	0.724041075944	0.771440667688	1.45789873497	0.915805558282	1.4506934493	1.24606587432	1.57637844644	0.819281836037	0.735748748594	0.219000278532	1.42892851096	1.08152623797	0.65989202031	0.705011553536	1.09175132344	0.976600715903	0.818938981263	0.736019091685	0.744620119218	0.914006664821	1.16040768468	0.959024369996	1.01909100957	0.898214282764	1.65127985215	0.887661892133	1.14953221253	0.665692453954	0.689840279968	0.847411774785	0.706651885729	1.44978910255	0.632988239949	1.34365629442	1.2451752222	0.958936425329	0.704639705764	1.41837462227	1.02205419931	1.22149085877	1.18119577242	1.3746660422	1.84478993686	2.18754388247	1.2090977808	1.12264853261	1.40723471796	2.09897948027	1.49057009944
M18.11.14.17	1.46824430921	0.851114568696	1.17871221156	1.40272242983	0.475394280815	0.399470976813	0.0	1.62571426564	0.455605318379	1.02550970386	0.465587462773	1.49001146528	0.837705885692	0.862504937649	0.662200705724	0.948708643628	1.05836717854	0.520421951518	0.210299272042	0.369946024074	0.783632001103	0.851122058229	0.490032987893	0.76727634266	0.841640273131	0.768420370971	0.620905233807	1.77787480409	0.805299424885	0.58170010778	1.1743610623	0.223636062047	0.500075158008	1.52466575437	0.403895169549	2.39190000133	1.11151823323	1.34583978707	0.552304482796	1.49339256259	0.351114054173	0.49099989126	0.894452024915	1.67655471193	0.6091559091	0.594330025242	0.694556200409	1.24851090693	1.46933413885	1.70832314725	1.43819338544	1.17113430246	0.64422563352	1.14315477327	1.78016475371	1.52436594213	1.39305271066	0.520141155857	1.10114197667	0.560468942411	0.326745215276	0.911208692421	2.09296512546	1.8434712371	1.01392663064	0.60047052157	0.553617345874	0.785630271376	2.38558506231	0.624444211755	1.13047010575	0.883814053388	0.643042758003	0.698550115812	0.632152732587	0.717243856336	0.667166147009	0.677965484169	1.18295553794	0.558491552743	0.490518493399	0.705749003467	0.441493848625	1.00469712328	0.840214329118	0.632641239225	0.616632366345	0.8556773785	0.514486076213	0.745785159849	0.520488890774	0.897221338049	0.607353028252	0.567653587967	1.49845005585	0.854297620749	0.718068802727	0.851739562863	0.642062226931	0.860993265229	0.554861183199	1.56187518895	1.1661132705	1.56088807837	1.49291499068	1.70490605341	0.507140309908	0.937934201308	0.251106850686	1.66787256393	1.22509789616	0.869536189403	0.81020011761	1.25180411297	1.14099609354	0.802290450019	0.618548452085	0.885748802368	1.0186199991	1.31975307728	1.07344162065	1.24768048165	0.962421582253	1.84399058506	0.674973100825	1.28812764607	0.424551360539	0.530074868816	1.03626784834	0.854020950936	1.66760211241	0.590147351478	1.49156357355	1.42916647916	1.1622512468	0.913707195405	1.60849674911	1.2529544112	0.890998386204	1.38304347578	1.59570180208	1.99066222193	2.32665014409	1.31487486415	1.29581369701	1.62501722421	2.23667524673	1.60031489701
M9.8.8.17	0.256386393602	1.32452685344	1.6968589569	0.393514397091	1.47910662176	1.50183783707	1.62571426564	0.0	1.61704674802	1.47513351681	1.59188316912	1.54643451926	1.36026328607	1.02820638339	1.52228757002	0.804354698156	0.843971244656	1.59978911954	1.67905606634	1.46945830544	0.978502037696	1.29065840995	1.68784053984	1.5364330879	1.38825717188	1.53286817684	1.8246402558	1.53679907859	1.127741154	1.52595134742	1.08155282525	1.61444657999	1.63197027628	0.212830342611	1.44574627151	1.6731866113	1.11772522571	0.422371237556	1.47338218475	0.311139389782	1.46122259605	1.62295109952	1.07089968282	0.211727296245	1.44978676085	1.6977875236	1.47781643151	0.641857992722	0.499306140846	0.355153591763	0.315539490489	0.620650795463	1.41966692871	1.06676667529	0.283767699082	0.60428840428	0.574511404222	1.65052299978	1.19910551877	1.59820378037	1.45346266144	1.5089826028	1.74280150168	0.449112560523	1.27287641803	1.46797379563	1.59163506946	1.41942076868	1.9557092917	1.45668125844	1.51359268476	1.37177570567	1.20518264118	1.47428156944	1.54505151752	1.45731782792	1.32454157554	1.41860217852	0.705090048606	1.76558577244	1.5190284644	1.36492963274	1.5473303513	1.13032557694	1.39863897524	1.50421244385	1.43846657354	1.42882244887	1.65357946712	1.37239222221	1.53675072751	1.37322143898	1.49853836011	1.48438811898	0.662059295102	1.45250508052	1.38862038484	1.42688329837	1.52483080113	1.43577451093	1.60457584304	0.340939180552	0.842958331383	0.189749784729	0.61340526397	0.363791556909	1.94683044278	1.33142866228	1.55634618877	1.17813460737	0.756682142543	1.00696151038	1.40856199025	1.40356826473	1.01191729013	1.52405166175	1.55464519487	1.44493325103	0.923901147103	0.579661272646	0.826362477632	1.03598950539	1.46280344267	0.83071041742	1.81796326519	1.55650967561	1.92929553535	1.65215876647	1.0685391533	1.38096259885	1.09775048696	1.47509733796	1.38320406887	1.30078404146	0.809476932238	1.17311211549	0.635718469469	0.989022830936	2.04348732556	0.783841558267	1.05322611897	1.17863869142	1.49379115196	1.63761146775	1.45134095794	0.865065380591	1.72838657526	1.53994010821
M11.10.31.17	1.45587024551	0.713359445614	1.23630013534	1.3638630721	0.764268287829	0.545749869436	0.455605318379	1.61704674802	0.0	1.08852869891	0.336479082557	1.52146515978	0.755719862378	0.977768530302	0.565287359362	1.07283703564	0.96903072982	0.381835347156	0.488654400042	0.65245973022	0.911321835002	0.772136294928	0.192186143379	0.525045028456	0.643847240956	0.638081715152	0.492111152627	1.72661205834	0.894449889664	0.512301864016	1.3029955357	0.495860022659	0.306797870009	1.48756943637	0.643145951759	2.36092503745	1.09825616526	1.32316528838	0.889548025962	1.47935173953	0.535098948288	0.317402888363	0.942536601193	1.71702434026	0.513715614776	0.508674645299	0.616203291056	1.29441728795	1.56023678008	1.75606558382	1.4715145728	1.07471494899	0.63597603598	1.19770715218	1.79783914702	1.57415085457	1.42942867139	0.376696193585	1.06520622894	0.452228264847	0.591876385327	0.833226649208	2.03969850555	1.88410727908	0.832374917988	0.55250884016	0.311681116254	0.670464950075	2.36319387784	0.606735675948	1.10281579395	0.71531266655	0.72279277534	0.54584204474	0.576296259669	0.662748878915	0.60481840602	0.611331919228	1.07325101205	0.351462029641	0.465170132906	0.699139519345	0.752497233968	0.945015537183	0.676418035087	0.496340915966	0.584574739631	0.708869270844	0.246345396367	0.590425911376	0.489345215187	0.847118606379	0.618901323352	0.513495176802	1.5896985753	0.694769992706	0.676421425113	0.691918988156	0.58415735227	0.789638600586	0.44847157129	1.55363486366	1.24910244473	1.58120426368	1.5336560008	1.73711151771	0.775904817264	0.885507850957	0.522894990452	1.63032145989	1.16348078795	0.985291617524	0.76194978204	1.22600247205	1.12132884322	0.75654846253	0.882066549413	0.869120166601	0.987561202635	1.3115554847	1.01122076549	1.3657304761	1.07623021776	1.899966514	0.609293953587	1.27072319017	0.625358702712	0.535354522512	1.20186555115	1.1131220157	1.75786295776	0.870469472261	1.49296420444	1.35080883597	1.23957064972	0.965226790843	1.68676225319	1.36617646564	1.16620764024	1.42214765062	1.64507291288	1.94372607292	2.29080053471	1.26783293731	1.31644067075	1.69192312331	2.20217060359	1.5718842107
M35.3.13.18	1.33246186193	1.18217643188	0.349031175861	1.25316216955	0.855769180419	0.895834062301	1.02550970386	1.47513351681	1.08852869891	0.0	1.06205703119	0.724630604636	0.973126672304	1.20381793331	0.851117145539	1.27089380228	0.933618842718	1.10798944788	1.0176670813	0.977566651346	1.11340309392	1.19547117431	1.10826809811	1.06910490302	1.11562817229	0.918995549994	1.23145190537	0.941745608667	0.872029217198	1.21828309986	1.07033910816	1.04337146798	1.16444198279	1.38628197984	0.843940558605	1.64019942078	1.35445076464	1.23703855069	0.956423346312	1.3401392594	0.962160681675	1.12478722538	1.18357584956	1.56833709304	0.727970243752	1.17797777583	0.926639888259	1.40463807046	1.47370261323	1.62985790852	1.33142988766	1.41862177621	0.802415593693	1.1784558563	1.64454222457	1.46999070845	1.2657821415	1.16374830735	0.970816144676	1.12001957508	1.05256552573	0.711827624512	1.48616377864	1.72633156502	1.20550229853	1.24099708921	1.12052251602	0.766845963581	1.71202407101	1.22026174481	0.54294890578	1.14505807111	0.987608515256	1.09003120021	1.27117050152	1.20958327578	0.968395818316	1.20500821505	1.05805334524	1.17160069016	1.03096390858	1.16866011518	0.809315022737	1.29291641267	1.14662697049	1.24593607624	1.20380813955	1.1559890678	1.1377478707	1.08018949061	1.19369124887	1.04134382249	1.21074790293	1.22019927023	1.54684035587	1.11676870092	1.19221921703	1.13104937434	1.24383882369	0.654528030108	1.14100983183	1.41857445033	1.34483865251	1.43975063974	1.59026266118	1.5812968589	1.27097729909	1.32696436487	0.976841734414	1.75566343679	1.39775412463	1.19363144886	0.416521155281	0.687253270488	1.15007469758	1.25658343862	0.744075734786	1.08702342703	0.933320871175	1.19747603114	1.25254026904	1.32640492972	0.371279425868	1.67059455567	1.22472561562	0.427712296256	1.25897358292	0.982257894576	1.17652587344	1.1937781227	1.60697570479	0.876543996106	0.558049380352	1.60379195032	1.08370087449	0.76153844228	1.48276470604	1.20660363217	1.33478359156	1.51155845991	1.43593252777	1.37523563443	1.53684572805	0.783962409546	0.720485142506	1.17744497987	1.57156281793	0.965887197016
