	PD_whole_tree	chao1	observed_otus	shannon	simpson
M12.12.11.17	25.559784	107.545454545	92.0	4.82395446706	0.940023025337
M2.8.22.17	34.353252	148.0625	113.0	4.86534427558	0.929933803823
M19.10.31.17	19.221159	86.0	71.0	4.41023702346	0.920821916739
M37.2.27.18	10.94066	40.5	33.0	2.28556250478	0.663450329448
M14.11.27.17	26.945852	96.7142857143	87.0	4.4001311294	0.900259432501
M9.9.5.17	36.155642	190.714285714	135.0	5.27919867345	0.952665730586
M17.10.31.17	20.088919	88.1111111111	73.0	4.15244383381	0.882509188572
M9.7.25.17	30.598293	140.153846154	102.0	4.79399462191	0.925099492283
M18.11.28.17	21.469546	72.8	70.0	4.42615187745	0.927795206454
M13.11.27.17	28.561239	105.153846154	92.0	4.88272254039	0.945061067218
M2.9.5.17	31.57177	109.882352941	95.0	4.29950923528	0.906384670872
M8.8.8.17	29.771883	136.461538462	103.0	4.75463515491	0.934435863547
M24.12.19.17	24.454643	128.5	91.0	4.76653620364	0.936497919237
M13.11.14.17	23.714149	102.25	88.0	4.89250391615	0.950976863183
M21.11.22.17	23.415134	88.5454545455	79.0	4.41668371467	0.911265059742
M1.8.8.17	29.318245	120.214285714	97.0	4.73704622065	0.930210458202
M8.8.22.17	25.496396	115.0	85.0	4.64115855248	0.921211289212
M6.8.8.17	30.90504	129.0	104.0	4.61034271857	0.902559681328
M10.7.25.17	28.768283	131.4	108.0	4.95220235549	0.939426114479
M8.9.19.17	33.806862	125.0	105.0	4.87859611135	0.935014305392
M22.12.19.17	25.467357	99.0909090909	80.0	4.03143671565	0.86299791481
M23.12.6.17	24.894566	102.666666667	91.0	5.14277050079	0.958624557446
M7.8.8.17	33.355279	128.666666667	112.0	4.80674682382	0.915647166087
M10.8.22.17	24.417233	87.75	75.0	4.59091812287	0.933120755638
M1.7.25.17	30.261272	119.076923077	96.0	4.67958686435	0.921595520827
M15.11.28.17	25.288872	90.0	85.0	4.90765549305	0.947257927657
M23.11.22.17	24.935644	112.3	87.0	4.4573592023	0.918874673567
M15.11.14.17	27.501751	115.666666667	90.0	5.04140884213	0.955413805358
M3.7.11.17	34.66979	116.25	108.0	4.66363960475	0.921724232705
M22.11.22.17	22.650214	91.75	79.0	4.19046323925	0.890626224227
M37.4.9.18	12.238283	46.0	34.0	2.34563830255	0.66299526822
M10.8.8.17	27.355934	131.857142857	89.0	4.29084379695	0.878369845015
M27.11.22.17	23.730551	109.142857143	82.0	4.48700638196	0.919326117154
M31.2.13.18	22.416152	82.875	76.0	4.6059784852	0.933782974446
M15.10.31.17	24.558666	96.75	84.0	4.58727525834	0.927522931325
M23.12.19.17	23.014733	106.428571429	82.0	4.49476277566	0.916224655922
M36.2.27.18	13.155613	35.6666666667	31.0	1.89390078928	0.504438036988
M31.2.27.18	20.025124	84.5	79.0	4.60400223275	0.938781793476
M22.11.8.17	21.182393	74.75	65.0	4.05613282717	0.870340203965
M30.12.19.17	23.903167	94.5	77.0	4.3473312037	0.904879160776
M5.9.5.17	28.811884	134.461538462	101.0	4.52499168093	0.923018015569
M29.11.22.17	21.730084	89.0	68.0	4.30423245713	0.912430130727
M33.3.12.18	21.270189	91.3333333333	78.0	4.59124763673	0.934647400377
M32.2.27.18	20.517188	86.0	75.0	4.6266223963	0.93868982922
M14.11.14.17	28.840907	116.5	99.0	5.08315502501	0.952936101692
M34.2.13.18	21.714067	93.375	82.0	4.67970123037	0.934693858511
M10.9.5.17	33.08766	126.789473684	111.0	5.06982006221	0.947712036874
M14.10.31.17	23.275137	107.0	84.0	4.67087831288	0.936685465392
M18.12.11.17	27.031098	124.142857143	97.0	4.8533788177	0.943998242207
M32.2.13.18	20.870168	95.3636363636	83.0	4.58263168797	0.937408422498
M16.11.14.17	19.438668	105.0	65.0	4.20143437079	0.899453460041
M30.12.6.17	23.193637	104.0	85.0	4.64554090507	0.927510745585
M27.12.19.17	21.605924	85.6666666667	74.0	4.25897801837	0.906346971239
M34.1.30.18	23.549243	96.0	81.0	4.54142117817	0.928836325615
M31.1.30.18	21.451715	94.1111111111	79.0	4.67824374107	0.937698024225
M29.12.6.17	22.370286	99.6666666667	77.0	4.31572055653	0.909781255495
M13.10.31.17	25.760174	97.3636363636	85.0	4.62422526937	0.93265008143
M29.11.8.17	23.051346	81.6	75.0	4.33011067237	0.912764857773
M32.1.30.18	20.933324	88.5833333333	81.0	4.43300704331	0.926053978449
M21.12.6.17	23.21426	81.6	78.0	4.5861675719	0.908048214784
M33.1.30.18	22.197973	101.0	84.0	4.64330195294	0.937268667292
M32.3.12.18	20.705189	82.2727272727	79.0	4.55722708618	0.931188744641
M2.7.11.17	40.645591	193.352941176	152.0	5.31686125509	0.928760926349
M30.11.22.17	22.903836	93.4285714286	74.0	4.21740209993	0.898503924332
M34.3.12.18	21.870741	95.3636363636	83.0	4.69217181308	0.942133633585
M29.12.19.17	22.766727	100.615384615	86.0	4.35037819135	0.906729489234
M33.2.13.18	20.915188	90.0	75.0	4.42183301299	0.919425126291
M22.12.6.17	23.479453	78.25	70.0	3.98453476857	0.869225779961
M15.12.11.17	30.929154	112.769230769	101.0	5.12070836926	0.955354590278
M1.8.22.17	36.091358	149.454545455	131.0	5.10476582731	0.933857421701
M9.8.22.17	23.36823	101.666666667	76.0	4.36084776121	0.922356939174
M3.8.22.17	27.559858	114.666666667	89.0	4.74525141692	0.93060459073
M3.8.8.17	22.294464	89.6666666667	67.0	4.45980478123	0.915923249259
M4.8.22.17	28.78468	104.0	87.0	4.44586229495	0.883520985796
M3.7.25.17	19.108958	81.5	62.0	3.6297473638	0.863258194601
M34.2.27.18	21.959917	93.6	78.0	4.75588395678	0.941799668148
M18.10.31.17	19.464992	87.3	72.0	4.23671509514	0.908611995661
M27.12.6.17	22.568089	97.6153846154	83.0	4.63821226314	0.930609541187
M9.9.19.17	44.208962	155.142857143	142.0	5.45199073037	0.954972453088
M3.9.5.17	21.71837	95.375	74.0	4.34267064037	0.913992951882
M24.12.6.17	23.226128	102.090909091	83.0	4.62525171067	0.932419504381
M24.11.22.17	18.820556	58.1428571429	53.0	3.83151238027	0.877501420638
M6.8.22.17	25.387756	98.5	81.0	4.25997469348	0.909910157776
M31.3.12.18	22.471018	85.5	78.0	4.41148261722	0.925918792896
M16.10.31.17	19.488106	88.4285714286	69.0	3.95474095705	0.888974675652
M6.7.25.17	28.03871	118.230769231	97.0	4.31064545548	0.877659835258
M1.7.11.17	41.865125	204.789473684	155.0	5.49897243198	0.960006496523
M7.9.5.17	30.876738	126.75	108.0	5.05255012074	0.949220022199
M2.9.19.17	38.703719	159.235294118	137.0	5.31344400102	0.949349305284
M10.7.11.17	33.595985	142.625	119.0	5.20530131215	0.956333447924
M38.3.13.18	14.752464	74.75	52.0	4.06218486196	0.909703761805
M4.7.25.17	26.868832	123.75	85.0	4.02053465947	0.853870414746
M4.8.8.17	24.735345	103.0	82.0	4.40942273635	0.927022554377
M37.3.13.18	12.440469	58.2	45.0	3.62358624662	0.884864654033
M5.8.8.17	20.019334	75.1	66.0	3.50707722551	0.857956826494
M7.7.25.17	22.59607	104.0	74.0	3.43687849039	0.789551222996
M8.7.11.17	37.303619	162.625	139.0	5.43925658172	0.954306045431
M19.11.14.17	20.505239	94.1428571429	77.0	4.4568877338	0.919337731687
M4.7.11.17	38.435632	145.0	124.0	5.60591767141	0.966829558911
M16.11.27.17	19.653671	80.0	67.0	4.2759562137	0.895800403672
M35.3.27.18	14.80705	59.75	46.0	3.7820535085	0.896412737107
M7.8.22.17	32.450582	138.214285714	105.0	4.1138407389	0.878610703783
M9.7.11.17	32.784231	111.909090909	110.0	5.12373793284	0.936506106531
M5.7.11.17	38.977252	188.15	153.0	5.59633085221	0.964032931582
M8.7.25.17	29.825297	133.071428571	108.0	4.74649229466	0.932161699819
M7.7.11.17	44.376264	180.111111111	144.0	5.85835948108	0.97186741039
M20.11.14.17	19.72623	61.2	48.0	3.50376897022	0.862591977347
M1.9.19.17	32.474678	162.6	122.0	5.30162042155	0.957914738091
M6.7.11.17	40.949936	182.555555556	137.0	5.29068585367	0.954087844524
M37.3.27.18	17.327887	59.2	46.0	2.98988021125	0.791297782262
M38.4.9.18	12.754594	61.5	39.0	3.02440842319	0.811519446585
M24.11.8.17	17.741871	62.0	56.0	3.12647450399	0.791291689392
M35.4.9.18	18.314132	52.0	46.0	2.95377590221	0.797165216072
M38.3.27.18	18.336251	152.75	65.0	3.89102132464	0.901238480549
M36.3.27.18	18.818175	107.142857143	57.0	2.81922324663	0.779986749912
M36.4.9.18	14.235646	46.5	36.0	3.07719075669	0.802520658399
