	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
M5.8.22.17	0.0	0.512950814187	0.608455222769	0.333594323985	0.497847373888	0.554212943325	0.539432073686	0.315389887371	0.431450192331	0.543480516989	0.412240703407	0.584651698967	0.465218212273	0.364506613101	0.472037568071	0.37489118198	0.275172363305	0.393831675184	0.467689087323	0.480423750072	0.436553668739	0.467201570869	0.481443740551	0.510387444556	0.482156511178	0.42774166999	0.428479851676	0.626316477427	0.408972522006	0.494652800036	0.387180866503	0.513635881355	0.453807637095	0.335930068924	0.513502152268	0.699518219061	0.443251581684	0.290315171394	0.539981161803	0.244873882528	0.484745458709	0.441399534173	0.419188309074	0.348672667112	0.476338066343	0.367950966063	0.47587146445	0.359127301754	0.437606958597	0.262764326621	0.331208589653	0.325514268996	0.47169857229	0.512935342149	0.295510756397	0.444194504655	0.361087047113	0.375495308233	0.461182171588	0.338912633473	0.371896927559	0.503930121261	0.602838326561	0.264615206287	0.472342793375	0.467495859323	0.379295900303	0.455293473622	0.652988917876	0.526625944349	0.523129762963	0.496497855216	0.329400769357	0.490368534401	0.463208302293	0.531153603129	0.433039122486	0.466186103384	0.225392096195	0.344783978832	0.416240726388	0.536668653638	0.430243501354	0.479937024723	0.493276097835	0.450278743929	0.510514414595	0.481709497995	0.416664535096	0.483302202965	0.445516447337	0.487346781322	0.482659584193	0.490198999886	0.366446846002	0.508836582159	0.477567412962	0.495170868312	0.461595883392	0.479244150241	0.378979517629	0.276553051958	0.442689434218	0.239978272067	0.457262277191	0.270379912331	0.608705116464	0.494774371539	0.465514330679	0.547719561593	0.39641337815	0.44362704309	0.407385422179	0.510667382857	0.437808044534	0.502879757817	0.504880855604	0.491396284623	0.272334467702	0.279332951394	0.365454662032	0.357464151515	0.615711666073	0.413144227953	0.450758071712	0.614273959334	0.563200608385	0.530399856028	0.40429431853	0.520301268591	0.323595571715	0.516208198402	0.638094409773	0.404412695593	0.41128289699	0.274516007456	0.346626116947	0.37773400469	0.673930783529	0.345450517819	0.43767965482	0.621702814813	0.597435201765	0.51794108905	0.590928143769	0.64356812655	0.663782237606	0.668550294234
M12.10.31.17	0.512950814187	0.0	0.569103592397	0.351347007922	0.524807025158	0.494218539932	0.491096509348	0.491859935216	0.318176364777	0.509584794513	0.267505698755	0.586502926783	0.425530937844	0.547328464495	0.43320785574	0.481332230648	0.486215679551	0.251366705173	0.510548292008	0.475734049741	0.595323099029	0.234404475616	0.305752273071	0.429317224174	0.40588236229	0.460641654209	0.253089252884	0.61462266375	0.519303867671	0.414679202234	0.47901540932	0.500214088538	0.223535360925	0.426409507511	0.492405649448	0.715140417227	0.229202078165	0.496245802169	0.482765007712	0.478186250747	0.510980007115	0.225365725245	0.505412695477	0.438592096075	0.479203293537	0.284772223817	0.436620653811	0.536442354988	0.392862984139	0.45981908149	0.408556489356	0.421164822108	0.455210238152	0.41820318141	0.53513367712	0.469577482029	0.509730184172	0.26479533858	0.400116289336	0.274069450592	0.471897480468	0.474066496669	0.563396456084	0.473118369147	0.466733428755	0.384036113616	0.258739673896	0.452822424548	0.686810947579	0.352780011241	0.486960383639	0.481060971363	0.443746815567	0.434829225642	0.415564044999	0.409946491461	0.176203273888	0.388779965602	0.482574175271	0.294797456312	0.321170256036	0.373599621297	0.432307624382	0.425900840784	0.426459169913	0.36763683222	0.413062401717	0.42328861305	0.290912710001	0.431295714078	0.361097299633	0.435958778292	0.420459669253	0.439679994163	0.493764177191	0.475590211751	0.361739958213	0.46167304081	0.411487798297	0.470581531154	0.295447531239	0.477264703088	0.523825197218	0.42810316878	0.566849552342	0.462160430153	0.533370120015	0.419394423561	0.481471415745	0.462151757847	0.559910664637	0.517535950069	0.507446177836	0.480184188527	0.442038424095	0.42507485186	0.485098687863	0.456576701082	0.503651096105	0.386404929067	0.506732945418	0.557731885309	0.566842717559	0.583818146178	0.27571428788	0.577351997879	0.462980098212	0.484130524311	0.502542487364	0.467489994921	0.58373664534	0.418660870064	0.606789072148	0.513991917557	0.489203263111	0.442041538456	0.437495824684	0.595663101409	0.615153814215	0.407958449329	0.54955947939	0.570813976469	0.554003545113	0.508897093667	0.60235884249	0.57215719103	0.646857999915	0.642211074154
M36.3.13.18	0.608455222769	0.569103592397	0.0	0.546729612308	0.511886833876	0.534600654937	0.537868779321	0.598879003838	0.475402782649	0.313948861143	0.593304383144	0.382785155085	0.479553613068	0.624737697513	0.482514323887	0.568078744367	0.592042904358	0.543732121984	0.523860509303	0.503592608842	0.580511966838	0.544442244744	0.502565507877	0.475165818139	0.468667297528	0.514699198886	0.479696768669	0.335534648815	0.64424507978	0.50257211089	0.550482768106	0.494989875639	0.600201692296	0.591501101752	0.565845245892	0.463026637415	0.535632314664	0.619462868046	0.492808160735	0.587045668499	0.557568458792	0.583706573004	0.614280723083	0.557967762544	0.465033328673	0.58575414773	0.418847427205	0.599492970331	0.487736481418	0.536325520398	0.534359687025	0.588590111542	0.464601199421	0.404286495626	0.623407906714	0.492253710486	0.584651199087	0.529142193486	0.390183702081	0.598453359618	0.551344601177	0.451128082102	0.364108206843	0.513253640122	0.478232946855	0.534410571767	0.598586035425	0.469067706774	0.458447028508	0.538524688335	0.374720186936	0.4742640923	0.576912351461	0.424855748676	0.497978446832	0.518671999481	0.562842349104	0.451740071124	0.602985777629	0.55264512365	0.523659527224	0.571831899727	0.454984755253	0.537530968706	0.466266300618	0.480000285614	0.561196075504	0.467308566047	0.550612424319	0.478496154156	0.468043978438	0.458755959832	0.531316639204	0.512106623811	0.623435073324	0.467601085614	0.512407521447	0.469636957768	0.504197278038	0.489399976291	0.605341179241	0.623295434069	0.563775154371	0.569431358714	0.543474603012	0.576531052637	0.519125543248	0.458732891861	0.543980884736	0.498541460007	0.670053587128	0.502514036257	0.494298086789	0.398768179852	0.460157238854	0.504129247513	0.505628801407	0.452048730535	0.60956126141	0.540788258996	0.612342413074	0.574563110885	0.283440695217	0.602243036819	0.55800219755	0.338117523354	0.497030846054	0.385942876921	0.611366288173	0.57790278254	0.581406225518	0.487880490215	0.298157517979	0.494336113746	0.52852902236	0.575361413461	0.540789867513	0.593242950993	0.477426228077	0.572205023107	0.677140214655	0.323127018712	0.395441358911	0.449248504281	0.354895210243	0.370679086782	0.318873908021	0.386224176444
M8.9.5.17	0.333594323985	0.351347007922	0.546729612308	0.0	0.439059235963	0.516842980481	0.48864922449	0.26822108	0.304250076977	0.500207824349	0.263068397855	0.586125810091	0.419981678022	0.368934218031	0.42207525315	0.32835011539	0.279864682134	0.250757878885	0.440858714121	0.430690961417	0.437435891727	0.323167258609	0.343589863866	0.461945167052	0.43613457272	0.393536881522	0.274675681802	0.587551018468	0.349619564385	0.435767620041	0.342628808566	0.448032996274	0.278089033043	0.261906264296	0.484668396467	0.698819080851	0.324382243566	0.31458843991	0.489212636856	0.30652931725	0.434828775937	0.26931069512	0.34871400596	0.287475743658	0.421732019338	0.238069437597	0.431172820994	0.350482249169	0.325174598725	0.25027704023	0.281477817273	0.227094329534	0.46004829131	0.469491643365	0.348503777855	0.414795962725	0.338296384221	0.213189739621	0.413647307419	0.283422621213	0.327954847896	0.478506315174	0.557828480971	0.287039092785	0.455226852196	0.434915974872	0.257778638607	0.445715159019	0.660750343041	0.453680875824	0.464765984903	0.494075313939	0.309991553371	0.426020066263	0.410783884905	0.453926343649	0.293080749387	0.428140230115	0.261408502742	0.181225136004	0.306851352392	0.483694375377	0.382001465321	0.416499586547	0.443523532596	0.364189653534	0.447002088981	0.441579654953	0.244326853779	0.429822352848	0.377173231707	0.426784906694	0.435768364594	0.457113563417	0.340405317824	0.469360238739	0.424330616154	0.480832635966	0.449239607782	0.453999764737	0.269114411081	0.292175494678	0.431957177907	0.254406202879	0.46938133848	0.308833254184	0.572015964434	0.448079939404	0.408487108515	0.51219819694	0.414506903538	0.426818638634	0.450375295134	0.460089705846	0.361572533296	0.453865125425	0.443529257847	0.472678902605	0.283354712363	0.23961217137	0.324454808727	0.387776254913	0.540540759961	0.436713640389	0.314486514806	0.568633701785	0.513367747189	0.494239283097	0.332491255377	0.472193415527	0.448476069365	0.439196019682	0.581240339193	0.391025824783	0.364125446562	0.247038358426	0.256909623879	0.4221732377	0.627522575079	0.290188407079	0.419955379804	0.582978605181	0.55193230842	0.440761980414	0.579812936129	0.609876598235	0.624161187062	0.637554348174
M20.10.31.17	0.497847373888	0.524807025158	0.511886833876	0.439059235963	0.0	0.36174751238	0.376549635483	0.476738563344	0.434616090391	0.49481456256	0.414952133386	0.561455835547	0.457827221052	0.501916700893	0.461177241591	0.431418388196	0.46059731846	0.473620197294	0.330353943187	0.2797289398	0.428938489858	0.459368794616	0.449871828713	0.450003388759	0.439277707673	0.383071015591	0.461970899734	0.54629503866	0.526872966306	0.467418463112	0.39524470029	0.266407804229	0.470708380116	0.49521925336	0.308833739061	0.648207047767	0.475872302321	0.46732851093	0.319339550619	0.474563659836	0.326374307948	0.469558578066	0.474791535113	0.48705901407	0.450205556538	0.474173204112	0.431229269507	0.458369982094	0.405054478979	0.445618301924	0.429136739533	0.481137143426	0.440935477563	0.415548852685	0.499838747948	0.38112603678	0.4220068102	0.434379095026	0.410824231084	0.474651453179	0.373151220779	0.456731599497	0.492292325616	0.435624587502	0.436370787662	0.51177804123	0.463100470659	0.451700228557	0.624643961144	0.491670667736	0.495993886245	0.457121589006	0.410220869499	0.427162986661	0.46429636685	0.495823811081	0.458603575859	0.491656914728	0.440499067633	0.43001775655	0.417738828741	0.537607610257	0.292222432511	0.440684937856	0.439201217169	0.444314505507	0.496229316569	0.440024664127	0.46436239677	0.459806723413	0.457078330504	0.433367136862	0.46770317027	0.45496837086	0.493580658257	0.460883600537	0.442484188211	0.443986634058	0.470524050782	0.473763331316	0.407950421605	0.503137147501	0.406036542081	0.422902937299	0.442163084893	0.479698223606	0.364855983993	0.466390469017	0.257412205452	0.434493881677	0.542899032083	0.393468045663	0.490595498665	0.477768004627	0.430335806638	0.483317484125	0.319835822098	0.446515154499	0.48349840842	0.408263975182	0.480958488326	0.459349731499	0.521463893795	0.453818569399	0.413067089751	0.539172860726	0.326999513885	0.392838251164	0.49136476008	0.303296975651	0.45838291773	0.364595657161	0.529522230301	0.415839437466	0.356765608886	0.421230782731	0.422199794585	0.48177811726	0.510156464307	0.44341316044	0.542407653979	0.557259783751	0.513507570644	0.451689976012	0.552878311815	0.512886313908	0.565830644604	0.5691043632
M17.11.27.17	0.554212943325	0.494218539932	0.534600654937	0.516842980481	0.36174751238	0.0	0.344754636152	0.530933889732	0.447575874693	0.481236043034	0.461030833336	0.503433434304	0.441574758435	0.544017591265	0.41846607999	0.495893291178	0.505632055573	0.489857344546	0.365175247654	0.348469345874	0.502878765832	0.492525645455	0.473503262494	0.399978100485	0.418813984205	0.466488970481	0.46394057451	0.531642175447	0.572256878522	0.464765180038	0.465883520839	0.26666791131	0.501934738565	0.513738844627	0.355925641667	0.600261680885	0.515338215675	0.505227768707	0.2556801533	0.534126588495	0.343089778424	0.468227545485	0.535356296583	0.507467447223	0.423716154456	0.50295781362	0.436461621876	0.527366998626	0.42807059505	0.492704432799	0.476500193745	0.534765493509	0.484504328655	0.423259476919	0.576184658381	0.40189408379	0.515137401275	0.474926217273	0.42184670057	0.515051338102	0.4367854028	0.431876591898	0.468044537059	0.517344818916	0.453758015482	0.495089183858	0.536886194002	0.471238602036	0.659011432335	0.475353709767	0.482562677631	0.482556035795	0.484708866381	0.378130087121	0.433577248897	0.477469689331	0.49205537565	0.465339709569	0.508568447943	0.481414791683	0.370739204448	0.48828680783	0.323765289617	0.471351690584	0.426512930472	0.443581432657	0.435126863958	0.433577931067	0.468127690386	0.410849142483	0.435938337632	0.424005884188	0.433861541377	0.441985825048	0.539765633937	0.446586413822	0.405941737892	0.439003907942	0.463898125584	0.478728875446	0.440787050474	0.531081142223	0.452591795857	0.520093886171	0.428815655823	0.523513405862	0.319788246422	0.45362041274	0.338456522078	0.359655393029	0.597140113211	0.398089060216	0.477038425061	0.445540825445	0.374699501489	0.488855272599	0.305704332357	0.499004008624	0.535079481334	0.485042591283	0.561652875347	0.521236470697	0.53694624309	0.528362824242	0.414685102241	0.565323370506	0.321796006002	0.462595649341	0.546524036983	0.313641699354	0.540264697274	0.334221280679	0.525602349153	0.476273957865	0.47584184334	0.492295406038	0.513622705122	0.552474167104	0.531864058266	0.490406490014	0.602642245943	0.558262078727	0.551952469869	0.537124095426	0.533308261215	0.502056245763	0.541244733675	0.533616769262
M18.11.14.17	0.539432073686	0.491096509348	0.537868779321	0.48864922449	0.376549635483	0.344754636152	0.0	0.511784395652	0.438495079059	0.489262050646	0.42119033017	0.524643139632	0.448834582691	0.521750071616	0.477051990902	0.475904631357	0.520771111544	0.50520835306	0.308936177986	0.347742460969	0.495077135772	0.529405414026	0.484182347313	0.456896494094	0.44782863109	0.494132722636	0.459160596547	0.535773511564	0.548111124453	0.449000354525	0.456157612323	0.317528505969	0.496948165078	0.500322102992	0.308564979783	0.650980370528	0.521591272139	0.507489809102	0.339347563425	0.527007006453	0.273390493543	0.499192388548	0.524087534576	0.472345155638	0.461480203872	0.475335486781	0.454604041018	0.50271577973	0.369098624519	0.486928947379	0.487981990499	0.515610483487	0.485992069716	0.473770626302	0.561989797534	0.423116797031	0.50454355637	0.455639715986	0.42766683474	0.532732930004	0.356196417547	0.476079577391	0.488565804976	0.495292375473	0.441648650526	0.482238424468	0.515961021954	0.491240865487	0.615744244995	0.457873161121	0.507482566051	0.485412115772	0.491238479771	0.414421422044	0.411862902522	0.503442434134	0.521216352868	0.416308681685	0.511639127809	0.451838377619	0.384421003019	0.518847018317	0.304178638694	0.511873917551	0.442002716161	0.433046954726	0.471909588804	0.428348526539	0.49063009511	0.452372504609	0.403685969903	0.456805075394	0.442700831966	0.466579854319	0.536423078917	0.484109375279	0.437360612696	0.453850534674	0.470393468527	0.49442613603	0.465953892809	0.537473339781	0.450707238258	0.522938825467	0.410279703336	0.475196772343	0.356905396192	0.468143687242	0.27192787321	0.460817050925	0.603359295905	0.413743568508	0.499503315775	0.456846480581	0.369075060237	0.469490202747	0.320626565917	0.51454607697	0.520861193843	0.521923163298	0.535922998192	0.478512520305	0.534659610223	0.500145552044	0.47568651428	0.531885445656	0.361519623326	0.491101699981	0.518380177859	0.30510213807	0.543270375211	0.333350657982	0.535655706859	0.498110243477	0.482631741959	0.508140563182	0.489776745347	0.499289540025	0.546813721395	0.489943092168	0.593715211236	0.559925088606	0.487802111483	0.478765255983	0.536340943195	0.58504756462	0.566970002137	0.598642494851
M9.8.8.17	0.315389887371	0.491859935216	0.598879003838	0.26822108	0.476738563344	0.530933889732	0.511784395652	0.0	0.417337442926	0.536769091821	0.394932534618	0.606770551482	0.454994751285	0.37402037296	0.474162340839	0.364296989379	0.288350397561	0.3955286768	0.462627370143	0.462616819285	0.422890157869	0.460939183476	0.460455954075	0.485992114576	0.484554985617	0.433413465237	0.4166683348	0.603621811968	0.402915002244	0.496794367094	0.358822374697	0.489026328842	0.42490512089	0.29949588422	0.498929995707	0.683810947031	0.463132204912	0.277753079775	0.523592163046	0.328042975407	0.43602740605	0.412401973057	0.395563027845	0.271208426302	0.468473477648	0.342328953453	0.482964421774	0.336475363234	0.438162054205	0.255466903153	0.302686939542	0.305900471288	0.471253132857	0.518029865009	0.338911527891	0.432900497039	0.342261771348	0.346794866403	0.467138572167	0.416392550847	0.333673016003	0.473041971263	0.577144339724	0.28681262963	0.481302724196	0.489887483717	0.367054872444	0.482552682907	0.665824612794	0.505266832645	0.51426397305	0.508713888504	0.324563916855	0.483492801063	0.469581318886	0.533661291154	0.426549133087	0.491604109866	0.246050830547	0.338512424638	0.410492778458	0.553106892399	0.427897324318	0.49692561748	0.478827872124	0.428200356024	0.513942343879	0.453503248249	0.389424842547	0.484760670259	0.441116980561	0.473747833557	0.472113218216	0.494945694068	0.372197081402	0.51073475874	0.470168711801	0.494879826683	0.451282534578	0.491617427921	0.366082118865	0.278494262557	0.428691330748	0.308113555633	0.448100074559	0.31965695853	0.606343613102	0.509664050979	0.463245271824	0.545305445768	0.406750710752	0.414428973736	0.49726727855	0.496713227776	0.413266731639	0.511034228343	0.461619036061	0.520180839713	0.283760117175	0.282178760942	0.350397407985	0.372084633524	0.587204333887	0.408850949077	0.434216126909	0.597759419396	0.549871072974	0.535205303468	0.383364871576	0.510707310262	0.435224892841	0.504049436941	0.639136687413	0.424868956074	0.358283538909	0.257329130733	0.314653188826	0.392227488914	0.653962387842	0.299398511027	0.447826639408	0.614055720713	0.605177651647	0.492611893005	0.595569299287	0.646296651079	0.663992120745	0.671400551991
M11.10.31.17	0.431450192331	0.318176364777	0.475402782649	0.304250076977	0.434616090391	0.447575874693	0.438495079059	0.417337442926	0.0	0.419935355179	0.330445628256	0.505956212496	0.362125943722	0.505087356719	0.341448822541	0.481256004061	0.417809961855	0.301066784537	0.452052738187	0.427072659483	0.525676674962	0.379626740137	0.138604545178	0.355615542482	0.344492438378	0.374800324723	0.212371196938	0.532033493699	0.497819577761	0.357405039734	0.471846318205	0.41878598401	0.340644132335	0.386688194235	0.47627925722	0.638261449316	0.36439333407	0.43633182001	0.428505027338	0.417269469655	0.439447901828	0.312256976243	0.49035701958	0.395867100893	0.361949621553	0.301816858087	0.32989597873	0.483287093937	0.339562401973	0.361487888636	0.364253533145	0.379981269011	0.354440873362	0.390763733258	0.468776853572	0.407310336986	0.472022971128	0.263067912592	0.299224832378	0.35251506918	0.423400120728	0.386562328259	0.474703659276	0.377588824178	0.358305480865	0.397650564903	0.335036314958	0.393792414759	0.613131504146	0.367957289357	0.384842446848	0.378116621657	0.415203633373	0.304249672611	0.307231114528	0.378777345496	0.337348304654	0.321879234338	0.415814300051	0.277352686245	0.315981801695	0.404932645671	0.390916341698	0.397357782317	0.347097008485	0.33826631504	0.373696750895	0.354205359441	0.307268950436	0.353776318386	0.319503596558	0.33737677506	0.324290285453	0.342591998074	0.475490077819	0.395140074096	0.320861586213	0.370997960675	0.35340247746	0.355198128718	0.351169913059	0.428335110219	0.503885830338	0.425649477954	0.520307896115	0.368847896685	0.470227664286	0.360531673673	0.41848437886	0.398597548505	0.518574691841	0.440878380872	0.394664195935	0.432693876502	0.382839597316	0.352614172821	0.42884307991	0.416327015304	0.420406459955	0.356702621352	0.444555848609	0.490664862071	0.488130662534	0.542808981853	0.361833649887	0.494125151469	0.470160530412	0.40774644695	0.482353910305	0.487679686479	0.509948583456	0.427009951434	0.518321670166	0.441967030134	0.462054595514	0.394362073284	0.370632409016	0.525687321822	0.559557640839	0.391670862779	0.537674847871	0.481532665333	0.497239183988	0.40529223082	0.482475674307	0.537417271814	0.52850097354	0.549081655056
M35.3.13.18	0.543480516989	0.509584794513	0.313948861143	0.500207824349	0.49481456256	0.481236043034	0.489262050646	0.536769091821	0.419935355179	0.0	0.530438357091	0.33687209434	0.404534703237	0.564946350581	0.415561494693	0.517914773494	0.525796590401	0.503687119215	0.479107563278	0.416803555102	0.529086391921	0.51441189356	0.452072484481	0.459439042902	0.461138322168	0.459763278036	0.443762934245	0.360523463302	0.600089952125	0.457441588728	0.511484562198	0.456187478905	0.54909428974	0.523814750404	0.511752833505	0.462687870561	0.509113479837	0.553156684304	0.501477742869	0.534127760999	0.508474403939	0.524676598238	0.580821163459	0.482148968072	0.390881700713	0.516228187258	0.383622666753	0.539872326412	0.488132632341	0.481174833209	0.480631985784	0.521980351659	0.353476708011	0.363992908382	0.556514974457	0.440154885559	0.533860019867	0.474949804131	0.320021352024	0.553214857259	0.502010023283	0.364072825152	0.337291811633	0.445801428376	0.432798723924	0.48768264953	0.53021066532	0.397733466789	0.498627459601	0.48650063897	0.362201965983	0.435177270938	0.524919871995	0.408351072286	0.431893224788	0.479920647149	0.524442461216	0.427042730916	0.533018763775	0.498667578893	0.47461009637	0.5241995354	0.428251150429	0.511988594004	0.429445760027	0.461304257713	0.491067568539	0.434998656588	0.498800411779	0.488189098017	0.434273607274	0.417689686815	0.446350671824	0.451890586404	0.552780552607	0.469743847266	0.446282249281	0.42373876133	0.425454819927	0.39298788018	0.538996482204	0.548709083772	0.539622625717	0.524066362004	0.508332919292	0.511393830737	0.503663852792	0.436590688795	0.498847475372	0.468612455105	0.612588186336	0.456917312344	0.447472697774	0.353073470004	0.419064538202	0.435560423945	0.451063910046	0.453738348501	0.542111205327	0.497183297458	0.569383334315	0.488662762764	0.362966955266	0.563056263859	0.508081111747	0.322644255707	0.485345605366	0.368432207016	0.570293449071	0.523884010667	0.526709439438	0.459853421021	0.321570010478	0.477641288942	0.508017893352	0.503977345413	0.505281902265	0.538990805132	0.459094776503	0.503332403941	0.627989649803	0.34958055551	0.396735378162	0.395283481784	0.367255261778	0.399982451251	0.407855203717	0.446285780163
