#Taxonomy	T.CS.093	T.CS.143	T.CS.090	CS.001	T.CS.047	T.CS.071	CS.137	CS.071	CS.008	CS.290	CS.111	TFSCS024	T.CS.051	TFSCS020	T.CS.023	CS.016	CS.122	T.CS.134	T.CS.145	CS.238	CS.009	CS.021	CS.139	CS.156	CS.239	T.CS.003	L.005.M2	CS.217	T.CS.092	CS.222	CS.382	CS.379	CS.130	CS.143	CS.002	CS.133	CS.334	CS.224	CS.113	CS.007	CS.019	L.004.M1	T.CS.067	CS.015	T.CS.136	T.CS.081	L.005.M4	CS.159	CS.365	T.CS.094	TFSCS022	CS.198	CS.218	T.CS.151	T.CS.087	TFSCS027	T.CS.099	CS.188	L.006.M5	CS.293	T.CS.141	CS.023	CS.105	CS.005	T.CS.088	TFSCS025	CS.160	T.CS.142	CS.123	CS.172	TFSCS023	CS.321	CS.350	CS.020	CS.078	T.CS.007	T.CS.073	L.004.M4	L.025.M4	CS.022	CS.056	CS.043	CS.029	CS.095	CS.119	CS.298	CS.318	CS.006	L.006.M1	CS.099	CS.033	CS.171	T.CS.018	L.012.M1	CS.140	CS.114	CS.366	CS.325	CS.115	CS.343	T.CS.070	CS.062	CS.161	CS.142	CS.012	CS.170	CS.237	CS.190	CS.053	CS.104	CS.380	L.006.M3	T.CS.146	CS.067	CS.064	CS.228	L.007.M6	CS.003	CS.044	CS.286	T.CS.013	L.025.M6	CS.168	CS.079	CS.233	CS.360	T.CS.139	L.004.M3	CS.117	CS.132	CS.060	T.CS.049	CS.024	CS.055	CS.194	CS.275	CS.018	CS.013	T.CS.065	L.004.M5	CS.040	T.CS.097	TFSCS028	CS.082	T.CS.042	CS.155	CS.174	CS.014	L.012.M3	CS.072	CS.030	CS.167	CS.075	CS.092	CS.312	T.CS.043	CS.106	CS.042	CS.347.0	CS.220	CS.097	CS.301	CS.084	CS.351	CS.058	CS.051	T.CS.148	CS.196	T.CS.045	T.CS.008	T.CS.061	CS.241	T.CS.004	T.CS.069	CS.045	CS.091	CS.247	CS.328	CS.358	CS.284	CS.169	CS.004	CS.249	CS.066	CS.076	CS.131	CS.229	CS.124	L.005.M3	CS.151	CS.248	CS.085	CS.037	CS.138	CS.203	CS.017	L.006.M4	CS.297	L.025.M2	CS.305	T.CS.140	CS.259	L.007.M1	CS.046	T.CS.144	T.CS.147	L.004.M6	CS.109	CS.335	CS.227	CS.285	CS.308.0	CS.108	T.CS.020	CS.135	CS.283	CS.302	CS.059	CS.093	L.012.M2	T.CS.137	CS.039	CS.205	CS.063	CS.235	CS.191	CS.027	CS.028	CS.176	CS.077	CS.049	CS.065	CS.083	CS.322	CS.025	T.CS.095	CS.236	T.CS.133	CS.120	T.CS.014	CS.035	CS.260	T.CS.150	L.005.M1	CS.357	CS.193	CS.200	T.CS.138	CS.080	CS.173	CS.153	CS.213	CS.362	CS.086	CS.011	CS.199	T.CS.100	L.006.M2	CS.231	CS.096	CS.219	CS.232	CS.103	CS.112	T.CS.009	CS.339	T.CS.089	CS.319	CS.136	CS.057	CS.158	CS.296	CS.089	CS.036	CS.101	L.007.M2	CS.026	L.006.M6	L.007.M5	CS.110	L.012.M5	CS.175	L.008.M6	CS.088	L.008.M5	T.CS.096	T.CS.098	CS.098	L.025.M1	CS.240	CS.282	CS.292	L.025.M5	CS.300	CS.074	CS.341	CS.047	TFSCS026	CS.356	L.005.M6	T.CS.030	TFSCS029	CS.388	CS.102	T.CS.084	L.004.M2	CS.165	L.008.M2	L.011.M1	CS.038	L.007.M4	L.005.M5	CS.230	CS.118	CS.333	CS.052	CS.274	L.025.M3	CS.332	CS.295	T.CS.135	CS.269	T.CS.149	CS.163	CS.154	CS.094	L.008.M4	CS.251	CS.345.0	CS.346	CS.087	CS.311	CS.050	L.012.M6	CS.070	L.008.M1	CS.090	CS.031	L.008.M3	CS.061	CS.032	CS.041	CS.068	CS.164	L.012.M4
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0	0	0	0.0461095100864553	0.000700516306462912	0	0	0.000253493456700149	0	0	7.11111111111111e-05	0	0.000264978654497277	0.00105303910181959	2.61567837618686e-05	0.000214217951464333	3.96510705789056e-05	0.00146110259791169	0.000169059769792171	0	0	0	0	0	4.29571716998153e-05	0.00107366258986089	0	0.000729900368599686	0	0	0	0	0.0020226281524556	0	0	3.12051426075017e-05	0	0	0	0.000974983964079538	0	0.00127888919338632	0.000158332233803932	0	0	0	0	0.0119550732914525	0	0.000285868563986914	0.00628507875746838	0	0.000322803781415725	0	0	0	0.000783935355484532	0	0.000673551863493489	0	0	0.000207189474774681	0.00211707941509527	0.00188720106425765	0	0	0	0	7.07013574660634e-05	3.89241368572652e-05	4.16285072017317e-05	0.000378151260504202	0	0	0	0	2.51711639146194e-05	0.00778487229862475	0	0	0	4.47647611799991e-05	3.10896937665164e-05	0	0	0.0232360660799753	0	0.00014682131845544	0	0.000461301896463352	0.000753068755177348	0	0	0	0	0	0	0	0	0	0	0.000125015626953369	0	0.000236868597145733	0.0162979402177682	0.000115380177685474	0	5.07549803324451e-05	0.000163073611428199	0	0	0.00816006009081908	0	0	0.00414322952394018	0	0.0102959121415497	0.000963635441497185	0	0	0	0	0.000514535631592488	0	0.00243285789247722	0	0.000342549547345241	0.0145480562842833	0	0	3.61271676300578e-05	0	0.0287659899446318	0	0	0	4.45196331582228e-05	0.00183780532629398	0	0.00175508311808729	0.000420939843869585	0.00327201980898479	0.0557822036620623	0.00128467867739271	0.00384555745076756	0.0141284141284141	0.00217795905436978	0.00324111200213847	0	0.000576595465862928	0.00287643821910955	7.2950102130143e-05	0.00141682217153915	0.00466860272764033	3.96432111000991e-05	0	0	0	0.000338968687767467	0	0	0.000142470437384243	0.00290766674578685	0	0	0	0.000848626286199215	0	4.56329287213653e-05	0	0	0.0287526262547662	8.41219768664564e-05	0	0	7.82993383705908e-05	0.00175147492625369	0	0	0	3.67322950337937e-05	0	0	0	7.38688827331487e-05	0	0	0	0	0.00541499817983254	3.91052713905835e-05	7.77786419849109e-05	0	0	0	0	0	0	0	0.00237408851958623	0	0.000171683644271489	0.000136948781155848	0.0112899509561897	0	0.00642825937714535	0.010620085308882	0.0199623566987966	0	0	0	0	0.0269545849220431	0.0167750541937635	0	0	0	0.019250313863813	0	0	0.013313341778042	0	0	3.67322950337937e-05	0.000852393805938344	0.00274473924977127	0.000256956170618897	0.000376392652815417	0	0	0	0	0.00551832873472605	0	0.000332225913621262	0.00498512192294315	0	0.032567657146151	0.000529925187032419	0	0.00381610030892241	0.000243496611338826	0.00608801530700991	0	0	0	0.000782258379942895	0.00571161361434918	3.53331920005653e-05	0	0	0	0	0	0.0903881965334479	0	0	0.0586241139608944	0	7.36811081638668e-05	0.00713566151779718	0.00201302545885139	4.53844059181265e-05	0	0.00299519192874596	4.24250137881295e-05	0	0	0	0.000318852132323635	0	0.000134977053900837	0.000121926437715911	0	0.00114491331370625	0.00388634195154872	0.000194565146896686	0.0245176159070292	0.0152194281951936	0	0	0	0	0	0	0.0119345808162664	0.000682758343708583	0.00569754191762982	0	0.00022583559168925	0	0.000875576036866359	0	0	8.60252053851779e-05	0	3.21802091713596e-05	0	0	0	0	0	0	3.31081975897232e-05	0	0.000129224009821025	0	0	0.00227860155080941	0	0.00664752983834416	0	0	0	0	0.00029679094787609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77786173026067e-05	0	0	0	0.000421023086099221	0.012577993463405	0	0	0.00057368232341341	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	0	0	0	0	0	0	0	0	3.50815646377828e-05	0	0	0	0	0.000154858691444057	0	0	0.000118953211736717	0	4.58467172317752e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097971051134568	0.00369273645706323	0	0	0	0	0	0	0	0.00109619073718827	0	0	0	0	0	0.00323624595469256	0	0	0.00638853684401107	0	0	0	0	0	0	0	0	0.000121335662978063	0	0	0	3.09377223648795e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103143418467583	0	0	0	0	0	0	0	0	0	0	0	5.12557662737058e-05	0.000338880939829806	0	0	0	0	0	0	0	0	0	0	9.37617202150269e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231340248118772	0	0	0	0	0	3.67525451137491e-05	0	0	0	0.00119892341570834	0.00103346847921138	0	0	0	0	0.000922802774772481	0	0	0	0	0	0.000640177542571807	0	0	0	0.005958882107292	0.000764689688924235	0	0	0	0.000467789361133387	0	0.000497968811427074	0.00175087543771886	0	0	0.00400691100246296	0	0	0.000102284350494374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91496691852954e-05	0	0	0	0	0	0	0	0	0	0.000401058795219379	0	0	0	0	3.91052713905835e-05	0.00147779419771331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0145154850852678	0	0	0	0	0.0200460568537884	0.00493580123395031	0	0	0	0	0	0	0.00398107695887082	0	0	0	7.10328171615286e-05	0	0	0	0	0.000292056074766355	0	0	0	0	0	0	0	0.00936680404645935	0	0	0	0	0.00130457470864498	0	0	0	0	0.0021376799492301	0	0	0	0	0	0	0.0155183116076971	0	0	0.00455432661027977	0	0	0.00239254533243788	0	0	0	0	0	0.00014233862358551	0	0	0	0	0	0	0	0	0.00393288496893254	0	0.00468286463824258	0.00554584821089417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21802091713596e-05	0	0	0	0	0	0	0	0	6.46120049105124e-05	0	0	0	0	0.000906481341592386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409362516919217	0	0	0.000107565435640014	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72504577508174e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27774112679773e-05	0	0	0	0	0.00224633542737483	0	0	0	0	0.000184459303666129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000626405396723418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212156571549804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018984337921215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113950838352596	0	0	0	0	0	0	8.60252053851779e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	0.0224147808650816	0.0934217955957086	0.000863625657533171	0.00578941951420338	0.0232986534519887	0.000651939520072215	0	0.000538673595487816	0.0359586037537274	3.26583932070542e-05	0.00629333333333333	0	0.029677609303695	0.00785133565621371	2.61567837618686e-05	0.000183615386969428	0.0098334655035686	3.56366487295535e-05	2.86541982698595e-06	0.00326026637069922	0.000262697022767075	0	0	0	0.000128871515099446	0.000163383437587527	0.00194789955409528	0.0239772271084997	0.0393714484518149	0.0040595399188092	5.99430540986063e-05	0	0.000316035648821187	0.000243859954711723	0.00160197165742452	9.36154278225052e-05	0.00795169197656343	0	0.00020987827060305	2.56574727389352e-05	0.00791411241931822	0.000639444596693158	0	0	7.52539821898909e-05	5.58643613306891e-05	0.0001781986660557	0.000761469636398249	0.00124455507156192	3.17631737763237e-05	0.0058971109329333	0.000714924039320822	0.00212128199216048	0.0247967353041961	0.00178229873065554	4.46674508285812e-05	0.00681420732075017	0	0.0120918596446212	0.000994952436420113	0	0.00797679477882524	0.015311899955689	0.002567830956285	0	0	0.000265917033885428	0.0398058252427184	7.07013574660634e-05	0.000467089642287182	0.000686870368828574	0	0.000595651742281346	0.000157610622955987	0	0	0.0608890455094644	0.00174361493123772	0.0194559380227133	4.54338936846888e-05	0.00446030330062444	0.000537177134159989	0.00136794652572672	0.00092065332287653	0.00466492776886035	0.000115794349235757	0	0.000205549845837616	0.0251551151940744	0.000922603792926704	0.00214624595225544	0.000252440255806126	0.0473293892175652	0.000134892086330935	0	7.94186554421634e-05	0	0	0.000203059428726141	0	0.00246529129362917	0.011595199399925	0	0	0.00128302933629239	0.00017307026652821	0	0.0167491435097069	0.00107628583542611	6.12914100088873e-05	0.00024904119141306	0.0105158933387961	0.00265852697912564	0	0.0484291397996982	0.000112900797832305	0.000254220052877771	0.00187655322817873	0.000116587484333557	3.92850127676292e-05	0	0.00732514968056996	0.0116505568010585	0	0.00104946811048037	0.0143317230273752	0.0181306581844874	0.00135145878050719	0	0.0031747203662003	0.00032514450867052	0.00116252034410602	0.00467765544453637	0.000240639137549331	0	0.000905151132810357	0.00129106936158846	0.000434390349851305	0.000512142034057445	0.00791443141929929	0.000612276136537578	0.0220640254686947	0.00523610664953421	0.00419049949530481	0.0274461156768491	0.0028028028028028	0	0.00888799786153435	0.0710819720709708	0.000314506617743415	0.000125062531265633	7.2950102130143e-05	0	0.0110281954196228	0	0.0291432494977494	0.000545516535969997	0.000104536901526239	0.00105927714927334	4.31350558598973e-05	3.49344978165939e-05	0.00448781877760365	0.00160218371706622	0	0.000515525240908911	0.00655737704918033	0.0414766097379866	0	0.0214474764990417	0	0.00103626943005181	0.00680880865302311	0.0108937960042061	0.000379775679165506	0.00529198774487049	0.00180088478252359	0.00202802359882006	0	0	0	0.00168968557155451	0.000422059651097355	8.95776414207014e-05	0.00284532965811586	0.000184672206832872	0.00320847036175503	0.000567945174359169	0	0.00251560889858762	0	3.91052713905835e-05	0.00124445827175857	0.00927808845958312	0	0.000523269123851261	8.44987113946512e-05	0.00393700787401575	0.0433160839528225	0.0220662390576465	0.0169577751399016	0.019279351150113	0.0446663614512991	0.00123253903040263	0.0017774266811494	0.0226665378795196	0.000499282281720027	0.011490584104692	0.000142588262134261	0	0	6.9900740947854e-05	0	0.000113254558495979	0.00546940136735034	0	0	0	0.000149458958569977	0.0844170226230027	0.00488414357110404	0.0102112038880128	0.00103060091961313	0	0.000110196885101381	0.000177582042903822	0.000166347833319471	0.000330372219367154	0.0143781993375489	0	0.000166889185580774	0.00993818931038662	0.000110984711855942	0.0086716594402838	0	0.00318936877076412	0.0129845036132473	0.00230289073389492	0.0247860045537078	0.00140274314214464	0.000114168284050691	0.000499727421406506	0.0187492390730896	0.00226126282831797	2.63109427210777e-05	0	0	0.0161927484648179	0.0652994421991382	0.000459331496007349	0.00275010377750104	0.00121334681496461	4.60066249539934e-05	0	0.014708728469131	0.000477486511006064	0	0.0276146005924587	0.00181488203266788	0.000674865026994601	7.36811081638668e-05	0.00335795836131632	0.0018156700217091	4.53844059181265e-05	0	0	0.00161215052394892	0.0555476478542452	0	4.26566565712579e-05	0.0121562375448386	0	0.000539908215603347	0.000772200772200772	0	8.17795224075891e-05	0.000488701682530078	0.00032427524482781	0.0188295290165984	0.00243105674998101	0.000230450145951759	0.0356066831005204	0.000213857998289136	0.000817268400557665	0.0027641724455652	0.000295650245759267	0.00567260940032415	0.000321298044098157	0.00172554126648217	0.00684822423952859	0	0	0.000368663594470046	0.0229119233073697	0.0015547263681592	0.000258075616155534	2.54226515825601e-05	6.43604183427192e-05	0	0	0.00287436624216536	3.56099992878e-05	0	0	3.31081975897232e-05	0	0.00956257672675583	0	0	0.000272071826962318	0.0154754704898787	0.00203958301858287	3.34660821257655e-05	0.000341821910784481	0.00080669129197979	0	0.00801335559265442	9.4872159764717e-05	0.0313612767600498	0	0	0	2.74778116670788e-05	0.0335847112276922	0.000111598839372071	0	0	0.000144985320236326	4.41286792286307e-05	7.69645193565766e-05	0.00173129062816451	0.000102026935110869	0	0.00117113713638081	0.00931755225384034	0	0	0.012981545154726	3.30131062031627e-05	0.000105414807266594	0	3.58551452133381e-05	0.000116081101996595	3.09789343246592e-05	9.98003992015968e-05	0.0332743032901482
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	0	0	0	2.57307533964594e-05	0	2.50745969258544e-05	0.00010944949573147	0	0	0	0	6.4985703145308e-05	0	1.54858691444057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64950184299843e-05	0	0	2.99715270493032e-05	0	0	0	0	3.12051426075017e-05	0	0	6.99594235343501e-05	0	0	0	0	0	0	2.79321806653445e-05	0	0	0	0	2.58645216356723e-05	0	9.22296518330643e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16285072017317e-05	0	0	0	0	2.76648131241873e-05	0	0	0	0	0	4.47647611799991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97093277210817e-05	0	0	6.76864762420468e-05	2.67673117588801e-05	0	0	0	0	0	5.76900888427368e-05	0	7.61324704986677e-05	0	6.12914100088873e-05	0	0	0	0	0	0	0	0	0	0.000117855038302887	0	0	0	0	4.77030959309259e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42164839051999e-05	1.6061676839062e-05	0	0	0	0	0	0	2.62088848119513e-05	0.000125062531265633	3.64750510650715e-05	0	0	0	0	0	0	0	4.31350558598973e-05	0	0	0	0	0.000158623151048896	0	0	5.79710144927536e-05	0	3.07200786434013e-05	3.23834196891192e-05	0	0	0	0	3.91496691852954e-05	4.60914454277286e-05	0	0	0	0	0	0	0	0	4.01058795219379e-05	3.78630116239446e-05	3.87732154627583e-05	0	0	0	3.88893209924555e-05	0	0	6.54086404814076e-05	0	0	2.62680921484673e-05	0	5.65259171330055e-05	0	0	0	0	0	0	0	2.85176524268522e-05	5.06559951370245e-05	4.30440771349862e-05	0	4.05153553196662e-05	7.55030389973196e-05	3.33500083375021e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76392652815417e-05	3.31323305281293e-05	0	0	0.000138730889819927	0	0.000155969741870077	0	0	6.06023877340767e-05	0	0	0	0	0	0	0	0	0	0	0	3.53331920005653e-05	0	8.08897876643074e-05	4.60066249539934e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0270618556701e-05	0	0	0	0	0	0	0	0	0	0	4.27715996578272e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54226515825601e-05	0	0	0	0	0	9.80616480894322e-05	0	0	0	0	3.41133929180596e-05	0	0	0	0	0	0	0	5.49556233341577e-05	0	0	0	2.50526104820122e-05	0	0	0	0	0	0	0	0	0	0	3.26658609087643e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.09789343246592e-05	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	3.58063592093956e-05	2.82326369282891e-05	0	0	0	2.50745969258544e-05	0.000176186993128707	6.33733641750372e-05	0.000175407823188914	0	0	4.3323802096872e-05	2.94420727219196e-05	4.64576074332172e-05	0	3.06025644949047e-05	3.96510705789056e-05	0	1.14616793079438e-05	6.93673695893452e-05	0	0.000156803713111926	0	0.000261940103029774	8.59143433996306e-05	2.33404910839324e-05	4.69373386528984e-05	0.000985365497609576	2.89922300823379e-05	7.12199985756e-05	2.99715270493032e-05	2.47445129042635e-05	3.16035648821187e-05	3.4837136387389e-05	0.000123228589032656	9.36154278225052e-05	2.9893578859261e-05	0	0.0001399188470687	2.56574727389352e-05	0	0	0	0	0	2.79321806653445e-05	0	3.80734818199124e-05	7.77846919726198e-05	0	0	5.95770032767352e-05	0	3.11516775178343e-05	0	1.48891502761937e-05	0	6.08735352305585e-05	0.000416960677400731	0	0	0.000103594737387341	4.92344050022156e-05	6.1875444729759e-05	0	4.82218203737191e-05	0.000417869624677101	0	0	0.000194620684286326	0.000624427608025976	4.20168067226891e-05	4.96376451901122e-05	0	0	0	0	2.45579567779961e-05	0	0	0	0.000268588567079995	0	0	0	0	0	0.000176185582146528	0.000769563753547208	0	0.000188267188794337	4.20733759676876e-05	0	4.49640287769784e-05	0	7.94186554421634e-05	0	2.8533112677262e-05	0.000846080953025585	0.0001338365587944	0	3.12539067383423e-05	0.000115433452614568	2.96085746432167e-05	0	0	0.00058168522519528	5.07549803324451e-05	0	0.000153228525022218	0	0.000443852640923213	0	0.000265553869499241	0.000164631636712855	0.000112900797832305	0	0.000101435309631283	0.000466349937334227	0	0	0.000133792688229588	0.000110257635341247	0	0	0	2.44678248103744e-05	7.94975753239526e-05	3.15945783703516e-05	0	0	8.71890258079516e-05	9.54623560109464e-05	7.21917412647993e-05	5.10386362476395e-05	8.22864666191234e-05	0	0.000133658569185017	4.26785028381204e-05	3.31147758129677e-05	0.000153069034134395	0	0	0.000122350350227878	3.10125600868352e-05	2.86000286000286e-05	0	0	0	7.86266544358538e-05	0.000250125062531266	3.64750510650715e-05	0	0	3.96432111000991e-05	5.08608193678e-05	6.81895669962496e-05	5.22684507631194e-05	0.000169484343883734	0.000129405167579692	0.000104803493449782	0	0.000178020413007358	0	3.96557877622239e-05	0.000104638995465644	3.5359428591634e-05	0.000202898550724638	0	0	0	0	0	2.53183786110338e-05	0.000185683780521771	0.000313197353482363	0	0	3.29359067255122e-05	0	0	0	0.000179155282841403	8.89165518161206e-05	0	0.000120317638565814	3.78630116239446e-05	0	3.03085409468388e-05	0	0	3.88893209924555e-05	0	0	9.81129607221114e-05	0	0.00104291599311675	5.25361842969345e-05	0.00012102142079148	8.47888756995082e-05	0	8.58418221357445e-05	2.73897562311695e-05	6.58306178203482e-05	0	0	2.9016626527e-05	2.85176524268522e-05	2.53279975685122e-05	0.000258264462809917	0.000104851111421781	4.05153553196662e-05	0.000151006077994639	6.67000166750042e-05	0.000140252454417952	0	0	2.98917917139953e-05	6.328112640405e-05	0	0	0	9.78473581213307e-05	0.000183661475168969	3.55164085807643e-05	2.77246388865785e-05	0	0	3.31323305281293e-05	0	0	0	3.94166338194718e-05	0	0	3.86443559918074e-05	0	8.64628065827017e-05	0	0.000190280473417818	0	0	0	0.000105243770884311	0	0	0	3.34012492067203e-05	0.000706663840011307	0	0	4.60066249539934e-05	3.15069787958033e-05	0	2.38743255503032e-05	0.000767116282043086	0	3.42430572201486e-05	0	0	4.1974479516454e-05	0	0	0	7.88208402301568e-05	8.4850027576259e-05	0	2.39314602977074e-05	0	0	0.000120811855670103	8.99847026005579e-05	0.000284495021337127	0.000246166830777887	0	0	6.4855048965562e-05	2.45176159070292e-05	2.53235078123022e-05	0	0	0.000213857998289136	0	4.84942534309684e-05	0	7.36702519522617e-05	0	3.25573823864561e-05	0.000159261028826246	3.76392652815417e-05	0	9.21658986175115e-05	4.79328939484721e-05	0	4.30126026925889e-05	0.00017795856107792	3.21802091713596e-05	0.000140482322641068	2.90765294254478e-05	0	0	0.000228810512208675	2.43967893825173e-05	0.000364190173486955	3.0730463108079e-05	0	0.000170566964590298	4.41598586884522e-05	3.40089783702898e-05	0	0	0	0	0	2.74778116670788e-05	0	0	0	0.000200420883856098	0	0	0	0	3.71996131240235e-05	3.68107192814548e-05	6.67044658639896e-05	7.2492660118163e-05	0	7.69645193565766e-05	0	0	0	0	0	4.25477598604433e-05	4.46887429056621e-05	0	0.000198078637218976	0	0	0	3.86937006655317e-05	0.000216852540272615	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii	0	0	0	0	0	0	5.33899979177901e-06	3.16866820875186e-05	7.01631292755657e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00214732517972e-05	0	0.000291960147439874	0	3.56099992878e-05	0	2.47445129042635e-05	3.16035648821187e-05	0	0	0	0	0	0.000104939135301525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41477965231894e-05	0	4.14130119683605e-05	0	7.38516075033233e-05	0	0	0	0	0	0	0.000116772410571796	0.000291399550412122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93642636910879e-05	0	0	0	0	0	0	0	3.97093277210817e-05	0	0	0	2.67673117588801e-05	0	0	0	0	0	0	0	2.53774901662226e-05	0	0	0	6.82850216804944e-05	3.28213207299462e-05	0	0	0	0	0	5.82937421667784e-05	0	0	0	0	0	0	0	0	0	3.15945783703516e-05	0	3.61271676300578e-05	0	0	0	2.55193181238197e-05	2.74288222063745e-05	0	0	0	0	3.82672585335987e-05	0	0	0	0	0	0	0	0	0.000131044424059756	0	0	0	0	0	0	0	0	8.47421719418669e-05	0	0	0	0	0	3.96557877622239e-05	0	0	0.000434782608695652	4.56329287213653e-05	0	3.23834196891192e-05	0	0	0	0	0	0	0	0	0	7.34645900675874e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182510298795432	0	0	0	0	0.000114455762847659	2.73897562311695e-05	0	0	0	0	0	0	8.60881542699725e-05	0	0	0	3.33500083375021e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194962177337597	3.32225913621262e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103777501037775	0	0	0	0	0	3.19631784184619e-05	0	0	0	0	0	3.94710874284587e-05	0	0	2.62736134100523e-05	0	0	0	0	0	0	0	0	7.03333802222535e-05	4.08897612037946e-05	0	0	2.45176159070292e-05	0	0	0	0	0	0	0	0	0	0	0	3.76392652815417e-05	0	0	0	0	0	0	3.21802091713596e-05	0	2.90765294254478e-05	0	0	0	2.43967893825173e-05	9.93245927691696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26658609087643e-05	0	0	0	0	0	0	3.50852571749351e-05	0	0	0	0	0	0	0	0
