	chao1	observed_otus	shannon	simpson
CS.030	286.115384615	253.0	5.42713919322	0.940520465374
CS.117	266.111111111	217.0	4.77427841483	0.900170919668
T.CS.084	223.666666667	165.0	5.13623351088	0.928212786704
CS.045	280.333333333	212.0	5.63880554989	0.961407412742
T.CS.094	299.0	185.0	4.53561260221	0.898685684211
CS.108	245.05	202.0	4.74087719807	0.903890925208
T.CS.007	233.928571429	160.0	4.91028364566	0.944719268698
L.008.M3	239.5	157.0	3.79803928035	0.859358094183
CS.347.0	217.0	178.0	5.21493826933	0.951669518006
CS.251	260.555555556	215.0	4.73630002316	0.890448204986
IMP000.L.T30	282.555555556	206.0	5.27117236175	0.950468725762
T.CS.069	396.037037037	279.0	5.69460000208	0.958808315789
L.025.M4	263.333333333	181.0	5.26611974833	0.944659041551
CS.013	323.689655172	288.0	5.8662968943	0.955152819945
CS.172	280.3	214.0	4.9805100144	0.916817734072
T.CS.014	314.25	240.0	5.5346510449	0.956965157895
CS.090	299.096774194	242.0	5.33218461741	0.946193473684
L.005.M3	276.8125	223.0	5.50591979878	0.943654088643
CS.170	250.4375	194.0	5.21336695068	0.943373590028
CS.110	273.5	206.0	5.00811729171	0.934317313019
L.004.M3	292.24	249.0	5.9015947892	0.966517545706
CS.062	275.894736842	214.0	4.78876753817	0.896126936288
L.005.M5	276.8	218.0	5.05167364572	0.931142426593
TFSCS026	270.058823529	198.0	5.14856618129	0.936530598338
T.CS.009	301.954545455	244.0	5.32129950341	0.935726930748
CS.079	216.058823529	179.0	5.19173782198	0.946149711911
TFSCS025	240.5625	211.0	5.13481166113	0.948550166205
TFSCS027	247.689655172	212.0	4.80342964079	0.928693529086
T.CS.100	308.473684211	244.0	6.02325124699	0.967667495845
CS.140	265.8125	212.0	5.6689890397	0.962035047091
T.CS.013	308.1	200.0	4.73270323835	0.913956880886
CS.343	256.555555556	180.0	5.1588142737	0.951088487535
L.006.M3	249.956521739	227.0	5.49796642222	0.95457165651
CS.056	238.0	180.0	5.71488725709	0.964210216066
CS.019	214.555555556	187.0	4.92834072731	0.918326770083
T.CS.004	306.3125	203.0	5.22087635316	0.948402387812
CS.098	265.333333333	197.0	5.72127753246	0.964372891967
CS.269	196.5	124.0	4.60987008638	0.930978581717
CS.011	339.142857143	271.0	6.03801460871	0.965875373961
CS.357	237.789473684	188.0	4.68403703993	0.911115961219
TFSCS020	295.333333333	244.0	5.66515649352	0.96652933518
CS.151	269.571428571	211.0	5.69079434945	0.961862559557
CS.298	295.473684211	231.0	5.61870963146	0.953325479224
T.CS.142	235.4	186.0	4.80944959269	0.921038083102
CS.379	154.894736842	135.0	4.60435445884	0.931343795014
CS.294	256.5	148.0	3.66579356065	0.861880371191
CS.193	246.666666667	192.0	5.55128042148	0.966073689751
CS.046	241.3	221.0	5.28742972489	0.932169612188
CS.308.0	206.115384615	173.0	4.46577782036	0.91408966759
CS.173	203.3	183.0	4.78936865919	0.9034533241
CS.005	309.045454545	268.0	5.81769222753	0.957049772853
CS.016	216.066666667	183.0	5.06035632772	0.919240288089
T.CS.135	236.444444444	203.0	5.35980729682	0.958766271468
TFSCS022	394.181818182	296.0	5.80216969162	0.959252221607
L.008.M5	234.157894737	201.0	5.83658559811	0.967409634349
L.025.M3	262.176470588	193.0	5.36949813587	0.94576565651
L.005.M4	267.789473684	218.0	5.45669277331	0.943007878116
T.CS.043	247.142857143	200.0	5.17056502564	0.935003518006
CS.325	165.0	107.0	4.43602230101	0.92526700277
CS.237	311.0	272.0	5.34264951308	0.942983163435
CS.358	164.0625	129.0	4.43906296598	0.907875916898
T.CS.148	266.5	238.0	5.34539510922	0.941088819945
CS.332	221.352941176	180.0	4.8994310576	0.936066094183
CS.050	195.0	174.0	5.33799395298	0.955536565097
T.CS.023	205.0	164.0	4.89914679002	0.945055540166
L.012.M5	244.75	215.0	5.64779650848	0.964426121884
IMP000.L.T20	251.157894737	208.0	5.61601956887	0.960785529086
L.007.M2	281.5	232.0	5.74645493532	0.96342700277
CS.220	237.045454545	190.0	4.72657184101	0.902581944598
L.004.M6	271.076923077	217.0	5.42084146017	0.947076171745
T.CS.087	221.909090909	151.0	4.45855044464	0.910588770083
L.006.M6	345.913043478	286.0	6.1776732548	0.970654819945
CS.142	234.875	173.0	5.43844719257	0.963190980609
CS.008	227.64	201.0	5.41968045188	0.949983301939
CS.082	325.115384615	292.0	6.04911451555	0.962684277008
TFSCS023	283.65625	232.0	5.36309637831	0.956792764543
CS.158	228.956521739	206.0	5.57802707514	0.964161207756
T.CS.092	317.636363636	255.0	5.76402295211	0.94438598338
CS.200	344.130434783	303.0	6.60645130969	0.981683301939
CS.155	248.913043478	215.0	5.86807549196	0.969014299169
CS.115	215.791666667	191.0	5.20929770514	0.955716110803
CS.328	206.714285714	136.0	4.36804135366	0.917307102493
CS.120	291.882352941	231.0	5.50507388181	0.948379734072
IMP000.L.T10	253.157894737	210.0	5.48321316223	0.954465368421
T.CS.030	223.230769231	172.0	5.24441405903	0.950691401662
IMP000.L.T37	234.476190476	201.0	5.46989196659	0.954614304709
CS.235	283.965517241	240.0	5.65584919985	0.952788825485
CS.031	223.0	182.0	4.84616459506	0.940085113573
CS.087	228.555555556	183.0	4.44449137253	0.884595767313
T.CS.138	289.714285714	234.0	5.48490501191	0.950608421053
IMP000.L.T28	285.894736842	229.0	5.62478804362	0.959611396122
CS.070	207.047619048	168.0	4.66325042921	0.930483468144
CS.231	234.0	213.0	6.00835157832	0.97516698615
T.CS.042	289.166666667	239.0	5.50614017216	0.931788077562
CS.017	223.0	188.0	4.87046843913	0.90919301385
CS.101	241.75	195.0	5.34115470688	0.93130100277
IMP000.L.T40	286.571428571	206.0	5.40514485147	0.952029396122
CS.199	225.588235294	182.0	5.24243579461	0.952132493075
T.CS.018	266.6875	202.0	5.52416373391	0.954667152355
CS.224	235.55	164.0	4.34233831872	0.893574210526
IMP000.L.T29	295.105263158	228.0	5.56711207109	0.959062576177
CS.305	265.882352941	220.0	5.26791877957	0.926703739612
CS.380	246.583333333	197.0	5.44100066266	0.951480626039
L.025.M5	264.25	181.0	5.56931934937	0.961769174515
CS.191	289.214285714	212.0	4.95866859106	0.897056481994
CS.072	388.884615385	296.0	5.69400644311	0.950970487535
T.CS.051	356.25	232.0	4.97703392369	0.926276443213
IMP000.L.T09	242.4	193.0	5.28649735976	0.944190387812
CS.156	195.666666667	141.0	4.57002414422	0.927928548476
CS.168	363.64	288.0	5.76611080688	0.955445108033
CS.035	258.137931034	224.0	5.0197772216	0.911456243767
CS.227	184.333333333	156.0	4.8067719846	0.938861717452
L.007.M6	282.235294118	234.0	5.44347887267	0.944255108033
CS.077	290.6875	211.0	4.90488030186	0.923702044321
CS.021	254.5	193.0	5.52718900866	0.958802836565
CS.203	268.153846154	192.0	4.74993440234	0.90091833795
T.CS.065	221.875	191.0	4.83681647958	0.921397185596
CS.113	204.058823529	167.0	4.62518298195	0.905737191136
TFSCS029	270.2	197.0	4.93904314087	0.946498609418
T.CS.093	330.875	248.0	5.32806546977	0.930190781163
T.CS.099	332.956521739	256.0	5.14430118397	0.921875750693
CS.350	242.285714286	207.0	5.31963692131	0.944081462604
CS.284	247.3125	201.0	5.44459052316	0.959840232687
CS.066	198.176470588	169.0	4.41634213531	0.864853734072
L.012.M1	295.714285714	225.0	5.67651359931	0.968503817175
L.008.M4	263.681818182	208.0	5.68221838588	0.965415423823
CS.053	318.4	259.0	5.81079845942	0.963554487535
T.CS.061	305.052631579	224.0	5.50883595819	0.951216160665
T.CS.020	476.37037037	311.0	6.04837918273	0.973862725762
CS.153	346.0	276.0	5.64592572387	0.946253728532
T.CS.137	374.230769231	260.0	6.18122527748	0.976405063712
CS.009	183.461538462	150.0	5.15627615369	0.956205152355
CS.014	313.216216216	284.0	5.42655229941	0.920087734072
L.006.M1	246.5	214.0	5.8096673232	0.968631512465
CS.118	238.454545455	203.0	4.83833214703	0.914417257618
CS.356	247.391304348	173.0	4.58168962417	0.910677695291
CS.076	271.933333333	226.0	5.15164055122	0.94697299723
L.025.M2	233.9375	190.0	5.37326845837	0.946579313019
L.005.M1	241.2	210.0	5.23994819039	0.93582067036
CS.362	250.176470588	181.0	4.99840417714	0.935456177285
CS.078	183.0	154.0	4.98666410638	0.940408022161
CS.088	156.230769231	125.0	4.42479299764	0.905739529086
L.004.M4	245.136363636	224.0	5.41053458288	0.933172421053
CS.311	232.214285714	182.0	4.85155796481	0.906932055402
L.012.M2	274.176470588	241.0	5.69860337964	0.963759301939
CS.219	275.882352941	230.0	5.54558268477	0.953742426593
CS.022	224.9375	181.0	4.99289057259	0.947783518006
CS.049	223.0	157.0	4.62226216728	0.921160171745
CS.029	236.0	205.0	5.79294644345	0.968303867036
CS.241	270.5	206.0	5.35019855471	0.945495883657
T.CS.045	239.555555556	187.0	4.79388384886	0.90243598892
CS.275	234.625	193.0	5.66843752472	0.967759601108
CS.093	278.620689655	246.0	5.55507094606	0.947761368421
CS.095	316.0	261.0	5.75884216117	0.95858000554
IMP000.L.T38	237.25	205.0	5.3648518773	0.952011883657
L.006.M5	295.4375	239.0	5.55436774894	0.94319065374
CS.103	292.045454545	245.0	5.75681123567	0.961257822715
CS.249	244.620689655	212.0	5.32847314218	0.958011606648
IMP000.L.T02	298.125	245.0	5.77801162605	0.962814731302
CS.228	259.848484848	235.0	5.2486000035	0.941955689751
CS.033	323.285714286	239.0	5.5080698204	0.957133850416
CS.319	190.619047619	167.0	5.10258028382	0.941123545706
L.006.M4	265.333333333	227.0	5.18911201709	0.949063351801
L.008.M2	221.0	182.0	5.0097769307	0.933126459834
CS.240	253.454545455	200.0	4.9532687257	0.931715894737
CS.205	205.045454545	164.0	4.87155089323	0.936480614958
CS.274	239.954545455	182.0	5.05745326339	0.944750498615
CS.283	205.9375	162.0	5.2233613739	0.955333185596
CS.334	172.047619048	160.0	5.33937785124	0.958980692521
CS.285	184.217391304	164.0	5.12821058911	0.957137623269
CS.097	258.222222222	211.0	5.24261593346	0.947796132964
CS.345.0	178.8	154.0	4.43657231268	0.915789096953
CS.161	216.636363636	188.0	5.20335220105	0.951216360111
T.CS.073	260.0	219.0	5.27708604787	0.934184831025
CS.052	336.315789474	261.0	5.59709917949	0.955215036011
CS.058	332.333333333	263.0	5.76814128907	0.968310144044
CS.114	278.526315789	231.0	5.98301002957	0.973487828255
T.CS.088	257.0	204.0	5.04894627268	0.934423639889
CS.096	250.476190476	199.0	5.71604528816	0.967832376731
T.CS.090	224.5	165.0	4.31741374778	0.869541961219
CS.339	200.476190476	149.0	4.42429699973	0.908796825485
CS.092	311.620689655	279.0	6.16231422419	0.972907756233
CS.171	267.75	240.0	4.8192250179	0.870075351801
CS.141	295.0	246.0	5.49244749982	0.951645224377
CS.091	247.647058824	197.0	5.38540337548	0.959629850416
L.004.M2	287.105263158	235.0	5.22507431961	0.932548121884
CS.286	223.565217391	193.0	5.35720925284	0.957343634349
T.CS.150	277.3125	231.0	5.24315962768	0.930556842105
CS.351	251.8125	198.0	5.38627771026	0.951040304709
CS.060	270.368421053	211.0	5.37046240174	0.961163440443
CS.040	220.0	185.0	4.83429114788	0.911411180055
CS.194	170.75	132.0	4.51713552178	0.927801108033
L.025.M1	238.75	190.0	5.3070528186	0.956154731302
CS.027	246.055555556	207.0	4.7234978039	0.878381385042
T.CS.070	276.04	223.0	5.35854267018	0.931750509695
L.005.M6	253.352941176	212.0	4.89750083411	0.918716132964
TFSCS024	249.681818182	194.0	5.16706800231	0.951285529086
CS.089	305.6	266.0	5.54122103834	0.933630437673
T.CS.049	270.25	196.0	5.03549916618	0.940914831025
T.CS.071	268.25	227.0	5.09120880884	0.923948271468
CS.341	235.588235294	172.0	4.88698267677	0.933687085873
CS.028	317.954545455	260.0	5.79968314168	0.962905479224
CS.229	211.058823529	180.0	5.26829043327	0.951250897507
CS.043	311.461538462	221.0	5.84460608732	0.967945191136
T.CS.134	302.035714286	243.0	4.74094475834	0.894718581717
CS.160	271.37037037	226.0	5.11661094985	0.928610304709
T.CS.008	185.8	148.0	4.34803255437	0.862293069252
CS.123	212.272727273	182.0	4.30192924542	0.856759518006
T.CS.096	322.037037037	265.0	5.58987509828	0.948071396122
T.CS.095	267.136363636	228.0	5.37597898262	0.940588537396
L.004.M1	345.0	246.0	5.57537652933	0.948384781163
CS.133	265.066666667	193.0	5.0564202065	0.940345362881
CS.124	212.571428571	154.0	5.11616086704	0.948504504155
L.007.M4	263.75	234.0	5.82808314497	0.961794836565
CS.024	356.193548387	301.0	6.1518008249	0.967079872576
CS.032	285.2	175.0	4.32099417719	0.894759119114
CS.085	376.115384615	301.0	6.13189574194	0.973290088643
CS.038	170.272727273	143.0	4.39953926858	0.843487601108
CS.018	188.055555556	155.0	4.76802454364	0.922269562327
CS.020	201.5	155.0	5.1753234242	0.947952072022
T.CS.098	284.285714286	255.0	5.71381150673	0.958415822715
CS.004	232.260869565	193.0	5.62409574488	0.964151501385
CS.236	192.8	168.0	4.8555313837	0.936590637119
CS.131	324.130434783	273.0	6.03202834572	0.967924110803
CS.196	268.142857143	200.0	4.97325745102	0.941941789474
L.012.M4	242.0	212.0	5.53712209708	0.955837185596
CS.296	289.142857143	226.0	5.31476799617	0.942232027701
L.012.M6	280.882352941	220.0	6.02335129914	0.974098232687
CS.037	181.0	152.0	5.07226590425	0.947749506925
CS.084	332.516129032	293.0	6.18049962143	0.973464265928
CS.122	244.166666667	203.0	4.96840506134	0.904403235457
CS.335	194.0	134.0	4.42421878325	0.926827778393
L.012.M3	231.476190476	216.0	5.78325673871	0.965338055402
CS.106	275.206896552	257.0	5.64084523901	0.957220980609
CS.057	244.666666667	205.0	5.63830056211	0.962880548476
T.CS.149	277.066666667	214.0	4.02729746363	0.810169274238
CS.164	266.956521739	200.0	4.28840521099	0.913014908587
CS.059	335.25	259.0	5.79370053778	0.966109900277
CS.086	287.5	238.0	5.45597136057	0.939550526316
CS.247	274.464285714	248.0	5.81411256087	0.966104409972
CS.135	200.428571429	179.0	5.61223557267	0.963460182825
CS.051	207.714285714	170.0	5.50576227622	0.961624465374
CS.154	160.75	110.0	4.40060594586	0.92766834903
CS.041	208.473684211	184.0	4.71980216321	0.907788952909
CS.292	257.444444444	230.0	5.35703864753	0.949744637119
CS.002	244.857142857	226.0	5.7734007553	0.965823578947
TFSCS021	392.416666667	309.0	5.65459396241	0.958511933518
CS.067	174.526315789	145.0	4.71998780736	0.936487977839
CS.222	259.0	184.0	5.11178880265	0.95118133518
