	chao1	observed_otus	shannon	simpson
T.CS.151	162.588235294	137.0	4.7548474119	0.915581491627
CS.071	184.375	145.0	5.29904103803	0.950755098227
CS.064	191.375	166.0	5.78818760987	0.970049055275
CS.218	240.260869565	201.0	5.90462414559	0.965993798974
CS.174	187.0625	152.0	5.25587312239	0.940653973695
T.CS.140	198.571428571	151.0	4.95171989848	0.924033861958
CS.074	172.052631579	137.0	4.7468673529	0.896243252847
CS.012	231.333333333	188.0	5.88909019895	0.967919468953
T.CS.139	269.0	183.0	5.55648748467	0.948132765724
CS.312	205.0	154.0	5.67280307973	0.96439049725
T.CS.141	169.0	125.0	4.61051296819	0.922771591554
IMP000.L.T26	183.0	152.0	5.44390026941	0.956917627817
CS.138	189.4	152.0	5.23269251455	0.939622064713
CS.290	166.090909091	121.0	4.86910110791	0.923550894947
CS.047	188.6	122.0	5.03386920031	0.946751492468
CS.006	215.666666667	161.0	4.94378120349	0.916158944698
T.CS.003	198.875	163.0	5.16033035152	0.942529714816
CS.042	160.875	117.0	4.87640900696	0.923571624032
T.CS.133	304.352941176	217.0	6.0771278874	0.973967609807
CS.080	192.714285714	137.0	4.89004230316	0.937382703769
CS.139	146.111111111	110.0	4.77564448713	0.929516394933
IMP000.L.T04	171.352941176	144.0	5.52433428094	0.961897359972
CS.137	206.5	147.0	5.30265586697	0.956517370542
CS.346	154.4	128.0	4.71585863726	0.929481754635
TFSCS028	226.1	152.0	5.301463625	0.93920645001
CS.300	179.166666667	155.0	5.508632542	0.962972862013
CS.365	159.157894737	147.0	4.90388090147	0.897774312677
CS.119	143.0	137.0	5.46160580981	0.958706251689
T.CS.047	201.0	168.0	5.76347899912	0.964561288379
CS.388	148.0625	119.0	4.87296152569	0.944749655155
CS.318	179.071428571	139.0	5.34008540391	0.95330828787
L.007.M5	260.6875	196.0	5.85318797713	0.964141128429
CS.001	243.0	192.0	5.99239433375	0.972812979134
T.CS.067	169.476190476	136.0	4.31725385689	0.882195269285
CS.015	161.153846154	123.0	4.25585223312	0.888234526246
CS.136	209.875	179.0	5.7342943913	0.966187936148
CS.094	113.363636364	101.0	4.10931351194	0.871935680887
L.025.M6	194.352941176	153.0	5.24530426093	0.948461814117
L.005.M2	185.473684211	167.0	5.37636668006	0.940070529161
T.CS.081	203.666666667	149.0	4.88289284156	0.92218208669
T.CS.136	191.142857143	154.0	4.55159965032	0.883776257974
CS.025	211.0	172.0	5.32867277571	0.936931553492
CS.167	136.0	109.0	4.4329355358	0.892008941329
T.CS.146	174.0	143.0	5.26670645458	0.949019915451
CS.023	237.076923077	174.0	5.36147848663	0.933263813998
IMP000.L.T19	180.391304348	156.0	5.40982629252	0.954669038643
CS.382	183.545454545	144.0	5.5894329549	0.962620674177
CS.063	181.176470588	152.0	5.49974573367	0.955305855405
IMP000.L.T39	193.352941176	152.0	5.51263837745	0.959478530608
CS.230	131.8125	116.0	4.97278734061	0.933171531694
CS.213	141.666666667	120.0	5.23276391968	0.957105842396
CS.083	277.885714286	240.0	6.08051755773	0.971969629067
CS.360	177.105263158	151.0	5.78776227177	0.970626577214
CS.302	158.4	114.0	4.83948264465	0.942978661336
L.004.M5	194.166666667	163.0	5.22021201046	0.935654132262
IMP000.L.T18	217.833333333	170.0	5.59317978276	0.956526805375
L.008.M1	162.8	138.0	4.79576000452	0.929049129687
CS.282	162.545454545	123.0	5.02894845417	0.946273483909
CS.068	160.0	127.0	4.68485322251	0.928221756855
CS.175	148.2	113.0	4.31500297961	0.917111793916
T.CS.145	168.0	126.0	4.61830070462	0.89944544878
CS.238	222.5	170.0	5.55567735119	0.953295547403
CS.075	179.461538462	146.0	5.28129829946	0.941666255471
CS.003	247.954545455	190.0	5.30555563878	0.934635239217
CS.111	216.538461538	185.0	5.45832645208	0.954715110928
CS.055	201.0	135.0	5.24053596647	0.946896045121
CS.132	214.0	181.0	5.7786097821	0.965108026594
T.CS.147	201.428571429	166.0	5.54140849429	0.949952724258
CS.260	170.8	146.0	5.24630467379	0.950341549546
CS.130	213.882352941	168.0	5.46614102531	0.951922538234
CS.065	197.545454545	137.0	5.1912605109	0.946879585815
CS.099	234.6875	170.0	4.66833358478	0.871449132772
CS.239	249.130434783	208.0	5.84174630765	0.957240133808
CS.321	150.235294118	128.0	4.4287950697	0.883590935826
CS.190	189.391304348	165.0	5.62021695098	0.958938334795
CS.232	265.625	228.0	6.12185239249	0.969391233959
CS.143	213.882352941	168.0	5.65139350432	0.961346558581
CS.163	207.4	151.0	4.96024781196	0.941754750068
CS.188	169.0	138.0	5.03343526372	0.938921201277
T.CS.143	186.375	147.0	5.02449539765	0.927303754537
L.006.M2	216.142857143	169.0	5.36426548354	0.955684419452
CS.061	82.9285714286	79.0	4.03784816838	0.874588452777
CS.248	207.071428571	167.0	6.03007438813	0.975176439116
CS.159	235.2	175.0	5.30459910794	0.94339317416
IMP000.L.T05	197.652173913	162.0	5.57261745761	0.961876699755
IMP000.L.T36	190.1875	163.0	5.52020954266	0.954997949301
CS.176	197.214285714	164.0	5.44717793536	0.949659418041
CS.217	254.571428571	187.0	5.53645370762	0.944391406989
CS.104	208.4	159.0	5.08838635751	0.936690104421
CS.333	216.363636364	149.0	5.53844050128	0.962275855151
L.007.M1	218.4	161.0	4.95645038335	0.919135599927
CS.036	230.125	171.0	5.7556870843	0.967292637962
T.CS.089	238.25	177.0	5.50360214132	0.951197984417
CS.295	206.0	149.0	4.84926589914	0.907214379126
CS.112	180.555555556	153.0	5.25477147976	0.943871389321
CS.169	224.365853659	198.0	5.10301705002	0.897792493668
T.CS.144	183.105263158	157.0	5.2084082021	0.943245315873
IMP000.L.T06	214.166666667	173.0	5.80469037779	0.965688027759
CS.109	243.5	209.0	5.6843500311	0.952843708453
CS.007	182.05	145.0	4.83324400659	0.901777574099
CS.366	126.090909091	101.0	4.62330995547	0.926299599113
CS.301	198.0625	169.0	5.64606402884	0.96218061155
IMP000.L.T03	210.2	150.0	5.39662659208	0.952696883176
CS.233	269.206896552	204.0	5.42766815448	0.954893339735
IMP000.L.T17	164.5	151.0	5.45239776704	0.956520125238
CS.165	179.9375	136.0	5.15674952774	0.951048404444
CS.198	191.2	160.0	5.04254352721	0.933278345017
CS.297	173.789473684	146.0	4.88946255218	0.91639564192
L.008.M6	206.5	147.0	5.37008997983	0.948551686061
CS.322	171.1875	134.0	5.20130189083	0.952941086943
IMP000.L.T27	181.105263158	155.0	5.28112540937	0.953348230957
CS.259	186.052631579	151.0	4.94068070951	0.924266013932
L.011.M1	175.714285714	149.0	5.19796975554	0.943948934003
CS.293	178.461538462	145.0	4.94656252179	0.9260130419
CS.102	233.909090909	163.0	4.79794552153	0.89856787162
CS.044	185.882352941	140.0	4.75716061047	0.907091450833
CS.105	228.789473684	179.0	5.08951422281	0.920200496389
T.CS.097	238.5	174.0	5.09930308405	0.927017610528
CS.030	288.588235294	198.0	5.41026405609	0.939504094872
CS.117	205.647058824	155.0	4.76401580898	0.902694818875
T.CS.084	139.833333333	124.0	5.11094886044	0.927322210997
CS.045	206.5	164.0	5.63093864551	0.961083071944
T.CS.094	167.545454545	128.0	4.50928443985	0.898241302453
CS.108	248.866666667	157.0	4.72869860127	0.903385558804
T.CS.007	142.368421053	121.0	4.91138045453	0.944854609059
L.008.M3	173.363636364	106.0	3.84582247432	0.862468825023
CS.347.0	161.230769231	130.0	5.25994216937	0.953647941841
CS.251	209.555555556	164.0	4.6426599581	0.884701078164
IMP000.L.T30	185.0	152.0	5.29068180179	0.951260309405
T.CS.069	265.5	198.0	5.67530783685	0.958731939225
L.025.M4	190.333333333	149.0	5.24508569903	0.943395791121
CS.013	358.0	228.0	5.86396477173	0.955957960728
CS.172	200.0	155.0	5.0018140525	0.918038060321
T.CS.014	224.714285714	169.0	5.48946202351	0.956309391023
CS.090	255.0	178.0	5.3164083408	0.947043421337
L.005.M3	186.181818182	169.0	5.46307245926	0.944394919226
CS.170	186.0	153.0	5.20815834816	0.94306750027
CS.110	261.363636364	150.0	4.97794764959	0.934238631913
