#Taxonomy	T.CS.151	CS.071	CS.064	CS.218	CS.174	T.CS.140	CS.074	CS.012	T.CS.139	CS.312	T.CS.141	IMP000.L.T26	CS.138	CS.290	CS.047	CS.006	T.CS.003	CS.042	T.CS.133	CS.080	CS.139	IMP000.L.T04	CS.137	CS.346	TFSCS028	CS.300	CS.365	CS.119	T.CS.047	CS.388	CS.318	L.007.M5	CS.001	T.CS.067	CS.015	CS.136	CS.094	L.025.M6	L.005.M2	T.CS.081	T.CS.136	CS.025	CS.167	T.CS.146	CS.023	IMP000.L.T19	CS.382	CS.063	IMP000.L.T39	CS.230	CS.213	CS.083	CS.360	CS.302	L.004.M5	IMP000.L.T18	L.008.M1	CS.282	CS.068	CS.175	T.CS.145	CS.238	CS.075	CS.003	CS.111	CS.055	CS.132	T.CS.147	CS.260	CS.130	CS.065	CS.099	CS.239	CS.321	CS.190	CS.232	CS.143	CS.163	CS.188	T.CS.143	L.006.M2	CS.061	CS.248	CS.159	IMP000.L.T05	IMP000.L.T36	CS.176	CS.217	CS.104	CS.333	L.007.M1	CS.036	T.CS.089	CS.295	CS.112	CS.169	T.CS.144	IMP000.L.T06	CS.109	CS.007	CS.366	CS.301	IMP000.L.T03	CS.233	IMP000.L.T17	CS.165	CS.198	CS.297	L.008.M6	CS.322	IMP000.L.T27	CS.259	L.011.M1	CS.293	CS.102	CS.044	CS.105	T.CS.097	CS.030	CS.117	T.CS.084	CS.045	T.CS.094	CS.108	T.CS.007	L.008.M3	CS.347.0	CS.251	IMP000.L.T30	T.CS.069	L.025.M4	CS.013	CS.172	T.CS.014	CS.090	L.005.M3	CS.170	CS.110	L.004.M3	CS.062	L.005.M5	TFSCS026	T.CS.009	CS.079	TFSCS025	TFSCS027	T.CS.100	CS.140	CS.026	T.CS.013	CS.343	L.006.M3	CS.056	CS.019	T.CS.004	CS.098	CS.269	CS.011	CS.357	TFSCS020	CS.151	CS.298	T.CS.142	CS.379	CS.294	CS.193	CS.046	CS.308.0	CS.173	CS.005	CS.016	T.CS.135	TFSCS022	L.008.M5	L.025.M3	L.005.M4	T.CS.043	CS.325	CS.237	CS.358	T.CS.148	CS.332	CS.050	T.CS.023	L.012.M5	IMP000.L.T20	L.007.M2	CS.220	L.004.M6	T.CS.087	L.006.M6	CS.142	CS.008	CS.082	TFSCS023	CS.158	T.CS.092	CS.200	CS.155	CS.115	CS.328	CS.120	IMP000.L.T10	T.CS.030	IMP000.L.T37	CS.235	CS.031	CS.087	T.CS.138	IMP000.L.T28	CS.070	CS.073	CS.231	T.CS.042	CS.017	CS.101	IMP000.L.T40	CS.199	T.CS.018	CS.224	IMP000.L.T29	CS.305	CS.380	L.025.M5	CS.191	CS.072	T.CS.051	IMP000.L.T09	CS.156	CS.168	CS.035	CS.227	L.007.M6	CS.077	CS.021	CS.203	T.CS.065	CS.113	TFSCS029	T.CS.093	T.CS.099	CS.350	CS.284	CS.066	L.012.M1	L.008.M4	CS.053	T.CS.061	T.CS.020	CS.153	T.CS.137	CS.009	CS.014	L.006.M1	CS.118	CS.356	CS.076	L.025.M2	L.005.M1	CS.362	CS.078	CS.088	L.004.M4	CS.311	L.012.M2	CS.219	CS.022	CS.049	CS.029	CS.241	T.CS.045	CS.275	CS.093	CS.095	IMP000.L.T38	L.006.M5	CS.103	CS.249	IMP000.L.T02	CS.228	CS.033	CS.319	L.006.M4	L.008.M2	CS.240	CS.205	CS.274	CS.283	CS.334	CS.285	CS.097	CS.345.0	CS.161	T.CS.073	CS.052	CS.058	CS.114	T.CS.088	CS.096	T.CS.090	CS.339	CS.092	CS.171	CS.141	CS.091	L.004.M2	CS.286	T.CS.150	CS.351	CS.060	CS.040	CS.194	L.025.M1	CS.027	T.CS.070	L.005.M6	TFSCS024	CS.089	T.CS.049	T.CS.071	CS.341	CS.028	CS.229	CS.043	T.CS.134	CS.160	T.CS.008	CS.123	T.CS.096	T.CS.095	L.004.M1	CS.133	CS.124	L.007.M4	CS.024	CS.032	CS.085	CS.038	CS.018	CS.020	T.CS.098	CS.004	CS.236	CS.131	CS.196	L.012.M4	CS.296	L.012.M6	CS.037	CS.084	CS.122	CS.335	L.012.M3	CS.106	CS.057	T.CS.149	CS.164	CS.059	CS.086	CS.039	CS.247	CS.135	CS.010	CS.051	CS.154	CS.041	CS.292	CS.002	TFSCS021	CS.067	CS.222	CS.157
k__Archaea;p__Euryarchaeota	0	0.000287378843692034	0.00459657473517196	0.000355970414903295	0.00225764756570444	0	0.000109126623258521	0.0177877610490529	0.001888420021915	3.27021812354884e-05	0	2.48999474837471e-05	0	0	5.37258905066351e-05	0.000151549594604834	0.00112877433919669	0	0.0456360307207161	5.96961466137361e-05	0	0	0	0	0.0604622351690482	0	0	0	0.00101881743528054	0	0	0.0237366196826682	0.049706562333274	9.75467004828562e-05	0	0	0	0	0	0	1.20529849217159e-05	0.000369391640383031	6.31891567407033e-05	0	0.000204762183349909	0	0	3.12587915351193e-05	0	0	0	0.0058670358284716	0	0	0.00250091594055148	0	0	0	0	0	0.000216338509818641	2.96199757116199e-05	0.00161802600826991	0.000983152343924565	0.000152462265589267	0	0	0.00761099365750529	0.000233626664589985	0.00349926331298674	0	0.000728929384965831	0.000110245479935323	0.000549569177020157	9.60165148405526e-05	0.00206905908690048	0.00397240225799707	0	0	0	0.0670848841397527	0	6.57527040799553e-05	0.0165446465679849	0	0	0	0.000755880752252525	0	0	0.000135924969416882	0	0.000241575069452832	0	0	3.29478435636388e-05	0	0	0.0362889337204153	0.0010378717275269	0	0.000360583857381873	0	0.00262261713704153	0	0	0	1.282084156004e-05	0	1.87290468788043e-05	0	0.000135034771453649	0.0025529961848484	8.11556565492615e-05	5.68569479190357e-05	0	0.00232230239694783	0.00361906310995446	0.0046761155616776	0	1.49423226346303e-05	0	0.000441429643471991	0.0504390061647674	0	0	0.000281630641413786	0	0	0	0	0.00193582448524667	3.33477840397506e-05	1.83039554847803e-05	0.00060020406938359	0	9.99750062484379e-05	0	0.0145505233297466	0.000247375075586829	0	0	0.00392546776338727	0	0	0	0	0	0.000163979229297622	0	0	0.00849053737962879	0	0	4.26572631099989e-05	0.00572301708570635	0	0.111242410659712	0	0.00116034005067608	0.00602914427026917	0.0233774417139256	0	0	0	0	0.0115163147792706	0	0	0.00195589850762265	0.000216966804078976	0	0.0120063816655215	0	0	2.46332721607075e-05	0	0	0	0	0.00103216354797896	0	3.2599837000815e-05	1.17355740456044e-05	0	0	0.00884833083054176	0	0.0129531147495219	0	0.0331229342910666	0.000314710671428376	2.8940209527117e-05	0.00223275814543249	0.000123846087892616	0	0.000172297442818786	0.000922225637872733	0.0144691156664319	0	0	0.000487395413067613	0	0	0	0.0010988340150174	0.0171987471839112	0	0.00858978298725434	0	0	0.000237727326756211	0	0.0040339279414697	0	0.00112691928440625	0	0	0	0	1.33299564110425e-05	0.00262299632225383	1.12020970325645e-05	0	0.00303645140978101	0.00115560691586293	0.000246507806080526	0	0	0.000656722018951121	0.0037037037037037	0	0.0145803057780767	0.000308536167295166	0	0	0.000766123415517481	0	1.41408713604932e-05	0	0.000604123140433458	0	0	3.88455114011576e-05	0	0	0.000141538809941686	0	0.0259954485054908	0	0.0200048326995714	0	0.00399421128798842	0	0	2.5511831111678e-05	6.42302010405293e-05	0	0	0	0	0	0.0099009900990099	0	0	0.00994584645878314	0	0	2.64054289561934e-05	0.0299882399059192	7.60282825210978e-05	0	0	0	0	0.000661834226284274	7.86843968840979e-05	0	0	0	0.00111510345682072	0	0	0	0.00018772292096865	0	1.95848021934978e-05	0	0	0	0	0	0	2.22935616194043e-05	0.000282361799585869	3.37837837837838e-05	0	1.67131850316715e-05	6.16655875188851e-05	0	1.8523320860964e-05	0.0108000568424044	3.7030179596371e-05	0.00885849898961417	0.000127441297352407	0.000296256396444923	0	0.00799024200533861	0	3.11983277696315e-05	0.000458385174513784	0	0	0.000317975134344494	0	0	0	0.000141168166578437	0	0	0	0.000458250139111649	0	7.52870318087709e-05	0.00183321111925872	0	1.46186007075403e-05	5.88737452533043e-05	0.0139317117734384	0.00544136591743737	0.00266122766122766	2.76862593095047e-05	0	0.00880598955914318	0.0316495724145517	0.000633790064586226	0.00162996473953829	0	3.81141136562869e-05	0	0.000853597601598934	0	0	0.000347198111242275	0	0	0.000207140705031636	0	0	0.00301020648135083	0.000141653091578724	0	0	0.000116972745350333	0.000392875851231011	2.10017851517379e-05	0	0.0209155485398579	0	0	0.00177619893428064	0	0.00318116748846827	0	0	0	0.000813701177929324	0	4.63263226165107e-05	0	0	0
k__Archaea;p__Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25606049187329e-05	2.23204321235659e-06	0	0	0	0	0	0	0	1.39649201206569e-05	6.32639117341903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17728392998872e-05	0	0	0	0	0	0	3.03582270795386e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22388534642075e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.93687717293408e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70069542907299e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58254458117583e-05	0	0	0	0	0	0	1.01709740741871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74279788772896e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39580977904331e-05	0	0	0	0	0	0	0	1.43581202348988e-05	0	0	0	1.69894665307509e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75656752212145e-05	0	0	0	0	0	0	0	0	0	0	0	1.73355291670278e-05	0	0	0	0	1.80848177954607e-05	0	0	0	0	0	0	0	0	0	0	1.2755915555839e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86948162814388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02889141373154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	0.0273566008217215	0.000966637928782297	0.0485556955527556	0.00142388165961318	0.00022404136148212	0.0223597524455979	0.000291004328689389	0.000637445361826129	0.0204695404844613	9.81065437064652e-05	7.66562541921389e-05	0.00145098784882563	0.000179701438895093	0.00186764108810394	5.37258905066351e-05	0.000227324391907252	0.000344903270310099	0.00188498061670875	0.0289532577183256	0.000477569172909889	0.000268790583841442	0.00992287788579898	1.78563456988527e-05	0.0014274940745529	0.00534056569816596	0.000962485963746362	0.00186670495805042	0.00788584303417199	0.0252372126136963	0	0.000195508881689197	0.00284687602803857	0.00642450649119687	4.87733502414281e-05	0	0.000214899713467049	2.89410470870836e-05	0.00745713311215156	0.00245785260043191	0.000635585739339226	0.000614702231007509	0.00318245105560765	9.47837351110549e-05	0.00490477518413412	0.00836599777686772	0.00362031273932356	0.000447777902160528	9.37763746053578e-05	0.00586437082787448	0.0011891574900632	0.000133090812297591	0.00876759286726655	0.0166363084395871	5.96487879366291e-05	0.0105452633926438	0.00587919909778328	0.000102366718532471	4.2927666881305e-05	7.68009830525831e-05	0.000172503018802829	4.9523273331978e-05	0.00355439708539439	8.98903337927728e-05	0.00205568217366046	0.00603750571733496	0.000265457812627624	0.000446827524575514	0.000939628846605591	0.000155751109726657	2.63102504735845e-05	0.000226546747921434	0.000865603644646925	0.000146993973247097	0.000176647235470765	0.0183151502058354	0.00203514008547588	0.000268809175353185	0.000270343336036767	0.00126425446913955	0.108385031018611	0.000150078040581102	6.31452656837054e-05	0.000131505408159911	0.000815243454074619	0.0123000477315285	0.00432587106547719	0.00100105667093043	0.0236137147003689	0.000235737859500236	7.77796502508394e-05	0.00150876716052739	0.0108672619948539	0.0563560126309251	0.000286717798007311	2.39877182882364e-05	0.00174623570887285	0.0236418202976664	0.00853194394677462	0.00533877872361364	0.000169448445310514	0.000247506373289112	0.00571164830092886	0.00208001643469776	0.00105687556268838	0.00692613777667247	5.58940249287351e-05	0.000641218041419957	0.0479499474345496	0.0013873198961492	5.6187140636413e-05	0.00122902024042708	0.0491121463776923	0.00028685350391555	0.00127530317434554	0.000113713895838071	9.81257972721028e-05	0.0155096624367587	0.0237475601821731	0.000289991662739696	0.000108445167412227	0.000194250194250194	0.00658647209623348	8.82859286943983e-05	0.000155675944952986	0.000175401669823897	8.86197474337198e-05	0.00102091107512497	7.71694254736274e-05	0.00376260379596679	0.000674544381406666	0.0204381056366862	0.00214113920337889	0.000533564544636009	0.0013911006168433	0.000150051017345898	0.00531195117035672	9.99750062484379e-05	0.000331696961655831	0.00117382373080309	0.0114891979550327	0.0003172982741733	6.11890251364515e-05	0.000361556241364617	7.49625187406297e-05	0.000125771925190859	0.000303946630089158	0.0327290828390094	0.00401403650501123	0.00103853511888494	0.000193248507409555	7.68590277332992e-05	0.00929554360703545	0.00588480959793462	0.00869013462811741	0.0134654760550563	0.000138908181691902	0.000487290925852759	0.000366733221955096	2.9440339152707e-05	0.00731724644201852	0.000102188885936766	9.45179584120983e-05	0.0433994483120977	0.000145094143777135	0	6.97119155091584e-05	0.00164121394197335	3.25711680020846e-05	0.00273628493249002	0.00302762371727889	0.000244087654588848	4.65966939645632e-05	0.00607888577051624	0.000811149620234496	0.0338951021319727	0.000775948073062285	0.0310509053896128	0	0.000106458481192335	6.9021448415095e-05	0.0487946993407472	0.000206363272193156	0.00110839445802771	0.00021124033282088	0.0368700563158824	0.00238798841825617	0.000231026914635555	7.46324352563624e-05	0.0140558044749662	0.00202316430321479	0.00986767530933432	0.000410492180123969	0.0367830063089657	0.00443795137548928	0.000819289504520382	0	0.050669806308958	0.0170782525531988	0.000160630660686264	0.000224693854623076	1.69894665307509e-05	0.000676938073705017	0.00616509236629456	0.000216350314429124	0.0153131970820522	0.000244185336670533	0	5.99394611442443e-05	0.0580944437127764	0.00503070340333351	0.000143683321958404	0.000118863663378105	0.000796886014650443	0.0314124883046766	0.000254638050200073	0.000211297365826173	0.00378216581200548	0	0.0488987446440652	0.000112813339049209	0.00503872352337408	0.0186662965790022	0.00159069777862416	0.0209280672123338	0.000559714545581753	0.000688919507533668	0.032717063818132	0.00252225928274113	0	0.0125089908371642	0.000467836257309942	7.24217844727694e-05	0.000168141911773537	0.000342817963661296	7.79038666285803e-05	0.00129448690440303	0.00069647583228862	0.000386146260321987	4.24226140814797e-05	0.0248591488255179	0.00692224431746671	0.000959072618476743	0	0.00299110437788913	0.000614883805045664	0.000447467334884553	0.00113231047953349	0.00170457312618711	0.00552899668565668	0.000244064014504376	0.0128702420165075	0.000323672940942137	0.00324167872648336	0.0270424350584969	0.00111768099221229	7.65354933350341e-05	0.000160575502601323	0.0232521627180381	0.000164872097299902	4.50592529175866e-05	0	0.00306646776064976	0.00176442161809825	8.0147471347279e-05	0.00449681763674938	0.00382260290942555	0.0002284321937105	0.0100414044925505	0	0.00767672808049131	0.0279023796852429	0.00101703534197813	0.083149133578933	0.002372912293511	0.0281758798869065	0.0128900094547747	7.86843968840979e-05	0.000183546859513234	0.00382176254911562	0.000293236022416265	0.00192045595341346	0.000271219873019787	0.00535586316146796	0.000234226944615974	6.25743069895501e-05	0.000478240076518412	0.000254602428515472	0	0.00886669823096458	5.79895038997941e-05	0.000118070724363894	6.29405840886203e-05	6.63746183459445e-05	0.0627675227394329	0.00756102152224384	0.000878378378378378	0.00101672334607159	0.000217271405411729	0.00012333117503777	0.000989837666622674	0.00200051865298411	0.0131092795225238	0.000185150897981855	0.00573335213120917	0.000637206486762035	0.00875302989496364	9.99566854363109e-05	8.83876328024183e-05	0.000364616566614144	0.000374379933235579	0.000687577761770676	6.42714827431069e-05	0.00614495449412077	0.00054055772838564	0.00301138043156961	0.00347092852240416	5.31411748450935e-05	0.000635256749602965	0.00123547975558987	0.000960810924420211	7.07856022085108e-05	0.0140420935484927	0.000499656486165761	0.00082815734989648	0.000199986667555496	0.000518403317781234	0.000599362629009151	0.000147184363133261	0.0078794107571086	0.0124209271472245	0.000213675213675214	0.000193803815166533	0	0.00243372285284337	0.00525201418868755	0	0.00139711263388996	0.0162346319063842	7.62282273125739e-05	0	0.00510076615589607	0.00374803992809883	0.00268110337715906	0.00430525657940421	0.000114725678156231	0.0367889633110067	0.000922717686050015	0.0110574582048369	0.00877691706346386	0.00108179295423545	0.00655145548551597	9.87142469336887e-05	0.078913149940051	0.000701836472102	0.0116553169198533	0.0342329097973328	8.24096584119659e-05	0.000320639305445935	0.0159631880929387	0.000918936659008861	0.00185514110913756	0	0.00795291872117067	0.00131087743296002	9.08815510451378e-05	0.000196611724612511	0.000387476751394916	0.00285903559847983	0.00115815806541277	0	0.00366447379901234	0
k__Bacteria;p__Acidobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59294008952323e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71794739645072e-05	0	0	1.44623617036662e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36948781155848e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68870425722343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria	0.0421095726170807	0.139117485696371	0.152153623594195	0.05485899616343	0.0672468763464024	0.0463048864984205	0.091957367865847	0.146066051481302	0.0274986594549227	0.101442166192485	0.0319081658074778	0.150699009434816	0.137099362059892	0.0575856002165381	0.239912964057379	0.215225682604632	0.0374376822500235	0.176156773482235	0.0810614922943899	0.135241620153419	0.0606476438383295	0.0329339060969176	0.157952769965627	0.207471450118509	0.127805261880247	0.0427618763893027	0.0864838253092371	0.0662994951391497	0.0538868498901396	0.0472056810604022	0.0590157524298961	0.0540400334033454	0.118041970478392	0.0585646003023948	0.225769299982005	0.0857808022922636	0.0920325297369259	0.0291308796626461	0.0481428895278775	0.0443615305846212	0.0552267769113021	0.150456056602165	0.276262993270355	0.0726694115910172	0.147545778973849	0.0997535402481307	0.0976995410276503	0.171266918820918	0.0753790005614823	0.122043396103473	0.138059535956701	0.16872672138172	0.0269884638737098	0.118044951326589	0.0307756025295889	0.100519514134112	0.138358856768487	0.0753380553766903	0.215017152219548	0.380817664309125	0.0913938976901303	0.0782559758300998	0.0524659914903817	0.093756982616079	0.136575697514865	0.0815772278036429	0.0654602323503128	0.0535823349776838	0.0432988085040106	0.132629972637339	0.225481978206203	0.114533029612756	0.0953623401440541	0.169031776874914	0.0281208367839268	0.0787260023064921	0.0776858516770706	0.327115436604488	0.0793066828491239	0.0348208925355213	0.158467403049586	0.102895210431598	0.0748923299470691	0.0806451612903226	0.0400822450952795	0.152213432082141	0.155024748345476	0.0795488903670557	0.225417779873225	0.110836001607446	0.0644556204974854	0.107885575904344	0.0294549031111418	0.0717367930614293	0.0219487622337363	0.0884320121248064	0.0321247014148343	0.0690690399868292	0.284997293706638	0.10834109972041	0.0857362077073485	0.0920931171753303	0.0724667454162601	0.196030845109015	0.0667744342203432	0.102006595494942	0.035444350459767	0.0285520141542091	0.0550964187327824	0.0935328601127489	0.175289011790913	0.0401728445074607	0.194085080749261	0.0278247965311754	0.107402774619058	0.0578942203905407	0.0810317657792154	0.0590029277813923	0.104469496501976	0.0813880981428765	0.035891458968382	0.105777953066456	0.0646694427686467	0.430039230338128	0.0995579877920438	0.406749870762868	0.0606914032246708	0.164177952695142	0.0975496737841044	0.045122200941953	0.0653234611710113	0.0894585557576113	0.116483809650849	0.112331374810096	0.0467258868015125	0.0692281115941612	0.268632841789553	0.0288576356640573	0.137386285826078	0.112940465065142	0.0299777891208079	0.181254130259197	0.01667032527149	0.0854197901049475	0.0871913871385629	0.010895317663196	0.0338490894760858	0.0796243467723612	0.0668488658103307	0.0312350613818285	0.144264395055403	0.106670919529755	0.0614298188997304	0.163898697859192	0.0653082698214083	0.037255174329768	0.113841696299223	0.230654822541869	0.101628050755145	0.134575765469227	0.0827729976087801	0.178701953371141	0.0279784579009589	0.0507159837941003	0.576095512988717	0.108785444152042	0.045508915407939	0.0714937137645756	0.0978334006190284	0.118961498271843	0.068642872640486	0.20944049019722	0.0554436305621223	0.0429614335226016	0.0551289319521036	0.0817701469374684	0.0429384636650373	0.0297346156627377	0.144180269694819	0.0392386934239815	0.0304654724645402	0.0605615508806856	0.201466992665037	0.0404759948832897	0.0520159802332857	0.0681621444135996	0.0844749913364907	0.0494813045749683	0.0101754532892257	0.0499665899472864	0.0730470474531375	0.0239180110285566	0.126815998147827	0.164038811400849	0.128161647724566	0.055241768838683	0.0319898918833546	0.0807118215664173	0.0672918906228763	0.0607516009437142	0.0501698946653075	0.0676667298475536	0.0469537838254398	0.0359718456124156	0.0249994975985209	0.135339722849643	0.211605033243585	0.124883867294033	0.0332030964192165	0.149023399036826	0.0424943424691979	0.137049803874955	0.119226407576547	0.0500176388484133	0.0407420880320116	0.0751162135512044	0.0767106759171172	0.332617456782267	0.0270114510511413	0.0450350849484443	0.169863634545915	0.0539449031989453	0.0447859839361929	0.0715105452340739	0.0291051563702512	0.100760033779279	0.0347986852917009	0.0792375334233812	0.232088510150739	0.0883134753103793	0.0577777777777778	0.0952346465816918	0.0468395325654853	0.231813507027768	0.122049391051443	0.0388346071320909	0.0339009611366486	0.0708429869898414	0.467157826265254	0.0450030337176042	0.0258766078485665	0.0623188707962388	0.164658634538153	0.0594336324437711	0.0573650420472014	0.0511604319551339	0.0737983355035951	0.0450819006802058	0.065935576497182	0.0819706425856839	0.0321501697803665	0.147520167314013	0.11328509406657	0.023720999405116	0.179081338332853	0.0491868103833153	0.159515704284154	0.0501781985461511	0.0497279610394552	0.154643356013157	0.0938381334928639	0.0714404110724349	0.0763646171654623	0.103550532980684	0.105087169080343	0.100272537429653	0.123772176958806	0.398819808952499	0.165694066700114	0.0789232980530511	0.0351250665247472	0.0676582761250953	0.0644562696138627	0.106902741017919	0.0310357154463618	0.0296722344784116	0.101542214178928	0.0990418853933409	0.092522482712496	0.0367522481428385	0.203010779333416	0.052456389077236	0.0283760167967915	0.0470157357920065	0.0664539140229022	0.0983511113883517	0.0585977281629456	0.0166570936243538	0.00582504770513207	0.149786888573168	0.264065175039849	0.212424471299094	0.205163945307314	0.0307205279115391	0.11736838802786	0.0736486486486486	0.0528696139957228	0.0110307021209032	0.0872876391329818	0.0207865909990762	0.0707776090097433	0.221401165269291	0.0713201259026106	0.0575449974152921	0.121770159620225	0.0434958254780501	0.0522440275880452	0.0910039067333699	0.0565025458049562	0.0277353133872024	0.051993975509135	0.0788611093257921	0.0754999003520893	0.0618143661165697	0.0583986107005616	0.0297087949799	0.124254695022798	0.0859008293629786	0.0257973544618277	0.0392971668087866	0.0193834574047639	0.0312919380707669	0.0460933108487915	0.0631281761716544	0.031747883474435	0.106531881804044	0.0219571382627255	0.187660062994907	0.0856457690990065	0.0358591782191544	0.0565268065268065	0.135579611838644	0.0316818002368733	0.0583721923941516	0.0722083207303324	0.374449206253395	0.132991816911716	0.0622130054806695	0.302664176544574	0.0376414934955229	0.0293970686209194	0.0309022067541209	0.164887857695282	0.051732518575099	0.0220145829084234	0.0153353993801859	0.0515027116601386	0.0852134393767246	0.038554473740317	0.0421899252151827	0.08934768751328	0.00728017571135954	0.0278636202441866	0.0855363200374313	0.0271084337349398	0.0636354090097658	0.0116197618360872	0.0915795185477506	0.159035391694598	0.0359698063669183	0.0216696269982238	0.0239235814086113	0.023858756163512	0.0212020176113533	0.03514086640412	0.0199888586689386	0.0548279603223807	0.0201527143405042	0.0278884462151394	0.00547893444171547	0.027815101122027	0.0220820189274448
