V1	V2
CS.077	-3.70823905120181	-1.70072695135126
T.CS.177	0.0245186614269507	-0.357911995553746
CS.249	-0.951982032074709	-0.337227833207617
CS.325	-2.98647053250693	-2.50322424331101
CS.363	-4.08854011020466	-0.470476019806672
CS.131	-1.71903580232368	0.211141554262875
CS.206	-2.9881238118863	0.259840081451996
CS.036	-1.00259254881361	-0.33321371650764
CS.268	-3.78528427357466	3.93482982517477
CS.146	-3.55826749941422	1.85170430664831
CS.039	-0.856549296571504	2.53154487540121
CS.063	-1.32581473399204	-0.754394287876053
CS.079	-1.01359221489347	1.07185334748519
CS.210	-1.03767560528189	0.395037201600206
CS.293	1.79770224712693	-0.311319226845963
CS.319	-0.432025360983806	0.976806910088592
T.CS.127	-0.0459978560412285	-0.884897437233862
T.CS.128	1.14649901573335	-0.588780897587497
T.CS.133	1.34169888502438	-0.175119227620202
T.CS.157	1.52494958864047	1.9083334015996
CS.176	1.87535376431056	-0.275675241448462
CS.227	-0.785713422653697	-1.23024275273123
CS.331	-0.476771108501767	1.87952041870742
CS.362	-2.45811752281919	-0.244567104180332
CS.380	-4.25923233355519	-1.12335662283363
CS.235	-0.348848853306228	-0.185458644446391
CS.298	-3.90894033713327	3.75521485101268
T.CS.159	2.95117437370889	0.659448766454282
CS.164	-0.977598855439127	-0.746631325989524
T.CS.007	2.94092122988092	0.328594482692293
T.CS.130	2.15625963779258	-0.00764485385436525
TFS.025	0.346150951693361	-0.264051254594764
CS.360	-2.58599808499588	0.980185468515367
CS.060	-2.86887289917967	-0.86328259866616
CS.128	-3.18353354989511	2.2092968800068
CS.147	-4.2180758651576	2.69684370641067
CS.195	-2.45984457582699	1.14378861687072
CS.309	-1.52917089506355	-0.730407760229875
CS.231	-1.3503007380052	2.85034894563429
CS.188	-2.2912050193649	2.42127748451725
CS.129	-4.24642255977826	-2.31625174598375
CS.184	-2.0687052852961	1.99669364935884
CS.374	-2.84357970346004	0.707398829025056
CS.242	1.674571637103	-0.317445599043749
CS.066	-0.407194203022319	0.910165429916346
CS.159	0.129234444182628	1.75506528554403
CS.276	1.40623155027528	0.0211020569345333
CS.290	-1.97153899618744	0.877501838143724
CS.322	-1.68411921546811	-0.237538148508548
T.CS.143	1.95900539532506	0.381699143331948
CS.125	-0.682214257078001	0.62844080410795
CS.345.0	-2.25998779333382	2.0924298412227
CS.067	2.26539062263919	0.616333750999419
CS.222	-3.07730930689284	-3.00211631232983
CS.135	-2.88791701227012	-2.36337206559455
CS.149	0.567123370268327	-2.35217360211372
CS.150	-0.437852893899466	-0.433850711787276
CS.156	-1.65177648220783	-2.50030286348375
CS.187	-3.26518882288084	-1.55773386075507
CS.189	-0.967482004060027	-2.45338010744695
CS.204	-0.657976803729245	-0.526084444124013
CS.247	-4.46326440960813	-0.548307570468621
CS.269	2.59453401110314	0.198320749894293
CS.288	-1.13006538724838	-1.07274206887172
CS.292	-0.897895587572436	-0.205699462317605
CS.303	-1.82056451297626	-2.6772342943075
CS.320	-1.69132582530715	1.06481302388668
CS.337	-0.0691538380730367	1.36393362339895
CS.344	-2.75305486499358	-2.78488357913656
CS.348	-2.46502230543411	4.546706223431
CS.379	-0.548800705094568	1.16296143545649
TFS.024	1.80833326003275	-0.328678021837154
CS.316	0.203928785026313	0.0641522253407121
CS.018	-1.93040280902307	-2.55838551980896
CS.026	0.442675193287635	-0.876590446514546
CS.028	1.13064194966394	0.548965947191924
CS.137	-2.17542494650499	-2.04804506055534
CS.213	1.69372237220854	0.196511238060105
T.CS.032	1.82483656296231	1.97855542105617
CS.111	-1.69016136615211	-1.3706970534198
CS.321	1.37340818186294	-0.208018073760578
CS.152	-2.85318090226569	-2.56397550181698
CS.169	0.325948934672335	-2.26939979715905
T.CS.148	0.698646403972691	0.404566360138832
CS.055	-3.2915817173845	1.63517273546875
CS.113	-0.911028480855511	-2.39916404593345
CS.119	-0.763729265461269	-1.29904563189782
CS.160	-1.3312441919492	-2.75779020043163
CS.167	-0.312494004696309	-1.7127514457138
CS.170	0.278173325839493	-1.84524914703143
CS.171	-0.465473776449187	-2.51164651713643
CS.230	-2.89809638836416	2.06506871893914
CS.008	-3.04786349737302	-2.59942767985943
CS.011	0.808371634502119	-0.760206417692587
CS.014	2.68692244320997	0.0529521542168416
CS.040	1.43984933544306	-0.842216172660945
CS.122	-0.00340614817638419	-1.79759721241992
CS.123	-0.224875770704867	-1.30788296398659
T.CS.072	2.67312904135427	-0.0254680298430795
T.CS.124	1.77982569307347	1.55264060151954
CS.030	-0.989131009699008	-2.30301469122371
CS.041	2.8991520412186	0.238912246408505
CS.044	1.9806715274161	-0.426543994762117
CS.045	2.36286775467374	0.274731854162658
CS.047	-0.178373623860413	-2.01255022249155
CS.052	1.44812350719908	-0.498474706885197
CS.058	0.492387732174498	-2.11994394198586
CS.065	-2.43323729347576	-1.89331087436959
CS.073	1.54076667813445	-0.632178746980236
CS.082	0.363529556806412	-0.514489073463535
CS.098	1.31970082142527	-0.697594330667539
CS.126	-2.61427441472923	3.41804559874151
CS.133	-1.04153836074961	-0.277514288292531
CS.138	1.03672923845429	-0.0855961526694966
CS.155	0.199740226616559	-1.3922103053732
CS.157	-1.03116733884695	-2.86580159203763
CS.163	-2.08891161131797	0.594766792934254
CS.173	1.79356403016392	-1.52009617615327
CS.196	0.203312634277941	-1.16493363186493
CS.215	-3.04567314504024	3.24100149678835
CS.220	1.9011418894978	-0.878766691642469
CS.236	2.0803722381752	-0.396327538634752
CS.237	1.06765851325927	-1.85207210155364
CS.238	2.5220553262554	-0.0475412432492977
CS.261	1.4277264424799	-0.452542021872457
CS.272	-1.51995930029568	-1.96533146579843
CS.274	-1.21019940300405	-2.53193111509669
CS.277	-2.05228301088496	-2.98098598352439
CS.286	2.38003312806631	0.0438754863706445
CS.300	-2.65550331970349	-2.32833660427459
CS.301	-1.94495154612576	-2.91173407610894
CS.327	1.27788596881516	-1.30121984001989
CS.330	0.567239577356582	-1.62130762958145
CS.335	-1.35555421075688	-3.02128413625179
CS.338	0.789255808758763	-0.215415018284179
CS.343	-1.38906748221613	1.59361587791742
CS.364	1.52686119574085	0.0267323443407543
CS.367	0.54505769157705	-1.95917072909296
CS.382	-1.50936092846082	1.81346590722848
L.007.M1	-1.87909682817402	-3.0574028233042
L.012.M1	-1.82534773876796	-2.81599669885871
L.036.M1	0.54348651297674	-1.2174149792931
T.CS.001	-0.131855081289789	-2.3981772172637
T.CS.004	1.98114372203147	0.638869022549569
T.CS.005	2.21783559166239	-0.41904588760698
T.CS.009	-0.593957719929975	0.532524906843529
T.CS.014	2.8145755227076	0.0698063399511657
T.CS.018	2.87578625927915	0.138608968684415
T.CS.021	2.90967394563368	0.250625188509132
T.CS.031	2.64889006713645	0.892490215602166
T.CS.033	0.632944454006476	-0.592903316191211
T.CS.034	-0.374609606085691	-2.80730728750581
T.CS.035	1.54380949166994	1.19225468178793
T.CS.037	2.98815340091596	0.154544449942543
T.CS.042	2.7873232955809	-0.0285535108995816
T.CS.046	1.86051001911816	0.771106822841455
T.CS.048	1.775605309721	-1.53607982313093
T.CS.049	2.34117378940108	-0.0063064991840368
T.CS.055	2.15953816570009	-0.122057000721986
T.CS.065	2.25072500064362	-0.0855610480482434
T.CS.074	2.94677744999105	0.533847497868901
T.CS.075	0.935830499719942	0.367294417753425
T.CS.079	2.71919479061895	0.0428151977854606
T.CS.087	2.39815724034267	-0.0725917920105779
T.CS.089	2.46726044889928	-0.143324461391104
T.CS.091	2.85834181768966	0.133656719172291
T.CS.109	1.08125167202131	2.31793972561511
T.CS.118	2.35227331494697	-0.26535857206524
T.CS.126	0.943026090742534	1.5380710919142
T.CS.134	1.8238338792259	1.45933437136074
T.CS.138	2.3735226393225	0.440959630729106
T.CS.139	1.99139667876878	1.03176696254837
T.CS.153	2.3502959944177	-0.234947642212154
T.CS.170	1.61044808203178	1.99385048520453
T.CS.171	0.537388137801039	-0.0450990517435237
TFS.021	1.67393556773055	-0.639981700350644
TFS.022	2.82108648471812	0.0996589605051349
TFS.028	1.98264122911979	-0.0078563114637878
T.CS.011	2.65018441524687	-0.0511363441450649
CS.059	-0.655591170769622	1.20334882677183
CS.217	1.82668479180719	-0.329698785632219
CS.302	-0.402313803455143	-2.48604936443465
T.CS.029	2.54749630370867	-0.0778733830877907
T.CS.052	1.78283794059784	-0.398971263026574
T.CS.061	1.56570770445098	-0.919259858382077
CS.068	-2.42898468007486	-1.44722211519161
T.CS.054	0.300894310333034	1.63890730066897
T.CS.068	2.83203690474127	0.000601153405454385
T.CS.077	-0.609054230296412	0.75357671296251
TFS.023	2.84223236745105	0.820706789134457
T.CS.022	-0.47998476267406	2.00877150342485
CS.284	-1.50227598432867	-2.21438137239916
CS.013	2.27578177911517	1.37633148690454
CS.090	0.332899451347562	-0.393241319693164
CS.368	-2.82177702474259	3.30654646229346
CS.375	2.79010202535984	0.292723002494267
CS.285	-3.7601953306155	-0.727096384830337
T.CS.154	1.82054198951484	-0.272497911036574
T.CS.136	2.53663173152081	0.143627843146736
T.CS.122	2.25205700152478	0.450009420511921
CS.071	-2.93217013587359	1.48824746163697
T.CS.047	1.13024318410801	-0.763134978152553
CS.232	-4.33772200824285	1.43286845496594
L.005.M1	0.776659598661768	-0.530587934699305
CS.258	-0.669703753387086	0.786856878418476
CS.328	1.13225493061233	-1.46285689185741
T.CS.145	2.41990431598185	-0.0533426598694487
CS.004	-0.509856306756151	-0.919131742390773
CS.053	1.49263649419889	-0.290051507016812
CS.103	1.68169769870015	0.752536372685618
CS.114	1.73332877616844	0.720487968082405
CS.116	-2.27357650197969	-1.0113201878105
CS.124	-1.27255915846481	-0.140691291651188
CS.153	-0.0424938779502824	1.00649945092305
CS.161	0.415330763312028	-1.63316016891231
CS.178	0.0920879751663468	0.384338149262012
CS.191	0.929592366192394	-0.836006613088767
CS.207	1.61451010783541	0.672165155561109
CS.224	-2.61920808156649	2.61078789965693
CS.253	-3.88031161707661	-1.53680630977271
CS.304	2.25923602258195	0.885276784757978
CS.306	-0.726395599622832	-0.71124244290039
CS.307	2.22324218683419	-0.0506978667020535
CS.329	-3.16624853890257	-2.91403717776994
CS.334	-3.91060828649069	-1.56226526510799
CS.500	2.78447016636833	0.484899193350195
T.CS.016	2.17907014385227	0.192907605337251
T.CS.041	2.55137869743054	0.932518771622508
T.CS.082	0.895197259839485	-1.15256301699971
T.CS.086	1.94514928715381	0.76342590544967
T.CS.092	-3.10510019263635	1.9125097046974
T.CS.140	-0.531657737546897	0.731300128273692
T.CS.017	2.14267458034706	0.676215382211864
T.CS.044	2.24123479597222	0.245915291119132
T.CS.110	1.89845053515786	-0.0227243591002514
T.CS.151	2.73497180326789	0.661402183924727
CS.005	-1.13055967029804	-1.33404791375014
CS.023	-2.0088307565712	0.16064583210787
CS.193	1.89227401876556	1.07774536588087
CS.336	-1.38016536087604	-1.16624549886268
CS.356	-1.1680579061421	-2.66362449730586
T.CS.066	-2.19885744161936	0.0526340607548166
T.CS.099	1.67287856039733	1.07108534651323
CS.056	-1.97079290336848	-2.41103540404759
CS.002	-1.69705270885965	1.44255540538359
CS.127	1.75557406001305	0.454933632562439
T.CS.107	2.83926908528509	0.295756093295181
T.CS.103	1.64211470963697	-0.767033510066196
T.CS.168	2.69789545308569	0.205629387842287
CS.154	1.0336033102132	-1.13095788327621
T.CS.053	2.55910505407868	0.585315852763947
CS.202	0.697989114143731	0.450828301503225
CS.282	-3.10122444169883	1.77087463595027
CS.347.0	-0.902100064523285	0.45726508736797
T.CS.123	0.201722617138082	-1.11354078265911
CS.376	-3.76334634902632	4.32299056759585
CS.287	-3.85335323645263	4.14026251517497
CS.262	-1.71943285810221	2.7636865160652
CS.378	-1.10446162485803	2.11668354607897
CS.168	2.27626637970961	0.0128675212310585
T.CS.152	2.59241088523241	1.08470028551193
CS.007	0.0116867029508952	-0.90943681456278
CS.341	-1.31685726364443	1.73136831478174
CS.076	-0.0469677564089434	-0.227295192567994
CS.080	-0.806142496463063	-0.251570722147855
CS.366	-2.91852348917418	-2.92599738422028
CS.381	1.32651726775668	0.877290881687816
CS.365	0.281457871464974	-2.27883798357997
T.CS.169	0.23225373622247	0.661750757984801
CS.012	3.07547917978885	0.520550303483348
CS.020	1.18319596519746	-0.63344846988107
CS.022	-0.473011872677392	-0.282260944859189
CS.024	1.55576895901157	-0.109650312981535
CS.083	1.14821244609406	-0.298396836546692
CS.085	1.23449578742914	0.40066993212455
CS.089	-0.361324483334515	-1.37415795502504
CS.094	1.16205453912727	-1.08874750948995
CS.097	-2.05734389358167	-0.964345251310696
CS.105	0.640549121248572	1.08748756568122
CS.106	0.874556788208773	0.583456317890481
CS.110	0.491173148814334	-1.77333772646606
CS.139	2.81413600255935	0.107165109113597
CS.141	2.13267465673101	-0.209473346080037
CS.142	-0.520402029815038	1.84189079239512
CS.175	2.59861372881209	0.0380633788415766
CS.198	-1.86109211799267	2.3308179061086
CS.245	2.7649870659531	0.190333266655078
CS.246	2.57121382138448	0.284575480655059
CS.281	2.93429564536451	0.291953978231786
CS.314	2.83613971203973	0.218199183061982
CS.357	0.859183146243522	0.145249905064711
L.002.M1	1.20561290547777	-1.31573892743397
L.003.M1	1.98743062802358	-0.24657926937599
L.011.M1	2.62431166828098	0.000163286452340155
L.032.M1	-1.58644775144452	-1.81264971271267
L.033.M1	0.23855435891334	0.883881716201243
L.034.M1	2.82146018455504	0.140853957516807
L.035.M1	1.60664745720426	-0.836443949408447
T.CS.094	2.1171964743533	0.989156756004333
T.CS.098	2.37289181218465	0.563860705393507
T.CS.101	2.33932277315522	0.382668064241825
T.CS.102	2.87992002697959	0.174315697317024
T.CS.104	2.42533315474802	0.12811933986922
T.CS.108	2.88011543656172	0.226853750995957
T.CS.114	2.488951171661	0.745534346836351
T.CS.115	0.246939956693442	-1.92411502727979
T.CS.120	1.75740613965523	1.52240295186335
T.CS.121	1.99749043242218	-0.582601131735027
T.CS.125	2.86187199821268	0.373114040472398
T.CS.131	2.95396915303452	0.653691083660536
T.CS.132	2.87228620220416	0.451669844654657
T.CS.137	-2.41777691265257	0.364338215951775
T.CS.141	2.85400475411686	0.199389498814699
T.CS.142	2.73655636812756	0.359990637200838
T.CS.144	2.96100798925896	0.328627824029635
T.CS.147	3.07139195386993	0.544484593128722
T.CS.149	0.884463381187813	0.679720207888823
T.CS.150	1.77065345209947	-0.219806968853328
T.CS.155	1.80473813887583	0.912394559189766
T.CS.156	2.18909595135029	-0.0992680101276726
T.CS.158	2.40790935087481	0.533984585997772
T.CS.166	2.16449853120157	-0.0495208169758724
T.CS.179	0.815798301809002	2.37267872028884
CS.031	-0.811575230804709	1.56607091155841
CS.102	0.430150003561855	-0.494747106023799
L.001.M1	0.280797104066285	0.757027277891746
CS.009	-2.2058398213893	-2.3175235539794
CS.016	0.313755147107365	1.47862428150723
CS.017	1.7874597073108	-0.112506352337974
CS.099	-1.5063932460295	-0.624484534509097
T.CS.178	2.8929929411844	0.329586850643316
T.CS.135	0.126734430472583	0.907413505027019
T.CS.164	2.38227330600168	-0.134372673361611
T.CS.026	0.956669673934633	1.97573086487255
T.CS.027	0.823101566169687	1.77422690972325
T.CS.040	2.01342004006048	-0.248558955232684
T.CS.043	2.53990814288682	0.0845716926591633
T.CS.105	-0.226921287649776	0.701586095555122
T.CS.106	2.44845299304966	0.298281001480185
CS.057	1.76541482942957	-0.513922124655633
T.CS.059	2.74279486060376	0.114129267671525
CS.078	-0.16598521810303	-2.2212828939077
CS.091	-0.353379172948691	1.20475562941301
CS.229	2.43818899829042	0.00510153387368538
CS.313	0.823906214032525	-0.59186396870485
CS.042	-3.777303748076	-1.67743175904629
T.CS.070	2.42424945914957	-0.0537118898602729
T.CS.078	2.8838107879186	0.323440159791508
CS.257	-1.23304847717717	-2.53852169807456
TFS.027	2.96450018881136	0.394030872085501
CS.208	-1.75508832524819	0.507291300395445
CS.112	-3.22484605356787	3.20320926627324
L.031.M1	-1.24328936956963	-1.15065148944717
CS.025	0.505363844267192	-1.05905108723195
CS.267	-3.17197435651515	-1.96778984283213
T.CS.100	2.13429078664348	0.0624969628392894
T.CS.160	1.65122548922906	1.14393365310619
CS.254	-3.95663850356219	2.98358426361542
CS.074	-1.68146504391132	-0.292671920369361
CS.084	2.28071705082487	0.508429466483572
CS.087	1.36693378095073	-1.52140748273177
CS.093	1.5623163377842	1.31130424764289
CS.109	-2.3937919972822	-2.27847131879542
CS.140	1.72911253591014	-0.263257273748449
CS.244	1.04516315362297	-0.320471631118023
L.022.M1	2.7436261137625	0.244822169683353
T.CS.088	2.11025693576919	-0.00473192547840888
CS.259	-2.73289704172829	2.37900632096515
CS.260	-0.163858717627952	1.99490627993679
CS.295	0.169735200892831	-2.48426057005582
CS.296	0.93357752756118	-2.13810460706207
T.CS.020	1.04012247780502	1.4459605139083
T.CS.081	1.9994349820481	-0.137713775878877
TFS.020	1.78048861442157	-0.0926158114970982
CS.010	-1.82154298394327	-1.89063517804609
CS.021	0.846397754153208	-0.515626722488183
CS.118	-2.01124933905268	-1.42269385750094
CS.346	-1.61221239862717	-0.481498967153649
L.024.M1	-0.947970789160641	-1.97802166757438
T.CS.023	2.653839660584	0.0979488299889239
T.CS.095	1.68352735042046	1.38665726936278
T.CS.161	2.25089971905025	2.19379257820251
TFS.029	1.86921890038129	0.586462673124625
CS.070	0.122776436022652	1.16512442477686
CS.051	-0.450131775737605	-0.0643158024813004
CS.062	-1.80729029846733	1.34813096061168
CS.130	0.374322799598192	-1.19146232076618
L.025.M1	-0.185462035230331	-0.536753422897658
CS.294	-1.86135495095209	2.47649293745976
CS.136	0.62204478827123	-0.623856580018848
CS.151	-2.34354397160809	-2.85726850877996
CS.373	0.983191399455488	-0.412104524571124
CS.387	0.807772299920597	0.98785198455442
CS.194	-0.151616957794058	-0.399262886368118
CS.339	-0.572823170544988	0.0635091139056347
CS.205	-3.80263590444074	2.95163227126785
CS.219	-1.18055849893114	-1.9234487674866
T.CS.050	-0.549814244180448	-0.0515225045383758
T.CS.051	-0.904832507973598	-0.387968168680542
T.CS.063	1.47739904602329	1.50758580373967
T.CS.080	-0.280593654586273	0.289221204200832
T.CS.064	2.08734601097621	-0.0744083777574065
CS.132	-2.9027623383542	0.647496482363248
CS.038	2.53439975628505	0.34257650921987
CS.064	-0.376037440313123	-0.917673689412916
T.CS.090	2.59217662500944	0.295490814214445
CS.251	1.9826261259846	-1.17912912521926
T.CS.003	3.01171846788457	0.396629632478288
T.CS.013	3.07276006881099	0.491152352207519
T.CS.045	1.04371560134933	2.36278744791042
CS.088	1.90561622049267	-1.39313674586806
CS.092	0.602633744055477	-0.886992012978094
T.CS.028	2.86063077071463	0.580584500204858
T.CS.038	2.98750649772528	0.643596346506697
T.CS.058	3.11424882194302	0.56152163765894
T.CS.076	2.88616666903348	0.235959133881157
T.CS.117	1.10092773035899	1.47294601468831
CS.241	3.04066517395927	0.443558100115208
CS.333	-3.53384294749824	2.31278711060725
T.CS.129	3.03331916740527	0.488779087915125
T.CS.165	2.62095548531424	0.430400973558963
T.CS.067	2.15622491821877	1.03733108500588
T.CS.112	3.07988545747739	0.501188487263318
CS.358	-2.55265785305408	-2.19336214597307
CS.148	-1.82217416823147	3.22736256079337
CS.248	2.19837202415953	1.4001168643676
T.CS.097	1.56955728160215	-0.550855539892903
CS.027	-1.24485620016183	1.97450419521168
CS.312	-3.37289263986078	-1.86436545134643
T.CS.084	1.88531577165931	0.733212982418883
CS.361	-0.607585688184063	2.23780872831669
CS.104	2.13686546999564	-0.0414109752183346
CS.318	-1.4083258642388	2.59067186987831
CS.001	-1.1759642994973	-0.0934091879336335
T.CS.056	2.09827463280518	0.0463890425937706
CS.015	0.216692128251024	-1.71276581012991
CS.035	3.18052690905785	0.535318068127969
CS.143	1.70135018167501	-1.8185416286732
CS.174	1.52867685065975	-1.9375114491406
CS.200	2.34988539915308	-0.713499282550518
CS.234	-1.58050723287334	-1.58245444062113
CS.239	2.90959634999202	0.0574454334759129
CS.240	0.908906775521245	-1.9193083287825
CS.354	2.63911060939038	-0.00836270591016849
CS.371.1	2.34902316940705	-0.178507386173698
T.CS.002	2.90741573852672	0.19998574706091
T.CS.008	3.02287426204108	0.320279221170343
T.CS.012	3.06952075694999	0.387600756102118
T.CS.024	3.13431686220302	0.612582359317202
T.CS.030	3.33407206368528	0.769381973609159
T.CS.036	3.0422299660841	0.229245143663538
T.CS.039	1.92538407778757	0.674640775763527
T.CS.057	2.46795541909074	0.00326824517371769
T.CS.062	1.5469695502054	0.949296596407713
T.CS.069	2.84022927540095	0.0756185874696684
T.CS.071	2.97397604614608	0.0838752525242877
T.CS.073	2.69231862890244	0.000592120072105374
T.CS.085	2.91152579230316	0.16063657486735
T.CS.146	3.11979026118264	0.352263596113969
TFS.026	3.0782608277976	0.284133589662825
CS.190	2.62938974025708	1.01852788992398
CS.216	-2.51900145100014	4.87139946056929
T.CS.167	-1.86335801096775	4.08572911417959
CS.108	-4.15106612709084	-2.59888629930727
