#Taxonomy	CS.219	CS.295	CS.025	CS.230	CS.142	CS.238	CS.333	CS.036	CS.111	L.007.M1	CS.104	CS.365	T.CS.141	CS.351	CS.379	CS.138	CS.070	T.CS.007	T.CS.144	CS.346	CS.119	CS.300	CS.169	CS.130	CS.290	CS.360	TFSCS020	T.CS.092	CS.191	T.CS.147	T.CS.093	T.CS.073	TFSCS025	CS.343	L.006.M5	T.CS.100	CS.302	T.CS.008	CS.193	CS.196	IMP000.L.T36	T.CS.047	T.CS.137	CS.113	TFSCS028	CS.003	T.CS.009	CS.190	CS.159	CS.205	L.025.M2	IMP000.L.T30	T.CS.133	L.008.M5	IMP000.L.T05	TFSCS021	T.CS.042	CS.163	IMP000.L.T03	L.005.M5	CS.099	CS.274	CS.139	L.012.M1	IMP000.L.T26	IMP000.L.T40	T.CS.084	CS.151	CS.269	TFSCS024	L.008.M4	T.CS.096	L.006.M3	CS.334	L.012.M3	IMP000.L.T27	T.CS.098	CS.033	CS.282	CS.335	T.CS.049	CS.011	L.004.M6	L.005.M6	CS.137	CS.001	L.005.M4	L.006.M2	CS.141	T.CS.020	L.006.M6	CS.296	CS.092	L.007.M6	T.CS.149	T.CS.097	L.004.M3	L.006.M1	L.007.M4	L.012.M6	CS.260	L.025.M6	L.004.M4	CS.109	CS.007	CS.366	T.CS.139	T.CS.014	T.CS.069	T.CS.081	CS.297	T.CS.090	IMP000.L.T19	T.CS.071	T.CS.003	TFSCS027	T.CS.087	CS.098	L.025.M5	T.CS.018	IMP000.L.T17	L.012.M2	IMP000.L.T02	CS.047	CS.083	CS.009	CS.042	IMP000.L.T18	L.007.M2	CS.140	TFSCS023	L.008.M6	CS.231	CS.341	CS.322	IMP000.L.T20	CS.321	CS.155	T.CS.143	T.CS.140	IMP000.L.T29	CS.213	CS.029	CS.060	L.008.M1	CS.203	TFSCS026	T.CS.099	T.CS.043	CS.135	CS.318	IMP000.L.T10	T.CS.051	T.CS.061	TFSCS022	L.025.M4	CS.380	T.CS.136	T.CS.145	CS.061	CS.101	CS.068	CS.293	CS.382	T.CS.150	CS.136	T.CS.030	CS.015	CS.305	T.CS.065	CS.112	CS.004	IMP000.L.T28	CS.167	CS.198	L.025.M1	CS.339	T.CS.151	CS.123	CS.168	CS.091	L.011.M1	CS.176	CS.008	T.CS.067	CS.037	CS.158	CS.072	CS.218	CS.132	CS.161	CS.030	IMP000.L.T09	CS.118	CS.057	CS.085	CS.020	T.CS.094	CS.053	IMP000.L.T04	T.CS.095	CS.096	CS.078	T.CS.138	CS.013	CS.059	CS.240	CS.117	CS.019	T.CS.135	T.CS.142	IMP000.L.T39	CS.022	CS.143	CS.052	CS.110	CS.040	CS.362	T.CS.013	CS.106	CS.174	CS.056	CS.347.0	CS.028	CS.093	L.012.M5	L.005.M2	CS.350	CS.058	CS.357	L.004.M2	CS.188	CS.105	T.CS.134	T.CS.148	CS.165	CS.012	CS.016	CS.051	CS.021	L.008.M3	CS.328	CS.115	CS.356	L.008.M2	CS.063	T.CS.045	CS.044	CS.055	CS.065	CS.102	CS.259	CS.108	CS.251	CS.064	CS.045	CS.071	CS.062	CS.199	CS.032	CS.073	CS.046	CS.131	CS.089	L.006.M4	CS.002	CS.235	CS.075	CS.332	T.CS.088	T.CS.146	CS.172	CS.090	CS.027	CS.275	L.007.M5	T.CS.004	CS.229	CS.005	CS.124	L.005.M3	CS.283	CS.031	CS.024	L.012.M4	CS.082	L.004.M1	CS.311	CS.301	CS.077	CS.249	IMP000.L.T06	CS.080	CS.170	L.005.M1	CS.156	CS.247	CS.345.0	CS.076	CS.285	CS.097	CS.079	CS.286	CS.194	CS.222	CS.358	CS.026	IMP000.L.T37	CS.067	CS.227	CS.388	CS.319	T.CS.023	CS.043	T.CS.070	L.004.M5	CS.312	CS.154	CS.241	CS.114	CS.224	CS.018	CS.122	CS.233	IMP000.L.T38	CS.173	TFSCS029	CS.088	CS.284	CS.200	CS.232	CS.039	CS.103	CS.237	CS.160	CS.153	CS.157	CS.038	CS.120	CS.308.0	L.025.M3	CS.239	CS.175	CS.294	CS.298	CS.325	T.CS.089	CS.023	CS.084	CS.171	CS.074	CS.035	CS.006	CS.248	CS.292	CS.066	CS.087	CS.094	CS.050	CS.049	CS.086	CS.010	CS.217	CS.095	CS.041	CS.220	CS.236	CS.017	CS.133	CS.014	CS.228	CS.164
Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43829016065701e-05	0	0	0	0	0	0	0	2.088772845953e-05	0	0	0	0	1.68585734275166e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28402670775552e-05	0	4.56246007847431e-05	0	0	0	0	0	0	0	0	0	0	2.862458852154e-05	0	0	0	0	0	0	0	1.2340194481465e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04626587708468e-05	0	0	0	0	0	1.24367281455595e-05	0	0	0	0	0	0	3.70020906181199e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27772132813268e-05	1.510893542441e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53381864442717e-05	0	0	3.0543677458766e-05	0	0	0	0	0	0	0	0	5.0758844728694e-05	0	0	0	3.29001480506662e-05	0	0	0	0	0	2.76556320694709e-05	0	0	0	0	0	0	0	5.01152651097524e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34200264646299e-05	0	0	0	1.84877056757256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0	0	2.84155489884065e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91702953052015e-05	0	0	1.58591705653794e-05	0	4.2074556113433e-05	0.000235465869222256	0	0	0	0	3.16040642826668e-05	0	0	1.4618814414151e-05	0	0	0	4.91153104701563e-05	0.00025555186425085	0	0.00127564936427343	0	0.00228313464008199	0	0.000337995525583042	0	0	0	0.000881338612849661	0	0	0	9.21885563272079e-05	0	0	0	0	0	0	0	0	0	0	0.000184694945514991	0	0	0	0.00034349506225848	0.000228133412419583	0	0	0	0.00060636473884498	0	0	0	0	0.000616788996484303	0.00023824873167587	0	0	0.000178563456988527	1.24046393351113e-05	0.00122254924156667	2.36183278223902e-05	0.000444723887806898	0.000526977663333134	0	3.55909883617468e-05	0.000204848893815973	0	0	0.000515881789372835	0	9.31462955718251e-05	0	0	0	0.000168861870989531	0.000123395853899309	2.1191828430957e-05	0	1.17045308238819e-05	0	0	0	1.28483509141602e-05	0	0	0	1.04626587708468e-05	0	0	5.5746021127742e-05	0	0	0	0	0	0	0	0	0	0	0.000127556936778144	0	1.90734135688264e-05	0	0	0	0	0	0	0.000247255464345762	0	0	0	0	0	0	0	0	0	2.52283162621727e-05	0	0	0	0	1.37253287216229e-05	0	0.000176520429297684	0	0	0	0	0	0	0	0	0	0.000107793467715856	0	0	0	9.73885944043296e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.8692757947894e-05	0	0	0	0	0	2.22880959279649e-05	0	0	0	3.62726250498749e-05	0	0	0	0	0	1.47208196552384e-05	0	0	1.92826841496336e-05	0	0	0.000146636166344067	0	0.000172865115819628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18349574953349e-05	0	0	0	0	0	0	0	0	0	0	0	2.07430147897695e-05	1.66861338227933e-05	5.01085685652247e-05	0	0.000122395275542364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70453008789723e-05	9.38409083799931e-05	0	2.33437602128951e-05	0	0	0	0	0	0	2.78598094389034e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368001624283031	0	0	0	0	0	0	0.00010990520675917	0.000193028899183764	0	0	1.94658568870202e-05	0	1.45300262993476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38467677573823e-05	0	0	0.000163596505578641	0	0	0	0	3.91742077016492e-05	0	0	0	0	0	6.83900971139379e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126730665652821	0	0	0	4.71876179690449e-05	3.70548782747249e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89611630803093e-05	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_millerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21112295320221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49429924836748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_oralis	0	0	0	0	0	0	0	0	6.10780271797221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172594819278841	1.4024852037811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27730233746328e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37253287216229e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66861338227933e-05	0	0	0	0	0	0	0	0	0	1.27565664425763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015044380923725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter_smithii	0.00709521782318717	0	0.000340986587860877	0	0.000315881997472944	2.963841138115e-05	0	0	9.16170407695831e-05	9.52199581032184e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.29739176311538e-05	0.00221676826854564	0	0	0.000959479819205456	0	0.00298729348405374	0.00739362829357885	0	1.11824301657236e-05	0	0	0.000632081285653335	0	0	0	0	0	0	0.000970027381785587	0.0156142189057269	0	0.0532247912383031	0.00098456030431864	0.00156965506505636	8.47786067241546e-05	0.0128438299721556	0	0	0	0.0349980840464938	0	0	0	0.00394874316268207	0	0	0	0.000638744410986404	1.95901735689378e-05	0	0	2.49256761656153e-05	0	0	0.00586919493525416	0	0	0	0.013625304136253	0.00827363842375021	0	0	0	0.000250909547108267	0.000774857426233573	0	0	0	0.0951705421575279	0.0127673290915716	0	0	0.0497299227713048	1.24046393351113e-05	0.0611727416798732	0.00356636750118092	0.0200739161772148	0.0280016767471106	0.000207955232909861	0.00576574011460298	0.0117004868173712	0	0.00362377850162866	0.0131672685287543	0	0.00728404031371672	0	0.000233690360272639	0	0.00818417201395925	0.0210266535044423	0.00101720776468594	0	0.000468181232955277	1.84195984527537e-05	0	0	0	0	0	0	0.00111950448848061	0	0	0.00568609415502968	0	0	0	0	0	2.69077601980411e-05	0.00587129333377313	0	0	0	0.00445289670207338	0	0.000104903774628545	0	0	0	1.87300992695261e-05	0	0.000550206327372765	0.0142295519730986	0	0	1.33411601472864e-05	0	2.64543266051163e-05	3.11983277696315e-05	0	0	0	0.000580251274029971	0	0	0	0	0.000219605259545966	0	0.00581340613820373	0	0	1.20825479677154e-05	0.000175069113105099	0	0.00112966427789741	0	0	0	0.0063059178613776	0	0	0	0.00253210345451257	0	0	0	0	6.34678852500635e-05	0	0	1.85277824097234e-05	0	5.91208726240799e-05	0.000626036873571853	9.56571647216377e-05	0.00252496269941467	0	0	9.76181179226865e-05	0	0	0.000668642877838946	0.000356590990134316	0	0	0.00286553737894011	0	0	0.000394464350284343	0.000100046688454612	0	0.000426903770001914	0.000142017212486153	0	0.00543771693019668	6.18046971569839e-05	0	0.00634934600269811	0.00193912328123164	0.020768508914901	0.000187728794468258	0	0	0	0	0	0	0	0.000283036668972891	0	0.000458880985938576	0	0	0	0.00221162485313429	0	0.000281749665422272	0.000459649353207696	0	0	0	0	3.37906332364669e-05	0	0.000189041021901753	0	0.00230247464166442	0.00180210245286167	0.000952062802739268	0	0.017808512591414	0.000217663383577298	0	0	0	0	0	1.27565664425763e-05	0	3.12587915351193e-05	3.80481308855702e-05	0	0	0	5.69979195759355e-05	0.000108181203515889	0.0287153179642779	0	0.00457537700172744	0	0.000287604256542997	0.000165057357431708	0	0.00054326502278695	0.000237953599048186	0.0115061012982671	0	0.000141352745777087	0	0	0.00103848503359805	0.00161933607221039	0	1.67151405743322e-05	0	3.34068283557159e-05	0.00045133142771175	0.000318288878986568	0	0.0172453174965738	4.26639361747515e-05	0	0.00190486411075041	0	0	0	0.0130512433026515	0.0306915949702184	0	0.00138278160347355	0.00157673440784863	0	0.000348720631184342	0	0	0	5.9776436128878e-05	0.000100230530219505	0	0	0.00178069724189783	0	6.42590926616116e-05	0	0	0	0	0	0	0	0.000164590991386405	0	0	0	0	0	1.17354363235225e-05	7.57920266787934e-05	0	0.00244213886671987	3.27686207687518e-05	0	0.0298727219186598	0	0	3.81737669873263e-05	3.55682020273875e-05	0.00258549770830885	0	0	1.43682289720969e-05	0	0	0.000854876213924224	0.00207201086956522	0	7.87897888433659e-05	0	0	0	0	0	0.000487831318770665	0	0	0.000110310339755846	0	0	0.0233818078129455	0	3.45291944338939e-05	0.000204858062628036	0.00297281993204983	0	0.000109158388822181	0.0037050037050037	0.000151576394502829	3.29315682012777e-05	0.000814300670828648	3.88485295831553e-05	0	0	3.26040885527045e-05	0	0	0.00318674314850223	0.000756612795835603	0	0	0	0	0	2.78210549744046e-05	0.00353326189579774	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63900984350672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38879660627124e-05	0	0.000268557760899669	0	9.08064913668971e-05	0	1.60950250277639e-05	0	0	0	0.000204368373994124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205596332161434	0	0	0	0	0	0.000135838804618519	7.08549834671705e-05	0.000260700210093699	9.58141206060243e-05	0	3.55909883617468e-05	7.22996095821083e-05	0	0	2.45657994939445e-05	0	3.725851822873e-05	0	0	0	2.25149161319374e-05	9.87166831194472e-05	0	0	3.51135924716458e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79804258082471e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010591225757861	0	0	0	0	0	0	0	0	0	5.38967338579282e-05	0	0	0	0	1.74331438931697e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99760191846523e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67028561884082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.38409083799931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126897111821735	0	0	0	0	0	0	0	0	0	0	3.89317137740403e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera_stadtmanae	0.0028735632183908	0	0	0	0	0	0	0	0	4.08085534728079e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118755442957802	0	0	0.000190310046784553	0	0	0	0	1.11824301657236e-05	0	0	0	0	0	0	0	0	0	0	0.00416549538728885	0	0.0058495237295959	0	0	0	0.00346043038096924	0	0	0	0.00974581683484481	0	0	4.63628355510223e-05	0	0	0	0	9.12492015694863e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340937267542772	0	0	0	0.0162626698739694	0	0	0	0	0	0.0049354765678062	0.00524326877657062	0.00532135134720667	0.00462303131924067	0	0.00498273837064455	0.0026509856846773	2.10132593666604e-05	0	0.000908934581275948	0	0.00141582369269174	0	0	0	0.00154227175503771	0.0151530108588351	0	0	0.00138113463721807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69077601980411e-05	0	0	0	0	0.00424416716916369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00603699868198079	0	1.12082492714638e-05	0	4.18075493982326e-05	0	0	0	8.13593993351775e-05	0	0.00165283317164313	0	0	0	0	0.000749625187406297	0	0	0	0	0	0	0	0	0	3.13018436785927e-05	3.18857215738792e-05	0	0	2.89578084730548e-05	0	0	0	0.000468050014487262	0	0	0	0.00177735862744387	0	0	0	0.00153404922297072	0	0	0	0	0	0	0	0.00211156079535457	0	0	0	0	0	0	0	0	0	0.0039568345323741	0	0	0	0	0	0.000117099446705114	0	0	0	0	0	0	0	0	0	0	0.000108023441086716	0	0	0	1.67028561884082e-05	0	0	0	0	0	0	0	0	0	0	0	3.80481308855702e-05	0	0	0	0	0	0.0217710907441584	0	0	0	0	8.25286787158538e-05	0	9.05441704644916e-05	0	0	0.000348650721706994	0	0	0	6.10873549175321e-05	0	0	0	0	0	0	0	0	0.00606568194507893	0	0	5.36581439648003e-05	0	0	0	0.00403901634839951	0.00085484226781381	0	0.000857324594153599	0.00103169041501207	0	0	0.000308589062232128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106704606082163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207175166603363	0	0	0	0	0	0	3.29315682012777e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043441744620464	0	0
k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0458089668616e-05	0	1.43829016065701e-05	0	0	1.73774024258854e-05	0	0	0	0	0	0	0	1.74544439014173e-05	0	0	0	0	0	0	0	2.59447118191135e-05	0	0	0	0	0	0	0	1.22422995935557e-05	0	0	0	0	0	0	0	0	1.80939801328098e-05	0	0	0	0	0	0	0	0	0	2.87319168498326e-05	0	0	0	0	0	0	0	0	1.40146312750512e-05	0	2.25299817732447e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03334688897926e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.17786566769256e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39885573600795e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7572895843386e-05	0	0	0	0	0	0	1.25647082474745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01764598131602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69897551776279e-05	0	1.27565664425763e-05	0	0	0	0	0	0	0	2.70453008789723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34485559108675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93886750748888e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
