	chao1	observed_otus	shannon	simpson
CS.219	198.607142857	182.0	5.54874763845	0.954572417694
CS.295	163.142857143	141.0	4.84644558963	0.909868184026
CS.025	210.176470588	171.0	5.38766551124	0.940819806372
CS.230	157.230769231	126.0	4.96358118579	0.931435866846
CS.142	200.0	140.0	5.46674428245	0.963892172811
CS.238	202.5	171.0	5.55402167194	0.953727552545
CS.333	186.058823529	155.0	5.59091073382	0.964734971939
CS.036	198.038461538	171.0	5.79502040561	0.967592624316
CS.111	236.555555556	193.0	5.42415574323	0.95349409209
L.007.M1	182.0	158.0	4.92210970342	0.917382305027
CS.104	185.869565217	160.0	5.0968513496	0.935492293894
CS.365	200.0	161.0	5.00395338123	0.909306639323
T.CS.141	209.153846154	133.0	4.60947544873	0.922993069082
CS.351	174.607142857	158.0	5.38541377236	0.95145127868
CS.379	138.625	98.0	4.62150573523	0.932909009201
CS.138	183.0	154.0	5.25774179306	0.94117881208
CS.070	145.0	118.0	4.67450876275	0.930681424581
T.CS.007	151.058823529	120.0	4.91605807888	0.944388376823
T.CS.144	218.0	166.0	5.21624632245	0.941336036333
CS.346	164.714285714	127.0	4.717112429	0.928715053974
CS.119	169.272727273	142.0	5.49341112061	0.957238274388
CS.300	184.333333333	155.0	5.48557114474	0.961614383864
CS.169	227.9375	197.0	5.09106737656	0.896472443523
CS.130	204.681818182	171.0	5.45051065924	0.950803994075
CS.290	153.909090909	117.0	4.89880067284	0.929384651614
CS.360	168.9375	147.0	5.77188904791	0.970474518015
TFSCS020	274.65	192.0	5.66013539069	0.966050132499
T.CS.092	274.333333333	201.0	5.66881153639	0.941177710201
CS.191	186.791666667	162.0	4.88280550532	0.893929928325
T.CS.147	272.0	197.0	5.64433380403	0.953151063617
T.CS.093	237.882352941	192.0	5.32450759118	0.930435843466
T.CS.073	226.0	174.0	5.32549135638	0.938554964494
TFSCS025	205.526315789	158.0	5.11833765041	0.947553040029
CS.343	141.214285714	118.0	5.11808400767	0.950503043577
L.006.M5	257.4375	201.0	5.6565911918	0.94421717249
T.CS.100	222.166666667	191.0	6.12294769426	0.970024676219
CS.302	146.333333333	105.0	4.83158111316	0.942660218521
T.CS.008	129.25	115.0	4.33880574758	0.861862241046
CS.193	173.0	142.0	5.49162000866	0.965086677703
CS.196	195.8125	142.0	4.90083086024	0.939409746547
IMP000.L.T36	179.105263158	162.0	5.51155959555	0.956268690395
T.CS.047	221.076923077	167.0	5.72743983466	0.96313552679
T.CS.137	247.157894737	204.0	6.27913179726	0.980619166738
CS.113	143.0	125.0	4.63503544269	0.906664817348
TFSCS028	232.6875	168.0	5.29345697995	0.935996127724
CS.003	263.55	192.0	5.26650154374	0.930907929429
T.CS.009	217.954545455	186.0	5.28418857006	0.934671601199
CS.190	212.142857143	175.0	5.65967149612	0.959534106592
CS.159	217.136363636	178.0	5.34398552325	0.945223669405
CS.205	189.857142857	119.0	4.88779054438	0.938011669648
L.025.M2	147.315789474	141.0	5.32842795255	0.945985687084
IMP000.L.T30	206.8125	153.0	5.30953461098	0.952727047093
T.CS.133	270.214285714	221.0	6.08992858381	0.97387594731
L.008.M5	195.0	164.0	5.7580369229	0.964966917311
IMP000.L.T05	249.5	162.0	5.54841836104	0.960021687719
TFSCS021	323.25	216.0	5.55501489458	0.956494162232
T.CS.042	232.730769231	198.0	5.53064451217	0.933854902812
CS.163	196.807692308	157.0	4.96586073798	0.942698439923
IMP000.L.T03	166.0625	137.0	5.3432848491	0.951170024256
L.005.M5	223.5	159.0	5.01085909854	0.929046099521
CS.099	247.096774194	190.0	4.64810073692	0.870804533995
CS.274	199.0	133.0	5.04525428345	0.945501342725
CS.139	144.5	113.0	4.79803832652	0.929886350555
L.012.M1	189.833333333	164.0	5.69759644021	0.969448256159
IMP000.L.T26	211.315789474	166.0	5.4419073847	0.956480319886
IMP000.L.T40	185.869565217	160.0	5.39797130854	0.951977081208
T.CS.084	159.894736842	137.0	5.07690929015	0.925710025381
CS.151	207.05	170.0	5.69693549452	0.963345710066
CS.269	108.111111111	93.0	4.62700757286	0.931902443418
TFSCS024	206.2	146.0	5.19992641649	0.952718576404
L.008.M4	200.4	156.0	5.65269551032	0.964707287248
T.CS.096	272.75	209.0	5.58837429701	0.949440970678
L.006.M3	226.272727273	189.0	5.53866433544	0.955769470679
CS.334	163.0625	134.0	5.39234979132	0.960568632536
L.012.M3	196.954545455	181.0	5.81820004595	0.965903582692
IMP000.L.T27	207.15	162.0	5.23996952192	0.951301010033
T.CS.098	278.058823529	206.0	5.67956316418	0.9579463689
CS.033	199.391304348	175.0	5.4925317014	0.957458581171
CS.282	171.272727273	129.0	5.06506006973	0.946614239759
CS.335	155.375	101.0	4.45478889601	0.926903772731
T.CS.049	231.1	145.0	5.08261788179	0.942241849122
CS.011	255.0	216.0	6.12205980612	0.965996829139
L.004.M6	200.0	171.0	5.41214273405	0.945857731472
L.005.M6	202.0	176.0	4.89055841951	0.920233070665
CS.137	204.272727273	147.0	5.30666613698	0.956934500328
CS.001	207.666666667	187.0	6.04930622431	0.973672099833
L.005.M4	258.833333333	180.0	5.42625561272	0.940593232656
L.006.M2	216.045454545	175.0	5.38937981276	0.956180264665
CS.141	248.0	197.0	5.48906016252	0.951869166007
T.CS.020	294.724137931	223.0	6.08207394842	0.974180960983
L.006.M6	294.789473684	225.0	6.16069305102	0.970386712092
CS.296	199.565217391	169.0	5.24225491103	0.938770657161
CS.092	296.0	221.0	6.22206103939	0.974607318999
L.007.M6	217.058823529	186.0	5.49683079448	0.946901692247
T.CS.149	220.5	159.0	4.09843746125	0.819595293203
T.CS.097	239.894736842	183.0	5.09954743223	0.927831967423
L.004.M3	247.117647059	194.0	5.98575979131	0.968475159928
L.006.M1	231.894736842	175.0	5.83864717818	0.969656717751
L.007.M4	226.875	196.0	5.8051299682	0.960783154458
L.012.M6	199.473684211	175.0	6.07927041366	0.975141729951
CS.260	181.272727273	139.0	5.2419462296	0.950421986658
L.025.M6	220.105263158	168.0	5.28783437267	0.94994817901
L.004.M4	229.9375	186.0	5.33923688755	0.929508061978
CS.109	281.25	207.0	5.64064235114	0.951098264435
CS.007	203.076923077	149.0	4.83064567896	0.899005386153
CS.366	140.0	111.0	4.66874028939	0.926849505227
T.CS.139	259.913043478	200.0	5.60783954968	0.947916935321
T.CS.014	230.833333333	183.0	5.54985225843	0.956692913521
T.CS.069	252.681818182	197.0	5.65378982183	0.958317495268
T.CS.081	233.142857143	170.0	4.9774501432	0.926919474496
CS.297	246.3	156.0	4.86264036651	0.911002016747
T.CS.090	180.0	129.0	4.29192727237	0.867573207155
IMP000.L.T19	199.866666667	153.0	5.4102233629	0.954769860503
T.CS.071	219.434782609	182.0	5.08013119703	0.920234241411
T.CS.003	243.636363636	181.0	5.23976082464	0.943415762665
TFSCS027	204.75	156.0	4.80714108053	0.929701372744
T.CS.087	155.75	117.0	4.53242960926	0.913584268429
CS.098	186.2	161.0	5.75405219914	0.964156692459
L.025.M5	162.5	151.0	5.57542601123	0.961246149925
T.CS.018	191.769230769	156.0	5.50257236856	0.954713802447
IMP000.L.T17	197.666666667	158.0	5.45664309503	0.957064384227
L.012.M2	243.0	194.0	5.69231104259	0.9639101472
IMP000.L.T02	260.0	185.0	5.78592062173	0.964570172273
CS.047	166.153846154	123.0	5.05126993613	0.94843426716
CS.083	343.774193548	259.0	6.09408499189	0.972226779904
CS.009	144.0	119.0	5.12599374637	0.955788684681
CS.042	153.352941176	126.0	4.93791960868	0.927632114255
IMP000.L.T18	210.454545455	175.0	5.64640263447	0.957996091156
L.007.M2	230.913043478	197.0	5.73460087683	0.962207194363
CS.140	169.235294118	153.0	5.63196158311	0.962236463004
TFSCS023	194.037037037	159.0	5.36898092592	0.958095604535
L.008.M6	183.75	145.0	5.39435410321	0.9505718421
CS.231	221.315789474	176.0	5.97325305816	0.974440453311
CS.341	164.315789474	133.0	4.87527438685	0.932119444567
CS.322	167.769230769	132.0	5.25436797321	0.953051550238
IMP000.L.T20	189.055555556	156.0	5.61661887001	0.961091955838
CS.321	149.454545455	131.0	4.35066001973	0.875644603081
CS.155	200.869565217	175.0	5.91083356489	0.968814607297
T.CS.143	169.772727273	150.0	4.97845716522	0.922013017245
T.CS.140	169.625	155.0	4.95233186989	0.919971305713
IMP000.L.T29	237.363636364	170.0	5.51788956081	0.957871096842
CS.213	173.0	125.0	5.24076066794	0.956614542431
CS.029	186.625	163.0	5.79141798432	0.968030138849
CS.060	203.076923077	149.0	5.36791156474	0.962036334366
L.008.M1	192.5	137.0	4.81985687713	0.928286698804
CS.203	157.625	134.0	4.7124228665	0.902306957731
TFSCS026	169.833333333	144.0	5.08943120033	0.935798684915
T.CS.099	215.8	183.0	5.10275548648	0.920136725185
T.CS.043	187.0	154.0	5.09623109808	0.930297833215
CS.135	159.25	142.0	5.63101666322	0.96386448812
CS.318	196.214285714	146.0	5.3279188934	0.951510573503
IMP000.L.T10	182.75	153.0	5.45130785912	0.952877866678
T.CS.051	239.5	166.0	4.94036920614	0.924829349188
T.CS.061	220.4	179.0	5.48867345802	0.950269720857
TFSCS022	355.75	217.0	5.80534079874	0.960034221584
L.025.M4	152.0	144.0	5.31764362067	0.946919942106
CS.380	183.894736842	161.0	5.49842720548	0.95426795496
T.CS.136	190.444444444	163.0	4.55359616718	0.879974089333
T.CS.145	169.176470588	140.0	4.68379010464	0.90317875003
CS.061	134.875	91.0	4.06702975	0.874267599604
CS.101	191.555555556	164.0	5.28862545679	0.92707614781
CS.068	146.555555556	124.0	4.70882822492	0.930455883877
CS.293	207.045454545	160.0	4.98619257515	0.928325402278
CS.382	171.083333333	144.0	5.63014864529	0.963656852937
T.CS.150	209.0	179.0	5.24480713424	0.930345282847
CS.136	222.888888889	194.0	5.76138892491	0.966264310084
T.CS.030	153.333333333	138.0	5.24177194316	0.950829957081
CS.015	149.076923077	120.0	4.21796473972	0.887357568893
CS.305	242.588235294	179.0	5.20168126555	0.92176874461
T.CS.065	193.5	147.0	4.87525314868	0.921698637607
CS.112	210.0	158.0	5.18168990911	0.941561163833
CS.004	175.0	144.0	5.58184337243	0.962130269487
IMP000.L.T28	233.8125	180.0	5.63436813002	0.960607680346
CS.167	140.882352941	117.0	4.39117890426	0.886257136857
CS.198	226.066666667	163.0	5.07368388452	0.933849668891
L.025.M1	175.5	143.0	5.30257969511	0.956157745028
CS.339	147.769230769	102.0	4.36208886234	0.907075335864
T.CS.151	180.15	145.0	4.74814179616	0.916642738118
CS.123	267.333333333	142.0	4.3455498698	0.867085970366
