	chao1	observed_otus	shannon	simpson
CS.305	12.0	12.0	2.85622966068	0.835558640828
CS.323	11.0	11.0	2.79783732971	0.828888180959
CS.332	9.0	9.0	2.90524975881	0.844015261087
L.001.M3	8.0	8.0	2.47123004124	0.788072154837
L.001.M4	6.0	6.0	1.9231550721	0.657161397854
L.001.M5	5.0	5.0	1.75399986091	0.663119663595
L.001.MEXTRA.NOSAMPLE	5.0	5.0	1.96431959542	0.705532466893
L.002.M0	5.0	5.0	2.0652509051	0.72590275931
L.004.M2	8.0	8.0	2.71933587142	0.828015357013
L.004.M4	6.0	6.0	1.9835128955	0.680335936213
L.004.M5	8.0	8.0	2.29505885457	0.738107478285
L.006.M3	5.0	5.0	1.94567927633	0.693597157421
L.008.M2	5.0	5.0	1.95069474194	0.714374164469
L.008.M3	7.0	7.0	2.28218370072	0.74254066606
L.008.M5	5.0	5.0	2.04159055146	0.734482183441
L.022.M3	5.0	5.0	1.80184363487	0.629920634096
L.031.M2	10.0	10.0	2.88472051783	0.846971992641
L.031.M4	6.0	6.0	1.64867382728	0.522887200486
L.031.M6	8.0	8.0	2.58554457808	0.797212919868
L.035.M2	5.0	5.0	1.88776302667	0.661883349946
L.035.M4.NOSAMPLE	8.0	8.0	2.63357633341	0.811785391481
L.035.M5	9.0	9.0	2.75030477895	0.804583666155
L.035.M5.1	8.0	8.0	2.86601746866	0.853550844802
T.CS.116	13.0	13.0	2.32600313073	0.650628507694
T.CS.119	6.0	6.0	1.69221708471	0.633587252632
T.CS.163	10.0	10.0	2.53517998748	0.783538539368
CS.029	8.0	8.0	2.9286542605	0.86342917871
CS.096	6.0	6.0	2.01487335478	0.696734464099
CS.101	7.0	7.0	2.28552403834	0.758244939339
CS.115	18.0	18.0	3.24940657562	0.860242344755
CS.182	13.0	13.0	3.41902125529	0.890247236149
CS.349	15.0	15.0	2.94824123734	0.807233978858
CS.389	13.0	13.0	3.1210364729	0.840662782203
CS.390	13.0	13.0	2.48451740577	0.73325470723
CS.391	16.0	16.0	2.96525556111	0.813107117043
CS.393	9.0	9.0	2.67695849994	0.803576371286
L.001.M2.NOSAMPLE	6.0	6.0	2.02380633666	0.67706000434
L.036.M6	5.0	5.0	1.85465379611	0.659838031287
L.025.M6	7.0	7.0	2.04367195798	0.718024673884
T.CS.093	10.0	10.0	2.87391289909	0.84207454082
T.CS.162	9.0	9.0	2.09795565474	0.697616301423
T.CS.019	5.0	5.0	1.7064086586	0.611549610661
CS.086	7.0	7.0	2.60776637319	0.819625187881
CS.166	12.0	12.0	2.76217560858	0.795816599411
CS.233	5.0	5.0	2.04849105545	0.727708863467
CS.283	9.0	9.0	2.64804820811	0.813195887214
CS.372	16.0	16.0	3.40974690925	0.884393592625
CS.377	15.0	15.0	3.30797471209	0.861174350407
L.004.M1	7.0	7.0	2.33074054113	0.764466738846
T.CS.025	9.0	9.0	2.67955676835	0.799819167858
T.CS.096	10.0	10.0	2.64195442937	0.801899966759
CS.181	19.0	19.0	3.68135570112	0.906995194659
CS.255	10.0	10.0	2.93208045283	0.834153116093
CS.275	15.0	15.0	3.18662307327	0.855331043908
CS.385	14.0	14.0	3.36788793547	0.877426266419
CS.386	11.0	11.0	2.92339535468	0.84154578455
CS.370	13.0	13.0	3.17748351801	0.8526343353
CS.228	8.0	8.0	2.85609555701	0.852028673501
CS.256	8.0	8.0	2.72167637203	0.822162162162
CS.359	15.0	15.0	3.38500312129	0.887734024904
CS.158	7.0	7.0	2.22071093496	0.734690727548
CS.223	10.0	10.0	3.0696434752	0.870691728592
CS.308.0	10.0	9.0	1.96512547635	0.612784780024
CS.326	15.0	15.0	3.2481680341	0.844377014751
CS.369	12.0	12.0	3.02355251579	0.848489854405
CS.252	17.0	17.0	3.63634869109	0.905714077402
CS.077	8.0	8.0	2.31466455737	0.716251653263
T.CS.177	8.0	8.0	2.58828343095	0.803777126295
CS.249	9.0	9.0	2.70895071132	0.836699020328
CS.325	5.0	5.0	2.19352509632	0.764652305736
CS.363	11.0	11.0	2.53874398975	0.779710315327
CS.131	7.0	7.0	2.5258236893	0.806066051958
CS.206	3.0	3.0	1.53505514599	0.64368608799
CS.036	8.0	8.0	2.52507960807	0.801901911351
CS.268	13.0	13.0	3.05783686588	0.824035040799
CS.146	16.0	16.0	3.6340003949	0.90191405517
CS.039	7.0	7.0	2.32939788544	0.774666322275
CS.063	13.0	13.0	3.13520272763	0.863007605247
CS.079	9.0	9.0	2.73041599733	0.824596418159
CS.210	5.0	5.0	1.96481227479	0.714280584456
CS.293	6.0	6.0	2.0590538578	0.688856214475
CS.319	7.0	7.0	2.65193284251	0.823394138
T.CS.127	14.0	14.0	3.05940309914	0.831836601759
T.CS.128	10.0	10.0	2.59303857498	0.785489724233
T.CS.133	8.0	8.0	2.56165922073	0.778535659191
T.CS.157	8.0	8.0	1.98402202149	0.655370529321
CS.176	7.0	7.0	2.28430237075	0.711193762129
CS.227	7.0	7.0	2.48501566284	0.791803286412
CS.331	6.0	6.0	1.86567143046	0.651862096332
CS.362	11.0	11.0	3.1694700827	0.870578076875
CS.380	8.0	8.0	2.61387964845	0.813772548434
CS.235	9.0	9.0	2.7482502427	0.819776388889
L.005.M4	6.0	6.0	2.24749857829	0.754159679925
L.007.M3.NOSAMPLE	5.0	5.0	2.03548794025	0.710298593414
CS.298	7.0	7.0	2.32067472452	0.755187886173
T.CS.159	7.0	7.0	1.06072250716	0.355135609883
CS.164	9.0	9.0	2.79804507552	0.82156931092
L.034.M0	7.0	7.0	2.11528307319	0.706319144254
T.CS.007	3.0	3.0	1.18135433569	0.490537580075
T.CS.130	9.0	9.0	2.02608135184	0.642406022969
TFS.025	8.0	8.0	2.57325291329	0.807742903383
CS.360	12.0	12.0	3.30308111625	0.881113749088
CS.060	10.0	10.0	2.69020513408	0.807717854493
CS.128	9.0	9.0	2.52280668603	0.788535294723
CS.147	8.0	8.0	2.47009095513	0.78636252295
CS.195	11.0	11.0	2.59350652081	0.777194036078
CS.309	13.0	13.0	2.70479416245	0.769810180039
CS.231	12.0	11.0	2.6051601968	0.797216550932
CS.188	6.0	6.0	1.96979537406	0.703980530016
CS.129	11.0	11.0	2.80104735859	0.808383132733
CS.184	6.0	6.0	2.53872750927	0.82261853761
CS.374	7.0	7.0	2.44057851242	0.775541582844
CS.242	7.0	7.0	2.12755711249	0.704518792317
CS.066	7.0	7.0	2.62389995971	0.82060312217
CS.159	8.0	8.0	2.09375441723	0.714585769204
CS.276	9.0	9.0	2.43896936453	0.755457658365
CS.290	8.0	8.0	2.58595316226	0.80008371837
CS.322	6.0	6.0	2.39111249375	0.780186763677
T.CS.143	8.0	8.0	2.2245582342	0.694822679522
CS.125	13.0	13.0	3.07559607841	0.846214050879
CS.345	4.0	4.0	1.73177745319	0.642970271453
CS.345.0	4.0	4.0	1.73177745319	0.642970271453
CS.067	10.0	10.0	2.1618395387	0.630869470261
CS.222	7.0	7.0	2.32446509646	0.746242237253
CS.135	8.0	8.0	2.57222921949	0.790293452535
CS.149	7.0	7.0	2.12352312378	0.701154593306
CS.150	5.0	5.0	2.28721929342	0.790526049996
CS.156	10.0	10.0	2.83765207473	0.835354183782
CS.187	11.0	11.0	2.3992957114	0.728362747944
CS.189	6.0	6.0	2.36231201173	0.782763693979
CS.204	6.0	6.0	2.43207990357	0.798741936862
CS.247	12.0	12.0	3.08991907712	0.854350063198
CS.269	7.0	7.0	1.70539396817	0.556603603441
CS.288	6.0	6.0	2.12238997578	0.730624856035
CS.292	7.0	7.0	2.39327441242	0.77613684635
CS.303	9.0	9.0	2.77703577295	0.824192564378
CS.320	7.0	7.0	2.62986340943	0.822022574203
CS.337	5.0	5.0	2.1085755251	0.736083591593
CS.344	7.0	7.0	2.22887971099	0.757896173353
CS.348	6.0	6.0	1.75925514324	0.623629033856
CS.379	4.0	4.0	1.51658136943	0.562499219618
TFS.024	4.0	4.0	1.81873030298	0.679207799482
CS.316	10.0	10.0	2.72664412418	0.805514219577
CS.018	5.0	5.0	1.84109459784	0.657527458654
CS.026	5.0	5.0	2.06562540469	0.734439553088
CS.028	6.0	6.0	2.15000018148	0.725374534905
CS.137	10.0	10.0	2.44961595574	0.717629369966
CS.213	5.0	5.0	1.89859195078	0.692932553072
L.033.M6	6.0	6.0	2.21048244368	0.753743964286
T.CS.032	7.0	7.0	1.85309326309	0.615651794656
CS.111	7.0	7.0	2.48788947462	0.80244540324
L.032.M4	5.0	5.0	1.5582214813	0.530996489105
CS.321	6.0	6.0	2.21460806886	0.75483802048
CS.152	8.0	8.0	2.86846242369	0.849760072431
CS.169	6.0	6.0	2.08598340982	0.723077773763
T.CS.148	16.0	16.0	2.90289285591	0.803644941361
CS.055	9.0	9.0	2.56756317796	0.793799003282
CS.113	9.0	9.0	2.79240033968	0.829149097471
CS.119	11.0	11.0	3.00659497496	0.864770794653
CS.160	8.0	8.0	1.87215062024	0.623483117224
CS.167	9.0	9.0	2.28578461398	0.746697611241
CS.170	10.0	10.0	2.48620110446	0.763933775506
CS.171	11.0	11.0	2.4796752139	0.774314843083
CS.230	8.0	8.0	2.29068008162	0.755443430948
CS.008	7.0	7.0	2.5010559345	0.79163473895
CS.011	7.0	7.0	2.29446026325	0.744015096531
CS.014	4.0	4.0	1.36801519326	0.488292987996
CS.040	4.0	4.0	1.75824659016	0.655224599659
CS.122	8.0	8.0	2.50807925194	0.790783269555
CS.123	9.0	9.0	2.47511633309	0.794785143856
T.CS.072	4.0	4.0	1.30619699725	0.529390832192
T.CS.124	16.0	16.0	2.40836602024	0.668079970714
CS.030	7.0	7.0	2.49378861823	0.791763117284
CS.034	4.0	4.0	1.11542314826	0.388586428986
CS.041	6.0	6.0	1.45799345967	0.451210978468
CS.044	4.0	4.0	1.19763732099	0.419215094787
CS.045	4.0	4.0	1.11542314826	0.388586428986
CS.046	14.0	14.0	3.11075733829	0.858973255622
CS.047	6.0	6.0	2.14182033314	0.738100588434
CS.052	6.0	6.0	2.00199744194	0.70674723236
CS.058	8.0	8.0	2.08256258401	0.683140101275
CS.065	9.0	9.0	2.74274146822	0.812049103295
CS.073	8.0	8.0	2.3256004003	0.746454768953
CS.082	5.0	5.0	1.77166033446	0.646520264964
CS.098	7.0	7.0	2.3415908121	0.749617518373
CS.126	5.0	5.0	2.1255046966	0.748596551075
CS.133	6.0	6.0	2.24806846393	0.756772617927
CS.134	9.0	9.0	2.39922578212	0.747815966731
CS.138	5.0	5.0	2.12181189156	0.747664772356
CS.155	11.0	11.0	2.86700397544	0.809290666667
CS.157	4.0	4.0	1.89926907666	0.718434427068
CS.163	8.0	8.0	2.44565870926	0.782925766152
CS.173	4.0	4.0	1.49700620843	0.549892642034
CS.196	7.0	7.0	2.23123627694	0.759516429846
CS.215	8.0	8.0	2.84075859348	0.848944636678
CS.220	6.0	6.0	1.86100976373	0.628761995225
CS.221	4.0	4.0	1.49700620843	0.549892642034
CS.236	5.0	5.0	1.62437819654	0.622333243316
CS.237	5.0	5.0	1.97728979673	0.691147842057
CS.238	6.0	6.0	1.64495635085	0.561772238525
CS.261	5.0	5.0	2.04916927376	0.726590716456
CS.272	11.0	11.0	2.54181770251	0.792733681482
CS.274	9.0	9.0	2.66906592148	0.811809744965
CS.277	5.0	5.0	2.20316276214	0.770288581703
CS.286	9.0	9.0	2.16668073009	0.663084733181
CS.300	11.0	10.0	2.63063226691	0.81074247921
CS.301	11.0	11.0	2.75138767007	0.822858260154
CS.327	7.0	7.0	2.13500780522	0.691053008549
CS.330	10.0	10.0	2.61782791475	0.791522616791
CS.335	4.0	4.0	1.74596245014	0.658604060618
CS.338	4.0	4.0	1.95142318002	0.734743065437
CS.343	7.0	7.0	2.275547272	0.739004426939
CS.364	8.0	8.0	2.57423471339	0.799791689751
CS.367	7.0	7.0	2.25813940976	0.748409216861
CS.382	6.0	6.0	2.30871433118	0.781147316247
L.002.M4	9.0	9.0	2.78581810483	0.831517216886
L.003.M5	8.0	8.0	2.18260563398	0.685657852447
L.005.M3	8.0	8.0	2.38530490272	0.737160768716
L.007.M1	7.0	7.0	2.49811593232	0.793524534603
L.012.M1	7.0	7.0	2.22435091919	0.742890162683
L.025.M4	5.0	5.0	1.85443301516	0.675096197026
L.032.M6	6.0	6.0	1.90369287653	0.696246875137
L.036.M1	6.0	6.0	2.30543266112	0.77126507651
T.CS.001	7.0	7.0	2.313504331	0.758775657995
T.CS.004	4.0	4.0	1.78013704967	0.672105160265
T.CS.005	5.0	5.0	2.03212781351	0.724488811728
T.CS.009	4.0	4.0	1.73384345831	0.670695098597
T.CS.014	3.0	3.0	1.1139917474	0.457411452711
T.CS.018	3.0	3.0	1.03166634105	0.432030494167
T.CS.021	4.0	4.0	1.18993825949	0.41120738245
T.CS.031	6.0	6.0	1.52637873689	0.489529712743
T.CS.033	8.0	8.0	2.37442977373	0.737193650794
T.CS.034	5.0	5.0	1.89433275999	0.692885388744
T.CS.035	7.0	7.0	2.2709353223	0.717479437157
T.CS.037	3.0	3.0	0.995605262339	0.40306640625
T.CS.042	3.0	3.0	1.09649888997	0.451716101513
T.CS.046	5.0	5.0	1.78662750299	0.643514949897
T.CS.048	7.0	7.0	1.96595116029	0.651946481225
T.CS.049	6.0	6.0	2.08509427709	0.708272649842
T.CS.055	5.0	5.0	1.48303831177	0.576922635445
T.CS.065	5.0	5.0	1.68721539484	0.601662700773
T.CS.074	5.0	5.0	1.42044318787	0.494557431532
T.CS.075	4.0	4.0	1.81376470962	0.684763908762
T.CS.079	6.0	6.0	1.5100706047	0.504000150805
T.CS.083	6.0	6.0	1.7336423151	0.577243850477
T.CS.087	6.0	6.0	2.08823604355	0.688677168515
T.CS.089	4.0	4.0	1.70539166837	0.631410732868
T.CS.091	6.0	6.0	1.16179625812	0.422987810446
T.CS.109	7.0	7.0	2.12806644078	0.72647339523
T.CS.118	8.0	8.0	1.92468239983	0.630789855952
T.CS.126	9.0	9.0	2.2535560318	0.723634806925
T.CS.134	9.0	9.0	1.87765262866	0.646573562687
T.CS.138	9.0	9.0	2.29211646951	0.695187092607
T.CS.139	7.0	7.0	2.14666861475	0.696553485709
T.CS.153	7.0	7.0	1.83102669374	0.639427383556
T.CS.170	9.0	9.0	1.93811696945	0.634545175423
T.CS.171	10.0	10.0	2.89616346785	0.823224952741
TFS.004	7.0	7.0	1.24036816339	0.375454014222
TFS.021	7.0	7.0	2.15143799229	0.691260545552
TFS.022	5.0	5.0	1.32470724219	0.451849703634
TFS.028	3.0	3.0	1.47555132277	0.620170601009
CS.234	5.0	5.0	1.87319615035	0.676854932525
CS.302	6.0	6.0	2.27813043479	0.774526068389
CS.334	9.0	9.0	2.31928350253	0.683644150836
T.CS.011	4.0	4.0	1.33614068248	0.520037187705
CS.059	4.0	4.0	1.87963239796	0.707737145806
CS.217	4.0	4.0	1.61732555379	0.625892325996
L.005.M2	6.0	6.0	2.34105038011	0.782325577861
L.007.M2	6.0	6.0	2.26968905864	0.754912815043
L.007.M6	4.0	4.0	1.65945657379	0.631154089095
L.022.M2	6.0	6.0	2.27130817502	0.75969287498
L.025.M5	6.0	6.0	2.08949072889	0.729649121611
T.CS.029	4.0	4.0	1.86575116989	0.702734093241
T.CS.052	6.0	6.0	2.15067727639	0.718563809095
T.CS.061	5.0	5.0	1.85267669071	0.657786776067
CS.068	14.0	14.0	2.7704643196	0.793912426899
T.CS.054	7.0	7.0	2.47449647845	0.78208292656
T.CS.068	4.0	4.0	1.42209636762	0.516394793211
T.CS.077	4.0	4.0	1.86394524581	0.697781405896
TFS.023	6.0	6.0	1.68610782756	0.566255456311
T.CS.022	6.0	6.0	2.17794180529	0.72947652837
CS.284	8.0	8.0	2.66489959208	0.820910752297
CS.013	5.0	5.0	1.56946856164	0.545868588066
CS.090	6.0	6.0	2.32380954452	0.770822670437
CS.368	10.0	10.0	2.97857417496	0.850584520605
CS.375	4.0	4.0	1.17365346859	0.459454217439
CS.285	11.0	11.0	3.08070408174	0.864420422894
T.CS.154	7.0	7.0	2.13053234108	0.705037386856
L.032.M0	15.0	15.0	3.11615061766	0.83183215506
L.033.M0	12.0	12.0	2.37771585913	0.720047581526
T.CS.136	7.0	7.0	1.80261750519	0.583538576571
T.CS.122	7.0	7.0	2.10826198167	0.696753406778
CS.071	9.0	9.0	2.67094001068	0.818510934363
T.CS.047	6.0	6.0	1.86878166732	0.665299039587
T.CS.108	6.0	6.0	1.90693499248	0.620444047835
CS.232	15.0	15.0	3.12784298733	0.842479189805
L.005.M1	11.0	11.0	2.92642020024	0.821239027181
L.012.M2	3.0	3.0	1.51082353152	0.634269584991
L.001.M0	5.0	5.0	1.93911199479	0.706933621804
CS.258	4.0	4.0	1.88624952544	0.709294222951
CS.328	6.0	6.0	2.146315503	0.724155042639
L.036.M0	10.0	10.0	2.3852705585	0.725451493567
T.CS.145	5.0	5.0	1.82826910605	0.626523246814
CS.004	8.0	8.0	2.60385246852	0.79291003707
CS.053	6.0	6.0	1.78436039446	0.661316526866
CS.103	7.0	7.0	2.27521389698	0.709131928113
CS.114	5.0	5.0	1.57554932877	0.648525222135
CS.116	8.0	8.0	2.70641831643	0.831980321448
CS.124	8.0	8.0	2.60021723714	0.820520676956
CS.153	5.0	5.0	1.75933609335	0.61403190914
CS.161	7.0	7.0	2.13911495237	0.698894430134
CS.178	10.0	10.0	2.86883015071	0.814906532784
CS.191	6.0	6.0	2.17399045515	0.732781659649
CS.207	4.0	4.0	1.8364482177	0.689371428571
CS.224	7.0	7.0	2.54205478522	0.803559861302
CS.253	9.0	9.0	2.92283912182	0.85607300657
CS.304	6.0	6.0	1.82486583233	0.640300616625
CS.306	9.0	9.0	2.85611199373	0.834552012512
CS.307	6.0	6.0	1.97276768477	0.655940722702
CS.329	7.0	7.0	2.1216004578	0.726905287691
CS.384	2.0	2.0	0.829274304872	0.386409293388
CS.500	2.0	2.0	0.829274304872	0.386409293388
L.007.M4	5.0	5.0	2.0529956969	0.724585895717
L.008.M4	7.0	7.0	2.45314860591	0.781044349088
L.012.M6	5.0	5.0	1.78768082494	0.658857881814
L.036.M5	8.0	8.0	2.5004184655	0.790427051462
T.CS.016	2.0	2.0	0.995550493283	0.496919008958
T.CS.041	5.0	5.0	1.65214174913	0.58533218077
T.CS.082	8.0	8.0	2.49585210585	0.761164099505
T.CS.086	5.0	5.0	1.95821499606	0.67695743427
T.CS.092	6.0	6.0	2.22309641227	0.747483687352
T.CS.140	10.0	10.0	2.51422908092	0.78742568635
T.CS.017	5.0	5.0	1.95016135891	0.693431052945
T.CS.044	4.0	4.0	1.47501676297	0.569506246282
T.CS.110	4.0	4.0	1.67932493714	0.658884654238
L.024.M3.NOSAMPLE	3.0	3.0	1.35574427355	0.580664702689
L.025.M3	5.0	5.0	2.18051880975	0.761272433648
L.032.M2	5.0	5.0	2.12354203048	0.751484395996
T.CS.151	10.0	10.0	1.90077414008	0.541991899934
CS.005	5.0	5.0	2.10045487051	0.74435718128
CS.023	8.0	8.0	2.31881757009	0.745328112021
CS.193	4.0	4.0	1.78399484654	0.671227444865
CS.336	6.0	6.0	2.38044222044	0.786722550953
CS.356	7.0	7.0	2.39805791227	0.77865068361
L.033.M2	4.0	4.0	1.28052797091	0.468586380616
T.CS.066	4.0	4.0	1.20875687342	0.437173927129
T.CS.063	6.0	6.0	2.08383663274	0.709174111127
T.CS.099	6.0	6.0	2.08032874031	0.686646241365
CS.056	5.0	5.0	2.24823039526	0.7807310753
CS.002	8.0	8.0	2.75115450784	0.832594624409
CS.127	4.0	4.0	1.82683472032	0.690752766853
T.CS.107	3.0	3.0	1.14771883625	0.461347941624
L.035.M0	8.0	8.0	1.70476250214	0.509303650062
T.CS.103	5.0	5.0	1.8555228662	0.658703048693
T.CS.168	7.0	7.0	1.77799091565	0.60311679493
CS.154	8.0	8.0	1.76552207877	0.57989437846
T.CS.053	5.0	5.0	1.71736979128	0.594572620141
CS.202	6.0	6.0	2.04456706711	0.693567604149
CS.383	6.0	6.0	1.79341733338	0.585149222026
CS.282	9.0	9.0	2.9034192105	0.845804404624
CS.347.0	5.0	5.0	2.13697376568	0.750253501469
T.CS.123	10.0	10.0	2.56618109384	0.768941953151
CS.376	7.0	7.0	2.28484596675	0.74751267414
L.035.M6	3.0	3.0	0.715578565045	0.248676915323
CS.287	8.0	8.0	2.50462452528	0.791762741988
CS.262	10.0	10.0	2.76320806819	0.809711474938
CS.378	6.0	6.0	0.742901225691	0.220842740755
CS.168	5.0	5.0	1.84510626039	0.681828567154
T.CS.152	7.0	7.0	1.48724385708	0.479801157215
CS.007	8.0	8.0	2.5279946085	0.786196474356
CS.341	4.0	4.0	1.92373475038	0.722101242747
CS.076	12.0	12.0	2.92328656516	0.850561477204
CS.080	7.0	7.0	2.4292106487	0.778398581263
CS.366	5.0	5.0	1.9287067345	0.666832307221
CS.381	4.0	4.0	1.78716854393	0.677866115702
CS.365	4.0	4.0	1.89279552765	0.710222027291
T.CS.039	4.0	4.0	1.69643159538	0.628393462144
T.CS.169	5.0	5.0	2.0645410626	0.73023053646
L.034.M2	4.0	4.0	1.84978634964	0.693088847117
CS.012	3.0	3.0	0.78493147908	0.277504
CS.020	7.0	7.0	2.22761116186	0.742668976944
CS.022	6.0	6.0	2.23113381586	0.757877236984
CS.024	5.0	5.0	2.13688162099	0.755374549679
CS.083	4.0	4.0	1.50670991755	0.592837303257
CS.085	7.0	7.0	2.3585347081	0.74532508918
CS.089	7.0	7.0	2.40397027023	0.779201490875
CS.094	6.0	6.0	2.01603018835	0.688232484217
CS.097	4.0	4.0	1.19507477726	0.427955210182
CS.105	6.0	6.0	2.18068438871	0.746456231116
CS.106	5.0	5.0	1.82183479037	0.661015322129
CS.110	7.0	7.0	2.32939148478	0.749686247844
CS.139	3.0	3.0	1.23704383879	0.498890251353
CS.141	5.0	5.0	1.79359271731	0.648434035544
CS.142	8.0	8.0	2.56085501429	0.79665063608
CS.175	3.0	3.0	1.32612577916	0.543613735692
CS.198	6.0	6.0	2.27444099214	0.77366758867
CS.245	3.0	3.0	1.16925113778	0.475750151964
CS.246	5.0	5.0	1.70578845594	0.581530378961
CS.281	4.0	4.0	1.16616247772	0.447105102118
CS.314	4.0	4.0	1.31572625291	0.484361722541
CS.317	5.0	5.0	1.92712972339	0.668405922847
CS.357	6.0	6.0	2.32204178115	0.763786884311
L.002.M1	7.0	7.0	2.1478268614	0.706672673234
L.002.M2	7.0	7.0	2.04771115613	0.677704303719
L.003.M0	6.0	6.0	1.7912246516	0.652395944604
L.003.M1	6.0	6.0	2.0976918818	0.694582245329
L.003.M4	6.0	6.0	1.98591017736	0.681022309525
L.003.M6	8.0	8.0	2.58212559084	0.810179670482
L.005.M5	4.0	4.0	1.54253288743	0.594529362249
L.005.M6	7.0	7.0	2.2505811333	0.750623897979
L.011.M1	4.0	4.0	1.48995710753	0.543610770729
L.012.M3	4.0	4.0	1.64364814709	0.612021546558
L.012.M4	3.0	3.0	1.29373310126	0.534580073522
L.022.M4	6.0	6.0	1.91192636086	0.690156582943
L.024.M2	4.0	4.0	1.43211792388	0.575587287462
L.024.M6	5.0	5.0	1.96751712584	0.687224379833
L.031.M3	9.0	9.0	2.59121946025	0.78326586149
L.032.M1	5.0	5.0	1.95827482154	0.702317389127
L.033.M1	6.0	6.0	2.14203272418	0.752974393393
L.034.M1	3.0	3.0	1.21572851656	0.482519366387
L.034.M3	6.0	6.0	2.31893355099	0.775266570579
L.035.M1	7.0	7.0	2.34364758627	0.736278418419
L.036.M2	5.0	5.0	1.83421408568	0.635295266316
L.036.M3	6.0	6.0	2.39266838065	0.791021752049
T.CS.094	7.0	7.0	2.13214415831	0.666270458885
T.CS.098	11.0	11.0	2.18212665681	0.642468478346
T.CS.101	4.0	4.0	1.37789033188	0.507936507937
T.CS.102	4.0	4.0	1.2589363695	0.509209126657
T.CS.104	5.0	5.0	1.58591740626	0.588824227164
T.CS.114	9.0	9.0	2.36323279558	0.744780923289
T.CS.115	7.0	7.0	2.43554185073	0.772123576908
T.CS.120	7.0	7.0	2.13506284266	0.718671199208
T.CS.121	7.0	7.0	1.97607106739	0.647517816815
T.CS.125	6.0	6.0	1.41522600198	0.448465222067
T.CS.131	10.0	10.0	1.44920122294	0.407244808005
T.CS.132	10.0	10.0	1.60619869311	0.468689188758
T.CS.137	7.0	7.0	1.5024849574	0.582497184484
T.CS.141	5.0	5.0	1.47532791993	0.52894438561
T.CS.142	5.0	5.0	1.60451459161	0.552532167374
T.CS.144	5.0	5.0	1.18607937866	0.452385181154
T.CS.147	4.0	4.0	0.841931223882	0.288596623835
T.CS.149	10.0	10.0	2.16454147262	0.721930279538
T.CS.150	5.0	5.0	1.72948265125	0.652888749392
T.CS.155	7.0	7.0	2.18442783018	0.732794353018
T.CS.156	9.0	9.0	1.91621615116	0.584885999908
T.CS.158	8.0	8.0	1.89836005013	0.579211685513
T.CS.166	7.0	7.0	1.71289621705	0.595147532638
T.CS.179	9.0	9.0	2.28878627758	0.729409697423
TFS.005	8.0	8.0	1.79300175485	0.580025775545
TFS.006	8.0	8.0	1.9893427768	0.674995641905
CS.031	3.0	3.0	1.21875814039	0.492579868783
CS.102	6.0	6.0	1.97008367299	0.69504432434
L.001.M1	7.0	7.0	2.09722187052	0.728620017435
CS.009	6.0	6.0	2.27518945853	0.748365799292
CS.016	4.0	4.0	1.80639202868	0.688950833448
CS.017	3.0	3.0	1.18830831015	0.533815888131
