	PD_whole_tree	chao1	observed_otus	shannon	simpson
T.CS.038	15.0	3.0	3.0	1.18407764449	0.475403384494
T.CS.058	24.0	6.0	6.0	1.02201178255	0.300760952763
T.CS.076	18.0	4.0	4.0	1.52632420989	0.555959429215
T.CS.117	31.0	7.0	7.0	2.14204353943	0.732571887513
CS.241	19.0	4.0	4.0	1.44465475943	0.573402258399
CS.333	28.0	6.0	6.0	2.17368331589	0.715964366687
T.CS.129	23.0	5.0	5.0	1.13372137253	0.397976274466
T.CS.165	25.0	6.0	6.0	1.9474176968	0.636781684308
T.CS.067	19.0	4.0	4.0	1.67876977209	0.649320233537
T.CS.112	27.0	6.0	6.0	1.17993050896	0.37437457707
CS.358	30.0	7.0	7.0	2.68188570802	0.834834732703
CS.148	49.0	12.0	12.0	3.0559307193	0.855857181919
CS.248	20.0	5.0	5.0	1.78210671787	0.684826882812
T.CS.097	24.0	6.0	6.0	2.01449192061	0.706468938528
CS.027	25.0	6.0	6.0	1.98748017113	0.716400285604
CS.312	43.0	12.0	12.0	2.80472176032	0.806794343899
T.CS.084	23.0	5.0	5.0	1.94097277074	0.704621977349
CS.361	37.0	10.0	10.0	2.46072297382	0.713235260245
CS.104	20.0	5.0	5.0	1.85603311516	0.669093440225
CS.318	16.0	5.0	5.0	1.90789111255	0.695988820454
CS.001	22.0	5.0	5.0	1.8945801267	0.685341796875
T.CS.056	13.0	3.0	3.0	1.38103834706	0.588316444444
CS.015	21.0	5.0	5.0	2.16288297	0.75738503543
CS.035	15.0	5.0	5.0	0.832179596488	0.264969139796
CS.143	19.0	5.0	5.0	1.84243713999	0.671078367941
CS.174	16.0	4.0	4.0	1.52471317534	0.591549295775
CS.197	16.0	4.0	4.0	1.52471317534	0.591549295775
CS.200	19.0	5.0	5.0	1.48934799017	0.511891137247
CS.239	14.0	4.0	4.0	1.47614851732	0.552085224102
CS.240	22.0	7.0	7.0	2.37626089466	0.782254515424
CS.354	14.0	4.0	4.0	1.62098716802	0.617304804264
CS.371	15.0	5.0	5.0	1.95039619174	0.685271183346
CS.371.0	15.0	5.0	5.0	1.95039619174	0.685271183346
CS.371.1	15.0	5.0	5.0	1.95039619174	0.685271183346
L.006.M6	22.0	5.0	5.0	1.7654594319	0.636430256596
L.025.M2	13.0	3.0	3.0	1.262551981	0.513561016243
T.CS.002	14.0	3.0	3.0	1.23339797893	0.519674786901
T.CS.008	17.0	4.0	4.0	1.41237893532	0.516320602474
T.CS.012	14.0	3.0	3.0	1.0631815556	0.410327914244
T.CS.024	10.0	2.0	2.0	0.795679296503	0.365199704142
T.CS.030	5.0	1.0	1.0	-0.0	0.0
T.CS.036	11.0	3.0	3.0	1.19648792033	0.473659375
T.CS.057	18.0	5.0	5.0	1.92283308937	0.675969588207
T.CS.062	14.0	3.0	3.0	1.31878727473	0.561527051038
T.CS.069	14.0	4.0	4.0	1.61466460784	0.591638871615
T.CS.071	13.0	3.0	3.0	1.26483212538	0.515817380671
T.CS.073	16.0	4.0	4.0	1.50735684785	0.584957769365
T.CS.085	13.0	3.0	3.0	1.12627675415	0.489651548514
TFS.026	11.0	3.0	3.0	1.24013698802	0.494268899955
CS.190	6.0	2.0	2.0	0.892866761846	0.427598089122
CS.216	15.0	4.0	4.0	1.62275214064	0.667216160214
CS.107	14.0	4.0	4.0	1.58988500254	0.628124488234
CS.108	14.0	4.0	4.0	1.58988500254	0.628124488234
L.004.M6	5.0	1.0	1.0	-0.0	0.0
T.CS.167	10.0	2.0	2.0	0.741806591882	0.331996552715
