	PD_whole_tree	chao1	observed_otus	shannon	simpson
CS.076	32.90542	216.0	216.0	5.11148721321	0.946525011253
CS.285	26.04145	179.0	179.0	5.12197230945	0.956259903285
CS.097	34.03041	237.0	237.0	5.17135746106	0.945196896243
CS.079	25.79646	179.0	179.0	5.11378492456	0.944234375059
CS.286	27.82255	189.0	189.0	5.30265573784	0.956632274005
CS.194	28.61333	201.0	201.0	4.54384085496	0.928736302464
CS.222	31.40596	221.0	221.0	5.04716757637	0.948741865077
CS.358	24.90607	162.0	162.0	4.40114620056	0.906090966355
CS.026	33.44633	209.0	209.0	5.70667544179	0.95979627314
IMP000.L.T37	30.72411	224.0	224.0	5.20838639706	0.942616164443
CS.067	26.12315	161.0	161.0	4.69877179704	0.935741315115
CS.227	24.0904	162.0	162.0	4.74182702559	0.937084532832
CS.388	26.59499	206.0	206.0	4.84855773031	0.94143283973
CS.319	27.87025	218.0	218.0	5.07222869993	0.940014770625
T.CS.023	35.05868	249.0	249.0	4.91739158152	0.945453394385
CS.043	31.26804	211.0	211.0	5.58638282155	0.961885048395
T.CS.070	34.4881	242.0	242.0	5.02468108298	0.915868912306
L.004.M5	34.39923	235.0	235.0	4.8781191969	0.921445467538
CS.312	30.35713	199.0	199.0	5.53501997963	0.961189685005
CS.154	22.59052	132.0	132.0	4.40079829516	0.927566423852
CS.241	31.27058	180.0	180.0	4.76947891447	0.9227724233
CS.114	29.94444	208.0	208.0	5.69863288238	0.96794667395
CS.224	29.64389	197.0	197.0	4.33128240897	0.892099342734
CS.018	24.80866	150.0	150.0	4.69566246212	0.920120768464
CS.122	28.28494	173.0	173.0	4.65506624958	0.891605356449
CS.233	35.85404	248.0	248.0	5.25990348536	0.952255104565
IMP000.L.T38	32.58403	241.0	241.0	5.14391147921	0.943870374753
CS.173	26.58766	152.0	152.0	4.52939393342	0.89288280854
TFSCS029	35.21544	252.0	252.0	4.73463747834	0.935801816797
CS.088	21.10213	124.0	124.0	4.34805953903	0.903489643376
CS.284	26.80547	201.0	201.0	5.39908925705	0.958942269082
CS.200	36.38206	258.0	258.0	6.25735132869	0.977116330963
CS.232	39.27773	265.0	265.0	5.820694221	0.96293589615
CS.039	28.31291	196.0	196.0	5.38385815575	0.954012357229
CS.103	33.73317	223.0	223.0	5.59022188982	0.958572835378
CS.237	34.61797	261.0	261.0	5.24909933982	0.940212692942
CS.160	30.34864	214.0	214.0	5.02148821725	0.926752378024
CS.153	33.45154	248.0	248.0	5.42765103453	0.940352310838
CS.038	23.24461	143.0	143.0	4.18850821418	0.826769221611
CS.120	33.33518	223.0	223.0	5.32882904833	0.94363194741
CS.308.0	27.47894	180.0	180.0	4.43151494983	0.912619333822
L.025.M3	31.23695	230.0	230.0	5.18540290852	0.938495687498
CS.239	34.77452	237.0	237.0	5.53207451873	0.950845966843
CS.175	26.05549	168.0	168.0	4.16808452718	0.90880043155
CS.294	27.85994	181.0	181.0	3.68533572686	0.863419248401
CS.298	31.11809	212.0	212.0	5.35682024041	0.945864897577
CS.325	25.73603	169.0	169.0	4.42833356878	0.925133107108
T.CS.089	42.6228	284.0	284.0	5.26090111886	0.939793586005
CS.023	33.46663	225.0	225.0	5.06350970477	0.921271768216
CS.084	33.69806	229.0	229.0	5.80625961324	0.967064105927
CS.171	36.37194	223.0	223.0	4.6210010437	0.857517398094
CS.074	30.66445	167.0	167.0	4.62798693044	0.886760672754
CS.035	31.0514	199.0	199.0	4.81229433447	0.905227800289
CS.006	31.45718	212.0	212.0	4.83875212889	0.910726497016
CS.248	32.56925	220.0	220.0	5.86174648828	0.971366483778
CS.292	29.81302	201.0	201.0	5.25065179376	0.947958969906
CS.066	26.81912	155.0	155.0	4.2370077482	0.856875434161
CS.087	29.49062	196.0	196.0	4.40668939108	0.882468429425
CS.094	20.7595	130.0	130.0	4.03773966992	0.867300607192
CS.050	26.89121	164.0	164.0	5.25579848274	0.953683442621
CS.049	22.53174	140.0	140.0	4.27639004157	0.907400744947
CS.086	29.66666	210.0	210.0	5.11491309893	0.929732192482
CS.217	34.06165	238.0	238.0	5.26336823359	0.936878111524
CS.095	32.05262	240.0	240.0	5.30979698488	0.944490790261
CS.041	25.92752	178.0	178.0	4.65682467276	0.906785779433
CS.220	26.49444	180.0	180.0	4.530506546	0.895065700604
CS.236	24.80594	148.0	148.0	4.68209851245	0.932427378929
CS.017	24.71998	167.0	167.0	4.56777952823	0.896037403835
CS.133	31.32181	197.0	197.0	4.85817847955	0.933438279595
CS.014	37.29295	241.0	241.0	5.14012347125	0.910263390922
CS.228	30.84984	214.0	214.0	5.16161225549	0.940464978695
CS.164	27.23588	199.0	199.0	4.28590632923	0.912863625455
