	CS.001	CS.002	CS.003	CS.004	CS.005	CS.006	CS.007	CS.008	CS.009	CS.011	CS.012	CS.013	CS.014	CS.015	CS.016	CS.017	CS.018	CS.019	CS.020	CS.021	CS.022	CS.023	CS.024	CS.025	CS.027	CS.028	CS.029	CS.030	CS.031	CS.032	CS.033	CS.035	CS.036	CS.037	CS.038	CS.040	CS.041	CS.042	CS.043	CS.044	CS.045	CS.046	CS.047	CS.049	CS.050	CS.051	CS.052	CS.053	CS.055	CS.056	CS.057	CS.058	CS.059	CS.060	CS.061	CS.062	CS.063	CS.064	CS.065	CS.066	CS.067	CS.068	CS.070	CS.071	CS.072	CS.074	CS.075	CS.076	CS.077	CS.078	CS.079	CS.080	CS.082	CS.083	CS.085	CS.086	CS.087	CS.088	CS.089	CS.090	CS.091	CS.092	CS.093	CS.094	CS.095	CS.096	CS.097	CS.098	CS.099	CS.101	CS.102	CS.103	CS.104	CS.105	CS.106	CS.108	CS.109	CS.110	CS.111	CS.112	CS.113	CS.114	CS.115	CS.117	CS.118	CS.119	CS.120	CS.122	CS.123	CS.124	CS.130	CS.131	CS.132	CS.133	CS.135	CS.136	CS.143	CS.153	CS.154	CS.156	CS.158	CS.160	CS.161	CS.163	CS.164	CS.165	CS.167	CS.168	CS.169	CS.170	CS.171	CS.172	CS.173	CS.175	CS.176	CS.199	CS.200	CS.217	CS.218	CS.219	CS.220	CS.227	CS.228	CS.229	CS.231	CS.232	CS.233	CS.235	CS.237	CS.238	CS.239	CS.240	CS.241	CS.247	CS.248	CS.249	CS.251	CS.284	CS.285	CS.286	CS.292	CS.298	CS.308.0	CS.311	CS.312	CS.345.0	CS.346	CS.347.0	L.001.M1	L.002.M1	L.003.M1	L.004.M1	L.005.M1	L.006.M1	L.008.M1	L.011.M1	L.012.M1	L.022.M1	L.024.M1	L.025.M1
CS.001	0.0	0.423890015997	0.387285019996	0.431298419316	0.342751013797	0.489556741652	0.525792433513	0.46043759948	0.459089197161	0.360958788242	0.247156284743	0.370947485503	0.332418225355	0.448825704859	0.476768232354	0.614229819036	0.468086246751	0.467731405719	0.441690791842	0.452871336733	0.426933288342	0.460305603879	0.375672638472	0.361643643271	0.6368764997	0.489462978404	0.289535005999	0.444723744251	0.457028487303	0.59676425015	0.456776378724	0.499182704459	0.358058410318	0.631259465107	0.589350138972	0.524879330134	0.597573166367	0.430552897421	0.48809069786	0.504838836233	0.384453522296	0.51207174965	0.493293337333	0.514595027994	0.490317480504	0.564293614277	0.504678061388	0.443498530294	0.431481589682	0.448066584683	0.531260942811	0.460290278944	0.393760734853	0.566123420316	0.541617403519	0.493927277544	0.388773053389	0.309120153969	0.503196293741	0.546758304339	0.686930065987	0.459773491302	0.621921657668	0.383371108778	0.419096526695	0.567861262747	0.583256777644	0.499276591682	0.540801327734	0.448800984803	0.451628694261	0.421867720456	0.415730002999	0.390887632474	0.363532764447	0.467317723455	0.536173033393	0.541849576085	0.527648340332	0.43001369926	0.42647994901	0.332230787842	0.471281976605	0.557906187762	0.321283460308	0.370854272146	0.474652826435	0.427088817237	0.573759570086	0.480128360328	0.566216527694	0.419204330134	0.434478728254	0.525605461908	0.343457295541	0.387240042991	0.286637103579	0.461847640472	0.301770739852	0.603130302939	0.567614965007	0.340719845031	0.562040144971	0.537362452509	0.514231360728	0.372935936813	0.40640420216	0.518403838232	0.667572057588	0.535086025795	0.397683487303	0.312515733853	0.343074230154	0.439020304939	0.507532008598	0.418203425315	0.36384004799	0.517828541292	0.608038782244	0.468356284743	0.401664246151	0.502543443311	0.432509405119	0.482518105379	0.492804120176	0.511869890022	0.585959171166	0.426028865227	0.522449155169	0.416876303739	0.557622465507	0.527715909818	0.554483581284	0.468347233553	0.449604753049	0.397820235953	0.339886855629	0.508776344731	0.421858139372	0.415881502699	0.585620928814	0.491989823035	0.425574909018	0.560571483703	0.459250811838	0.403692265547	0.474751218756	0.376288607279	0.399455409918	0.445374907019	0.467073193361	0.521997303539	0.423107824435	0.52229869826	0.436069874025	0.504255307938	0.528262541492	0.453902294541	0.498138130374	0.474992643471	0.452698459308	0.280411421716	0.668927004599	0.530722531494	0.425239165167	0.70411564787	0.40936224855	0.471174820036	0.335885112977	0.388137214557	0.430599625075	0.389342359528	0.407778089382	0.371785806839	0.446975439912	0.376656376725	0.326157483503	0.33819234953	0.495643464307	0.422993776245
CS.002	0.423890015997	0.0	0.335923446311	0.0806134943011	0.278686210758	0.419479489102	0.387803025395	0.352049957009	0.248148473305	0.466960177964	0.404002627475	0.25372605179	0.254724640072	0.352521283743	0.310162331534	0.420685927814	0.353922005599	0.357691423715	0.206937032593	0.316693082384	0.246121212757	0.338819617077	0.274435817836	0.29831144771	0.46536744951	0.287948093381	0.298607333533	0.314657889422	0.369142160568	0.460672820436	0.32170244751	0.354829009198	0.346386284743	0.414287935413	0.417096637672	0.317664669066	0.33639040092	0.303695842831	0.299444379124	0.346298782244	0.226739433113	0.372113493301	0.326219838032	0.441839633073	0.295401833633	0.331461974605	0.373457931414	0.215415144971	0.19192684863	0.1762810018	0.331733506299	0.252043562288	0.294297285543	0.30901059888	0.392322808438	0.356785291942	0.374657474505	0.340154031194	0.345631538692	0.402370775845	0.486994887023	0.317623313337	0.468764073185	0.208792162567	0.294751861628	0.413717791442	0.394664646071	0.296554166167	0.407864109178	0.349050536893	0.263688710258	0.253331531694	0.284103786243	0.373208328334	0.304703042392	0.358384304139	0.456831053789	0.418806926615	0.385594941012	0.209414365127	0.268936359728	0.339837224555	0.363285573885	0.465643964207	0.298317781444	0.217696387722	0.328268883223	0.257322174565	0.514937916417	0.349668108378	0.458329277145	0.270046041792	0.312906216757	0.400060304939	0.357706739652	0.590706803639	0.432255523895	0.156771403719	0.319597692462	0.388444218156	0.413962519496	0.241502694461	0.330697467506	0.352869883023	0.348851954609	0.23531465107	0.21553485203	0.393855123975	0.540911537692	0.278169803039	0.305242277544	0.229362012597	0.211018875225	0.339264720056	0.322010670866	0.222490067986	0.376907102579	0.321689865027	0.384321277744	0.336020843831	0.184212820436	0.342138404319	0.308212338532	0.429368069386	0.395240676865	0.364543253349	0.481478379324	0.311266921616	0.386012430514	0.353656075785	0.41071094781	0.388529333133	0.423719662068	0.610707827435	0.320818024395	0.353906452709	0.270686155769	0.397980125975	0.227223512298	0.366793134373	0.482333520296	0.316715969806	0.244230387922	0.367258724255	0.345479418116	0.232370603879	0.421794910018	0.260981568686	0.30962230054	0.317251909618	0.324621977604	0.363443162368	0.354652057588	0.286964223155	0.273464397121	0.353371072785	0.36462134773	0.349664170166	0.363249320136	0.293066596681	0.222356103779	0.359835728854	0.483749428114	0.361618340332	0.237861346731	0.545373182364	0.35685265047	0.286268529294	0.300993661268	0.333609692062	0.328830356929	0.301881679664	0.31633359828	0.256891881624	0.330841520696	0.331799124175	0.254371866627	0.320230903819	0.425190064987	0.259677305539
CS.003	0.387285019996	0.335923446311	0.0	0.322129560088	0.120421004799	0.179029004199	0.254859931014	0.17079174965	0.362014531094	0.405933876225	0.346521180764	0.196822763447	0.338044959008	0.222936881624	0.208261002799	0.315856758648	0.408974584083	0.205966875625	0.250164942012	0.265916812637	0.30608074985	0.172778838232	0.202085078984	0.382027189562	0.343867110578	0.243839814037	0.397232613477	0.199495804839	0.251511835633	0.44926095181	0.237654984003	0.202176040792	0.371866021796	0.442407744451	0.302954867027	0.24656764947	0.416664437113	0.219646957608	0.278106865627	0.222748143371	0.215820807838	0.252835777844	0.325658085383	0.349575878824	0.394499925015	0.386793291342	0.257288936213	0.292477235553	0.307851754649	0.33034420216	0.299731603679	0.315280311938	0.280799692062	0.338805560888	0.27325479904	0.215255262947	0.399386959608	0.361310564887	0.295055188962	0.247956107778	0.52305724955	0.278915771846	0.440192790442	0.313336170766	0.157994274145	0.268554879024	0.291864813037	0.353210973805	0.268113290342	0.186089214157	0.359167111578	0.320095803839	0.202376658668	0.274633712258	0.253239690062	0.199107706459	0.208348605279	0.23290589782	0.259018441312	0.394398835233	0.305919404119	0.365972706459	0.196792597481	0.239527168566	0.184066766647	0.237054559088	0.338534811038	0.240273847231	0.273933454309	0.200616677664	0.301931105779	0.226790645871	0.228088611278	0.237720169966	0.395333643271	0.572797768446	0.434054815037	0.406616037792	0.357102876425	0.420762947411	0.262228961208	0.337799704059	0.387191237752	0.270972963407	0.247357668466	0.264876829634	0.238337012597	0.23085024795	0.383342008598	0.312282907419	0.195057177564	0.282248578284	0.336356728654	0.191464579084	0.385768966207	0.285779057189	0.322154356129	0.239674253149	0.427638587283	0.377097095581	0.357393873225	0.237966253749	0.360568862228	0.420724957009	0.459297630474	0.277850944811	0.306733953209	0.209794895021	0.235857554489	0.260121435713	0.272569677065	0.255836496701	0.239339263147	0.560972691462	0.238593530294	0.355629319136	0.284571817636	0.283727615477	0.260876026795	0.350675674865	0.265938896221	0.370313105379	0.384642238552	0.34631615177	0.314493964207	0.217080134973	0.433633623275	0.2131095021	0.369392229554	0.183807787443	0.191585487902	0.254184809038	0.211135755849	0.308927563487	0.299014960008	0.329962741452	0.2363775015	0.283722531494	0.327376209758	0.294057337532	0.325273597281	0.431346277744	0.474849179164	0.256308861228	0.304395120976	0.526949960008	0.376450309938	0.351394647071	0.408381846631	0.470915565887	0.217980955809	0.190554484103	0.182480557888	0.364048137373	0.179422089582	0.248380938812	0.26474820036	0.360312514497	0.244156670666	0.215455288942
CS.004	0.431298419316	0.0806134943011	0.322129560088	0.0	0.296018713257	0.404862203559	0.367954662068	0.34056775045	0.238018470306	0.48149095081	0.42692530194	0.242896370726	0.291003965207	0.360166121776	0.300709715057	0.407083925215	0.360224942012	0.347087425515	0.214461096781	0.285296522695	0.248830635873	0.319914963007	0.267780611878	0.320300694861	0.457650617876	0.273157026595	0.310265720856	0.299972007598	0.3531604999	0.480639066187	0.312992352529	0.339996290742	0.349279607079	0.365489574085	0.399968008398	0.30869529994	0.31149024995	0.293525531894	0.269461774645	0.332560408918	0.209732279544	0.348728837233	0.290795319936	0.458025318936	0.315968387323	0.290424943011	0.354499708058	0.180386237752	0.196792208558	0.142787263547	0.310599692062	0.235392085583	0.282741937612	0.28918229754	0.37554865027	0.343013515297	0.382990122975	0.35608170066	0.324076782643	0.389780890822	0.44558925115	0.306854244151	0.43361370026	0.223768744251	0.275661202759	0.397452529494	0.380886138772	0.269406536693	0.386050112977	0.336743311338	0.221123978204	0.275215257948	0.267356846631	0.385242358528	0.327437458508	0.346629858028	0.442145513897	0.407417975405	0.370158711258	0.257686035793	0.224758020396	0.369905113977	0.344196528694	0.450528812238	0.3185540012	0.236491621676	0.297162011598	0.242031991602	0.503036985603	0.338952426515	0.444380653869	0.277238934213	0.311914882024	0.379143769246	0.373245458908	0.593847010598	0.438061471706	0.195294266147	0.348311422715	0.360326312737	0.39432774945	0.26900889822	0.292638818236	0.340285058988	0.332000605879	0.243383256349	0.230193187363	0.379037630474	0.522795485903	0.258199984003	0.30222559988	0.250424809038	0.252180191962	0.322628696261	0.268672747451	0.184479783043	0.394561078784	0.302619962008	0.34309179864	0.324683982204	0.207406088782	0.328478609278	0.305738354329	0.443500619876	0.399702105579	0.342272044591	0.466814537093	0.32118864827	0.374549674065	0.371509986003	0.399152508498	0.371030817836	0.407094320136	0.618531487702	0.30449165067	0.381564858028	0.296486542691	0.406324968006	0.237638818236	0.367022079584	0.469192089582	0.29246034993	0.280659159168	0.334569333133	0.29911354829	0.218118419316	0.441230517896	0.264294703059	0.31399010198	0.307998527295	0.316598527295	0.350566478704	0.338925615877	0.267281118776	0.235705111978	0.305451087782	0.344534380124	0.310170327934	0.319981492701	0.265810842831	0.196598096381	0.369365373925	0.435279675065	0.349426435713	0.203485314937	0.495624555089	0.36362780044	0.275106474705	0.330654874025	0.3637529984	0.334732477504	0.305033782244	0.317036960608	0.285278461308	0.317972719456	0.353929029194	0.285215702859	0.347248231354	0.406580241952	0.268190465907
CS.005	0.342751013797	0.278686210758	0.120421004799	0.296018713257	0.0	0.202278105379	0.288553771246	0.18792719756	0.288392182563	0.343448990202	0.299632413517	0.165058087383	0.263685509898	0.214096228754	0.215033835233	0.357643230354	0.356104803039	0.23922074985	0.188617728454	0.262080342931	0.219161868626	0.179000260948	0.176283318336	0.294162631474	0.37622179864	0.249729809038	0.333415309938	0.220635483903	0.256232554489	0.413406385723	0.215885882823	0.254444584083	0.322104893021	0.453197769446	0.32648544991	0.274482929414	0.417356359728	0.194691607678	0.277790509898	0.254135130974	0.170282086583	0.29739980004	0.320759132174	0.310950324935	0.336526266747	0.397344716057	0.260175223955	0.266015102979	0.246370077984	0.29591805039	0.31378265047	0.265484604079	0.265315041992	0.334555505899	0.302189775045	0.234884526095	0.321743445311	0.298843171366	0.280670630874	0.299673205359	0.533472117576	0.22209234753	0.461688084383	0.230200916817	0.143742931414	0.302511484703	0.331054912018	0.331027269546	0.285829622076	0.212434654069	0.342543457309	0.233867756449	0.178001268746	0.22885829834	0.200927767447	0.226769191162	0.26251054789	0.272081683663	0.282292757449	0.325470019996	0.290684590082	0.305173841232	0.24108390222	0.304639445111	0.135578335333	0.168698261348	0.300835413917	0.228159039192	0.327231725655	0.229184391122	0.338249877025	0.182212090582	0.186496182763	0.28088569786	0.336956003799	0.518093640272	0.367286129774	0.327531883623	0.282760059988	0.415914904019	0.303841991602	0.280769943011	0.379740910818	0.29059639972	0.271523668266	0.221930011998	0.16849259848	0.268165789842	0.410858882224	0.306870520896	0.15457829834	0.219320786843	0.257739607079	0.196785291942	0.386758797241	0.261345772845	0.288258860228	0.24493420216	0.421848488302	0.30023194761	0.285289585083	0.250595546891	0.297816241752	0.356200572885	0.419966819636	0.275268760248	0.327097177564	0.19786214857	0.266584816037	0.213084538092	0.307252481504	0.278866939612	0.265895388922	0.512948385323	0.226494509098	0.286903575285	0.207796579684	0.253560269946	0.193841144771	0.303641068786	0.333121016797	0.325177579484	0.304691845631	0.365422715457	0.309567632474	0.18727320136	0.385105293941	0.148690982803	0.293937483503	0.173786070786	0.199070223955	0.278749793041	0.249968512298	0.306389926015	0.28371185163	0.33370384823	0.25811459908	0.268276341732	0.321257712458	0.291002219556	0.300246133773	0.354725380924	0.483335464907	0.286476306739	0.269213874225	0.533482394521	0.304747165567	0.291140092981	0.347091163767	0.409793363327	0.191411478704	0.138077590482	0.164154060188	0.311770503899	0.191090514897	0.178113765247	0.184282474505	0.294381941612	0.251381760648	0.18663264847
CS.006	0.489556741652	0.419479489102	0.179029004199	0.404862203559	0.202278105379	0.0	0.312252442511	0.174395724855	0.404357284543	0.375749639072	0.387315337932	0.266489886023	0.404966394721	0.212336089782	0.254887533493	0.370597560488	0.457503824235	0.263926909618	0.3009069976	0.276150281944	0.327431433713	0.166054485103	0.258638536293	0.382928115377	0.372867110578	0.305899344131	0.4707255009	0.260784535093	0.265680027994	0.464079838032	0.267142292541	0.248181579684	0.419581952609	0.466509934013	0.331030625875	0.320704066187	0.459277572486	0.270813886223	0.31866644971	0.248874472106	0.285458374325	0.31641520196	0.355602924415	0.32171034793	0.422297875425	0.410979656069	0.255673671266	0.345021876625	0.360629885023	0.399598433313	0.355687246551	0.332597184563	0.345801655669	0.373367154569	0.310045544891	0.246053957209	0.395520168966	0.41433445011	0.269280439912	0.299686267746	0.511978091382	0.272558241352	0.423287605479	0.348094195161	0.196615595881	0.290982863427	0.334516788642	0.390354231154	0.242926213757	0.241273813237	0.417189541092	0.342881636673	0.236940229954	0.246085065987	0.294433241352	0.224264785043	0.211805289942	0.265288825235	0.249800424915	0.45284375225	0.350727786443	0.387743830234	0.246710181964	0.267611863627	0.263864893021	0.292698362328	0.314169814037	0.319148960208	0.266942536493	0.259312886423	0.283908870226	0.2475124975	0.206225865827	0.292550013997	0.436576810638	0.570836304739	0.477218638272	0.453379063187	0.385571460708	0.444979842032	0.28626824935	0.424517504499	0.395783979204	0.2957015017	0.269121811638	0.352625785843	0.279669910018	0.274650837832	0.378531546691	0.356193603279	0.208818855229	0.360199318136	0.400354855029	0.210626802639	0.435737024595	0.343142226555	0.38070234853	0.280123657269	0.43169990102	0.381165423915	0.399936204759	0.257300326935	0.402959454109	0.394060055989	0.482928840232	0.26639869926	0.247800321936	0.2647540012	0.263527804439	0.305035440912	0.300239621076	0.264853983203	0.253301582683	0.465823891222	0.251389957009	0.3152525005	0.320654615077	0.273950090982	0.303819104179	0.375001227754	0.287585682863	0.37641330134	0.401716379724	0.39055370026	0.346704338132	0.2885614987	0.451242031594	0.261665080984	0.375847974405	0.206848623275	0.227206057788	0.297007514497	0.290936459708	0.365375483903	0.345010838832	0.367348616277	0.248926355729	0.27391820236	0.36187109878	0.348327675465	0.378053691262	0.437667169566	0.490989039192	0.288813076385	0.366201031794	0.522734291142	0.331957820436	0.373716302739	0.475362204559	0.53285429814	0.231270679864	0.192669227155	0.202109424115	0.433963968206	0.201083145371	0.250005113977	0.314396878624	0.389008829234	0.164104039192	0.253714613077
CS.007	0.525792433513	0.387803025395	0.254859931014	0.367954662068	0.288553771246	0.312252442511	0.0	0.280727071586	0.376419933013	0.497615264947	0.502939726055	0.287008505299	0.418108541292	0.363448140372	0.205255764847	0.170634496101	0.440398526295	0.192934759048	0.314795180964	0.304005793841	0.407680840832	0.228364510098	0.273614744051	0.443589740052	0.217546769646	0.233838117377	0.44817559988	0.163773344331	0.263429361128	0.458012728454	0.277988354329	0.193322824435	0.460427812438	0.337024354129	0.141325629874	0.18734429914	0.342539021196	0.272787286543	0.24566129974	0.185875036993	0.263502486503	0.165432363527	0.33875790042	0.391425567886	0.408445814837	0.327404176165	0.255048421316	0.356823615277	0.375810671866	0.388044479104	0.259232020596	0.360277967407	0.309498515297	0.263801292741	0.136080564887	0.133203254349	0.473891371726	0.411919670066	0.307785019996	0.118150921816	0.430969156169	0.316007736453	0.397369472106	0.367456539692	0.2222854989	0.145464374125	0.228604668066	0.376950938812	0.221552477504	0.231720560888	0.371823969206	0.382944113177	0.258945687862	0.40438259948	0.39259765147	0.1816445021	0.304743111378	0.218263059388	0.237868676265	0.444843633273	0.323759119176	0.461696994601	0.243445389922	0.357830886823	0.343589755049	0.329771656669	0.387164862028	0.270332304539	0.212753245351	0.190410285943	0.259337393521	0.295566677664	0.310479084183	0.143036721656	0.481780220956	0.631673122376	0.495944496101	0.44436204759	0.444769224155	0.328602036593	0.146801793641	0.422471630674	0.384425571886	0.159743024395	0.236536593681	0.342464487103	0.282300262947	0.115744772046	0.222418306339	0.2962465017	0.276332113577	0.384737041592	0.383176735653	0.280639965007	0.377178885223	0.345297546491	0.464387224555	0.189737441512	0.335070815837	0.40627219756	0.407771878624	0.173803345331	0.395337241552	0.471743806239	0.563355733853	0.275905782843	0.20737584783	0.338887643471	0.141603938212	0.314980626875	0.147047484503	0.140759583083	0.172848692262	0.651805135973	0.25246310138	0.441835868826	0.387536535693	0.362645558888	0.301453416317	0.460445713857	0.30195714957	0.402807617477	0.426179474105	0.270335762847	0.312129708058	0.275871603679	0.462560254949	0.264360008998	0.44852429814	0.274179472106	0.239147966407	0.358909693061	0.230396266747	0.270759546091	0.324189212158	0.27112715157	0.192177088582	0.340089787043	0.30538155169	0.401333379324	0.338735909818	0.497037494501	0.388558958208	0.143414967007	0.354203510298	0.406516887622	0.503994414117	0.41257075085	0.44761359928	0.495186934613	0.311364476105	0.292754621076	0.258527489502	0.428357076585	0.256886895621	0.31784194761	0.347209433113	0.429725314937	0.315286917616	0.273160194961
CS.008	0.46043759948	0.352049957009	0.17079174965	0.34056775045	0.18792719756	0.174395724855	0.280727071586	0.0	0.369509718056	0.407565625875	0.364896483703	0.204801545691	0.366831583683	0.223608683263	0.228036415717	0.338397260548	0.442715353929	0.252371334733	0.276057371526	0.288903657269	0.323754021196	0.1344970006	0.187647596481	0.336428723255	0.338217438512	0.260656552689	0.438303209358	0.221520367926	0.244963417317	0.454477206559	0.243628555289	0.228264221156	0.374929443111	0.424558284343	0.286779584083	0.274672990402	0.429849844031	0.238192406519	0.27599984903	0.189402474505	0.234711663667	0.276157563487	0.336448419316	0.317667816437	0.387294722056	0.34469475105	0.249766802639	0.310593122376	0.322665055989	0.341081386723	0.326574613077	0.269221881624	0.285177378524	0.33927465107	0.279529446111	0.225438574285	0.362306855629	0.36491389822	0.281404553089	0.26240569786	0.473494156169	0.25274539792	0.451745109978	0.299808092382	0.170663718256	0.240311591682	0.331968936213	0.365088982204	0.227407543491	0.195246910618	0.378939293141	0.314522662468	0.205882521496	0.245845167966	0.274776440712	0.195290453909	0.236067241552	0.247162914417	0.230829325135	0.407534538092	0.315718232354	0.360579677065	0.18480855029	0.287315358928	0.239368208358	0.237589160168	0.311936574685	0.24898244751	0.310233688262	0.229751192761	0.260000791842	0.19329414917	0.220626427714	0.250495884823	0.369280323935	0.580323369326	0.441860875825	0.422879965007	0.37259534793	0.43006109978	0.242923962208	0.38252440112	0.335765826835	0.257002057588	0.252510343931	0.296960680864	0.226690223955	0.256858840232	0.368055487902	0.321644711058	0.166200382923	0.320495534893	0.368870627874	0.174026432713	0.402850015997	0.301564928014	0.366798259348	0.258943639272	0.41717815137	0.340329661068	0.341870577884	0.250442204559	0.378726158768	0.371637432513	0.446764461108	0.222228709258	0.275284953009	0.244011755649	0.243158360328	0.260743231354	0.270711122775	0.247596216757	0.237568925215	0.511588346331	0.244425173965	0.281185867826	0.275814791042	0.198365037992	0.231926082783	0.365991561688	0.301282337532	0.314663823235	0.367302904419	0.361498307339	0.322410626875	0.232306105779	0.411120371926	0.210702925415	0.315336232753	0.179677509498	0.193312012597	0.309605710858	0.24121965107	0.324411806639	0.330855143971	0.37222175165	0.241692286543	0.290060113977	0.356544704059	0.328581792641	0.352493487303	0.433569933013	0.472656957608	0.275301918616	0.320668438312	0.516614353129	0.3844544991	0.30163875225	0.432224064187	0.499489269146	0.196999526095	0.171925193961	0.177361485703	0.369063874225	0.175916004799	0.234646417716	0.273602163567	0.334389909018	0.229945332933	0.226245344931
CS.009	0.459089197161	0.248148473305	0.362014531094	0.238018470306	0.288392182563	0.404357284543	0.376419933013	0.369509718056	0.0	0.423176265747	0.443599363127	0.280659892022	0.280107882424	0.37906705159	0.322323924215	0.451797844431	0.230574428114	0.295958917217	0.239583316337	0.257532735453	0.227501541692	0.348678972206	0.315052973405	0.283205863827	0.479390327934	0.3262380004	0.288666360728	0.325181357728	0.325008840232	0.401382453509	0.237033570286	0.37100814837	0.339836979604	0.347382803439	0.415411055789	0.38668729754	0.317181855629	0.238614870026	0.30093609778	0.34710440012	0.261127532494	0.398614118176	0.217225893821	0.374451633673	0.180516793641	0.341747370526	0.379654067187	0.233157873425	0.182101882623	0.211373542292	0.368903441312	0.218236824635	0.289032389522	0.289245586883	0.369399122176	0.334524495101	0.336977867427	0.336004308138	0.249637272545	0.409574804039	0.421349109178	0.297850396921	0.409248515297	0.215535802839	0.290024392122	0.426004525095	0.40294079984	0.175170325935	0.343324286143	0.368164909018	0.195033016397	0.234007629474	0.278010373925	0.367329281144	0.324505032993	0.328368582284	0.44985495201	0.414661470706	0.366784620076	0.311641106779	0.20720610078	0.403980096981	0.384776770646	0.46423439912	0.333303309338	0.261387844431	0.198922797441	0.295727056589	0.504444212158	0.379313432314	0.432197636473	0.276184677065	0.332633284343	0.420026478704	0.391747678464	0.533528278344	0.392634877025	0.228565585883	0.360729043191	0.336455072985	0.418751636673	0.326858014397	0.29286234753	0.325352817437	0.260513973205	0.256127971406	0.258922669466	0.411435624875	0.469560526895	0.266223175365	0.31890330234	0.263189314137	0.26148935013	0.346736628674	0.319510639872	0.222772314537	0.388792206559	0.309829672066	0.310245845831	0.207172342531	0.19674030194	0.294870272945	0.153398392322	0.320316602679	0.405512611478	0.306009937013	0.403381241752	0.324709712058	0.402181043791	0.296472363527	0.432081328734	0.358896524695	0.419064136173	0.532816070786	0.297296461708	0.395043910218	0.29314544891	0.415330866827	0.234862663467	0.318243917217	0.498006712657	0.200967010598	0.218374232154	0.343244582084	0.272310534893	0.254462858428	0.369415896821	0.244944487103	0.250375406919	0.326894662068	0.334939519096	0.361232481504	0.396152464507	0.273311906619	0.235657833433	0.266483615277	0.379066469706	0.23864924815	0.255439605079	0.231539003199	0.196490043991	0.386041680664	0.400334766047	0.335301528694	0.200449354129	0.382876668666	0.307908460308	0.20325995201	0.339406559688	0.346063670266	0.331912031594	0.314894946011	0.299604737053	0.357330128974	0.33626320136	0.29405430014	0.293948076385	0.378994124175	0.384733857229	0.270908478304
CS.011	0.360958788242	0.466960177964	0.405933876225	0.48149095081	0.343448990202	0.375749639072	0.497615264947	0.407565625875	0.423176265747	0.0	0.340391637672	0.375726459708	0.351470490902	0.424876106779	0.456385660868	0.590597095581	0.426360673865	0.452747282543	0.444226926615	0.429401068786	0.407772354529	0.3886974975	0.380659993001	0.358202125575	0.57386739952	0.459945765847	0.394714174165	0.438170770846	0.376319465107	0.547404884023	0.40554825235	0.483808347331	0.376926574685	0.600144940012	0.561825361928	0.504171269746	0.580831076785	0.389199064187	0.452782521496	0.504899486103	0.402297465507	0.495841973605	0.449572989402	0.424993410318	0.439776484703	0.543737537493	0.416987079584	0.438315460908	0.435341513697	0.477398070386	0.487597903419	0.439620064987	0.371088109378	0.522748585283	0.526488795241	0.467102458508	0.34031285143	0.337500993801	0.379906503699	0.54766075185	0.65068545091	0.397699554089	0.588881377724	0.39054735153	0.385296202759	0.52196920116	0.516185991802	0.456345045991	0.441742783443	0.459154574085	0.460291843631	0.406086606679	0.37920969906	0.312869682064	0.329294110178	0.42176445011	0.480054037193	0.506083459308	0.471581637672	0.450137938412	0.422611408718	0.346710913817	0.450156195761	0.525837307538	0.3730374975	0.372426153769	0.377598023395	0.440466195761	0.543415892821	0.463371775645	0.514929419116	0.396628515297	0.360407940412	0.508314280144	0.419042716457	0.402793992202	0.325893468306	0.494949982004	0.359768088382	0.577203682264	0.534319870026	0.372349753049	0.524383018396	0.498221954609	0.465830978804	0.406916972605	0.418140714857	0.506002206559	0.559099896021	0.501725295941	0.379930293941	0.362100306939	0.379970792841	0.423629303139	0.526235807838	0.435131479704	0.357280675865	0.462475819836	0.565741493701	0.429046054789	0.422908819236	0.45586119776	0.417911038792	0.365089853029	0.500719863027	0.454130589882	0.469455481904	0.400127479504	0.486835603879	0.37725895121	0.526673393321	0.504107629474	0.486651737652	0.478603912218	0.392716590682	0.354437472505	0.313939413117	0.446685396921	0.414221256749	0.38312879924	0.555148531294	0.475243224355	0.412120473905	0.542329010198	0.418810805839	0.398364157169	0.428551362727	0.347786745651	0.398532568486	0.42369835233	0.419197096581	0.486367327534	0.421147510498	0.487091903619	0.440197246551	0.481789377125	0.465983827235	0.404731954609	0.467925896821	0.471331121776	0.476081426715	0.350990371926	0.612199376125	0.491729330134	0.433636909618	0.615484044191	0.34097709958	0.471121658668	0.435907368526	0.48245774845	0.425662642472	0.334562159568	0.391847293541	0.412340111978	0.437167403519	0.333410327934	0.340169485103	0.351617570486	0.381447791442	0.433993380324
